"","ID_full","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_tot_mean","FE_tot_sd","FE_2_flag","FE_3_flag","Dilution","Plate","QAQC_flag","FE_2_cv_flag","FE_3_cv_flag"
"11","Plate1_50_202505_MSM_TR_C_45","202505_MSM_TR_C_45",23006.9217818043,1361.32180449901,5.91700974780405,0,0,0,23006.9217818043,36.8960947052532,"Within range","High",50,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"12","Plate1_8_202505_GWI_TR_A_10","202505_GWI_TR_A_10",1447.87839342456,133.537688034223,9.22299059373183,0,0,0,1447.87839342456,11.555850813948,"Within range","High",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"13","Plate2_1_202505_SWH_TR_B_20","202505_SWH_TR_B_20",182.291545282028,5.39032767882651,2.95698172424124,0,0,0,182.291545282028,2.32170792280737,"Within range","High",1,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"14","Plate2_1_202505_SWH_TR_C_20","202505_SWH_TR_C_20",315.742991148733,22.7815546330217,7.21522100938428,0,0,0,315.742991148733,4.77300268520998,"Within range","High",1,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"15","Plate2_8_202505_GWI_WC_A_20","202505_GWI_WC_A_20",1612.52840252326,86.3639562592756,5.35580992707692,0,0,0,1612.52840252326,9.29322098409779,"Within range","High",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"16","Plate3_50_202507_MSM_TR_A_20","202507_MSM_TR_A_20",15836.1525363351,283.977794347619,1.79322467181375,0,0,0,15836.1525363351,16.85164070195,"Within range","High",50,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"17","Plate3_50_202507_MSM_TR_A_45","202507_MSM_TR_A_45",18539.4835388981,418.920540614624,2.25961278660044,0,0,0,18539.4835388981,20.467548475932,"Within range","High",50,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"18","Plate3_50_202507_MSM_TR_B_20","202507_MSM_TR_B_20",9041.07279575375,658.812202620109,7.28688085477564,0,0,0,9041.07279575375,25.6673372717177,"Within range","High",50,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"19","Plate3_8_202507_MSM_UP_B_45","202507_MSM_UP_B_45",1671.33197720137,133.882499737855,8.01052702659588,0,0,0,1671.33197720137,11.5707605514009,"Within range","High",8,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"20","Plate1_8_202505_GCW_TR_C_20","202505_GCW_TR_C_20",28.585982238341,0,0,0,0,0,28.585982238341,0,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"21","Plate1_8_202505_GWI_TR_B_20","202505_GWI_TR_B_20",220.22612172781,8.60381220193902,3.90680820896123,0,0,0,220.22612172781,2.93322556274471,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"22","Plate1_8_202505_GWI_UP_B_10","202505_GWI_UP_B_10",40.7536101424343,4.3019061009695,10.5558896155072,0,0,0,40.7536101424343,2.07410368616651,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","High cv rerun","ok"
"23","Plate2_8_202505_GWI_WC_B_10","202505_GWI_WC_B_10",308.441424032486,30.1133427067864,9.76306694253067,0,0,0,308.441424032486,5.48756254695894,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"24","Plate2_8_202505_SWH_UP_C_45","202505_SWH_UP_C_45",135.052726399157,8.603812201939,6.37070604299382,0,0,0,135.052726399157,2.93322556274471,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"25","Plate2_8_202507_GCW_TR_C_10","202507_GCW_TR_C_10",27.0650287503294,2.15095305048475,7.94735180341745,0,0,0,27.0650287503294,1.46661278137235,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"26","Plate3_8_202507_MSM_UP_B_10","202507_MSM_UP_B_10",448.369144929558,17.207624403878,3.83782528268787,0,0,0,448.369144929558,4.14820737233302,"Within range","Below MDL",8,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"27","Plate3_8_202507_MSM_UP_C_10","202507_MSM_UP_C_10",1278.00139991003,116.425137956118,9.10993821793269,0,0,0,1278.00139991003,10.790048097952,"Within range","Below MDL",8,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"28","Plate1_50_202505_MSM_TR_B_10","202505_MSM_TR_B_10",1370.07595459876,54.882681608027,4.00581306633469,0,0,0,1370.07595459876,7.40828466029937,"Within range","Below MDL",50,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"29","Plate1_8_202505_GCW_TR_A_20","202505_GCW_TR_A_20",57.9910830065664,1.75624581145686,3.02847562142959,0,0,0,57.9910830065664,1.32523424776787,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"30","Plate1_8_202505_GCW_TR_B_10","202505_GCW_TR_B_10",31.6278892143643,3.04190697602331,9.61779951676882,0,0,0,31.6278892143643,1.74410635456193,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"31","Plate1_8_202505_GWI_UP_B_20","202505_GWI_UP_B_20",181.695300031514,12.6644686510531,6.97016854528242,0,0,0,181.695300031514,3.55871727607759,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"32","Plate1_8_202505_MSM_UP_B_10","202505_MSM_UP_B_10",138.09463337518,8.60381220193898,6.23037404977487,0,0,0,138.09463337518,2.9332255627447,"Within range","Below MDL",8,"Plate1","Fe3 Chk Std 60 out of range","ok","ok"
"33","Plate2_8_202505_GWI_TR_C_20","202505_GWI_TR_C_20",769.677165470386,54.0841359023002,7.02685987432755,0,0,0,769.677165470386,7.35419172324873,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"34","Plate2_8_202507_GCW_TR_A_20","202507_GCW_TR_A_20",264.840757376152,18.3357445766,6.92330922107953,0,0,0,264.840757376152,4.28202575618129,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"35","Plate2_8_202507_GCW_TR_B_10","202507_GCW_TR_B_10",84.3542767987684,7.65529801215705,9.07517473052275,0,0,0,84.3542767987684,2.76682092159161,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"36","Plate2_8_202507_GCW_TR_C_20","202507_GCW_TR_C_20",782.744626509965,64.9309502759407,8.29529173077167,0,0,0,782.744626509965,8.05797432832475,"Within range","Below MDL",8,"Plate2","Fe3 Chk Std 60 out of range","ok","ok"
"37","Plate3_50_202507_MSM_TR_A_10","202507_MSM_TR_A_10",5610.86427286415,320.398549426021,5.71032436082203,0,0,0,5610.86427286415,17.8996801487072,"Within range","Below MDL",50,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"38","Plate3_50_202507_MSM_TR_C_20","202507_MSM_TR_C_20",7219.79541336237,14.145941529049,0.195932719961396,0,0,0,7219.79541336237,3.76110908231189,"Within range","Below MDL",50,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
"39","Plate3_8_202507_MSM_UP_B_20","202507_MSM_UP_B_20",1015.34543301448,97.5343947187136,9.60603077015295,0,0,0,1015.34543301448,9.87595031977751,"Within range","Below MDL",8,"Plate3","Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range","ok","ok"
