Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
20	6_MSM_202208_UP_LysC_10cm	Unknown	3.280 	906.8460 	79.72 	24.7530 	169.43 
21	7_MSM_202208_UP_LysC_20cm	Unknown	3.277 	1431.2050 	84.57 	39.0657 	266.08 
22	8_MSM_202208_UP_LysC_45cm	Unknown	3.290 	2.0883 	0.56 	0.0570 	0.61 
23	8_MSM_202208_UP_LysC_45cm_dup	Unknown	3.287 	0.3469 	0.10 	0.0095 	0.13 
24	8_MSM_202208_UP_LysC_45cm_spk	Unknown	3.290 	0.0336 	0.01 	0.0009 	0.02 
25	9_MSM_202208_TR_LysA_10cm	Unknown	3.267 	3629.7693 	86.97 	99.0770 	665.83 
26	Standard 1	Check Standard	3.283 	5.1696 	91.95 	7.0554 	49.49 
27	Lab Blank	Unknown	3.283 	0.1849 	34.04 	0.2524 	1.36 
28	Lab Blank	Unknown	3.283 	0.3591 	100.00 	0.4901 	3.57 
29	10_MSM_202208_TR_LysA_20cm	Unknown	3.270 	2697.0533 	84.99 	73.6179 	496.34 
30	11_MSM_202208_TR_LysA_45cm	Unknown	3.267 	3444.0709 	86.67 	94.0083 	632.04 
31	12_MSM_202208_TR_LysB_10cm	Unknown	3.270 	2925.5982 	86.45 	79.8562 	537.93 
32	13_MSM_202208_TR_LysB_20cm	Unknown	3.270 	2694.2745 	90.05 	73.5421 	495.16 
33	14_MSM_202208_TR_LysB_45cm	Unknown	3.270 	3085.4377 	88.77 	84.2191 	566.30 
34	Standard 1	Check Standard	3.283 	5.2399 	92.35 	7.1513 	50.17 
35	Lab Blank	Unknown	3.283 	0.1769 	34.01 	0.2414 	1.29 
36	Standard 2	Check Standard	3.280 	10.3401 	92.72 	14.1120 	97.99 
37	Lab Blank	Unknown	3.283 	0.3668 	100.00 	0.5007 	3.65 
38	15_MSM_202208_TR_LysC_10cm	Unknown	3.267 	3133.7062 	86.88 	85.5366 	575.41 
39	16_MSM_202208_TR_LysC_20cm	Unknown	3.270 	2884.2085 	88.19 	78.7264 	530.00 
40	17_MSM_202208_TR_LysC_45cm	Unknown	3.267 	3680.3177 	86.89 	100.4568 	675.33 
41	18_MSM_202208_WC_SipA_10cm	Unknown	3.267 	7411.5875 	89.18 	101.1421 	678.78 
42	19_MSM_202208_WC_SipA_20cm	Unknown	3.267 	6994.7563 	89.43 	95.4538 	640.72 
43	20_MSM_202208_WC_SipA_45cm	Unknown	3.270 	6560.6049 	95.74 	89.5291 	600.48 
44	21_MSM_202208_WC_SipB_10cm	Unknown	3.267 	7548.2120 	89.08 	103.0065 	691.19 
45	22_MSM_202208_WC_SipB_20cm	Unknown	3.267 	7253.7586 	89.37 	98.9882 	663.70 
46	23_MSM_202208_WC_SipB_45cm	Unknown	3.270 	6761.4243 	94.71 	92.2696 	619.04 
47	24_MSM_202208_WC_SipC_10cm	Unknown	3.270 	6554.2609 	89.53 	89.4426 	599.90 
48	25_MSM_202208_WC_SipC_20cm	Unknown	3.270 	6165.8604 	90.91 	84.1423 	564.99 
49	26_MSM_202208_WC_SipC_45cm	Unknown	3.270 	6240.8845 	95.80 	85.1661 	572.21 
50	26_MSM_202208_WC_SipC_45cm_dup	Unknown	3.267 	6322.2044 	95.81 	86.2758 	579.21 
51	26_MSM_202208_WC_SipC_45cm_spk	Unknown	3.267 	6810.1389 	93.54 	92.9344 	623.69 
52	Lab Blank	Unknown	3.287 	0.5577 	96.77 	0.7612 	5.44 
53	Standard 3	Check Standard	3.277 	20.7299 	92.48 	28.2919 	193.69 
54	Lab Blank	Unknown	3.280 	0.0031 	0.84 	0.0042 	0.05 
55	27_MSM_202208_SW_A	Unknown	3.267 	7614.6860 	88.29 	103.9136 	696.81 
56	28_MSM_202208_SW_B	Unknown	3.267 	7696.6153 	88.39 	105.0317 	703.96 
57	29_MSM_202208_SW_C	Unknown	3.267 	3725.7517 	88.26 	101.6969 	682.39 
58	30_MSM_202208_RHZ_UP_SF_1	Unknown	3.277 	1441.0446 	85.49 	39.3343 	267.55 
59	31_MSM_202208_RHZ_UP_SF_2	Unknown	3.280 	869.3611 	78.49 	23.7298 	162.10 
60	32_MSM_202208_RHZ_UP_SF_3	Unknown	3.277 	1444.7407 	79.36 	39.4352 	267.93 
61	33_MSM_202208_RHZ_UP_SF_4	Unknown	3.280 	1014.5940 	82.35 	27.6940 	189.06 
62	34_MSM_202208_RHZ_UP_SF_5	Unknown	3.277 	1263.2079 	84.99 	34.4801 	234.66 
63	35_MSM_202208_RHZ_UP_SF_6	Unknown	3.280 	993.5301 	83.27 	27.1191 	185.51 
64	36_MSM_202208_RHZ_UP_SF_7	Unknown	3.273 	1673.7536 	88.49 	45.6862 	309.76 
65	37_MSM_202208_RHZ_UP_SF_8	Unknown	3.277 	1640.4626 	88.51 	44.7775 	304.17 
66	37_MSM_202208_RHZ_UP_SF_8_dup	Unknown	3.277 	1659.3508 	88.53 	45.2931 	307.72 
67	Lab Blank	Unknown	3.280 	0.0032 	0.93 	0.0044 	0.05 
68	Standard 4	Check Standard	3.263 	98.1996 	92.43 	134.0213 	893.11 
69	Lab Blank	Unknown	3.283 	0.8939 	95.57 	1.2200 	8.73 
70	37_MSM_202208_RHZ_UP_SF_8_spk	Unknown	3.273 	1666.1291 	84.60 	45.4781 	308.53 
71	38_MSM_202208_RHZ_TR_SF_1	Unknown	3.267 	4509.8798 	87.44 	123.1002 	826.54 
72	39_MSM_202208_RHZ_TR_SF_2	Unknown	3.267 	3759.4802 	88.11 	102.6176 	688.26 
73	40_MSM_202208_RHZ_TR_SF_3	Unknown	3.270 	2931.2740 	86.02 	80.0111 	539.01 
74	41_MSM_202208_RHZ_TR_SF_4	Unknown	3.267 	4514.1649 	88.04 	123.2172 	827.74 
75	42_MSM_202208_RHZ_TR_SF_5	Unknown	3.267 	3730.9484 	87.33 	101.8388 	684.17 
76	43_MSM_202208_RHZ_TR_SF_6	Unknown	3.270 	3693.8271 	87.10 	100.8255 	675.94 
77	44_MSM_202208_RHZ_TR_SF_7	Unknown	3.267 	3667.7335 	86.78 	100.1133 	672.96 
78	45_MSM_202208_RHZ_TR_SF_8	Unknown	3.267 	3992.5401 	87.49 	108.9791 	731.19 
79	45_MSM_202208_RHZ_TR_SF_8_dup	Unknown	3.267 	4088.4286 	87.49 	111.5964 	749.84 
80	45_MSM_202208_RHZ_TR_SF_8_spk	Unknown	3.267 	4082.0336 	85.89 	111.4219 	748.53 
81	Lab Blank	Unknown	3.280 	0.0495 	16.37 	0.0676 	0.22 
82	Standard 5	Check Standard	3.260 	201.1135 	92.52 	274.4765 	1821.52 
83	Lab Blank	Unknown	3.287 	0.3262 	97.44 	0.4452 	3.20 
84	Lab Blank	Unknown	3.280 	0.0564 	16.72 	0.0770 	0.23 
85	Standard 1	Calibration Standard	3.283 	5.0358 	92.43 	6.8728 	48.27 
86	Standard 2	Calibration Standard	3.283 	10.2740 	92.76 	14.0218 	97.57 
87	Standard 3	Calibration Standard	3.277 	20.6498 	92.51 	28.1825 	193.69 
88	Standard 4	Calibration Standard	3.263 	98.5523 	92.46 	134.5027 	896.36 
89	Standard 5	Calibration Standard	3.263 	200.5785 	92.52 	273.7464 	1815.33 
90	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.290 	7696.6153 	100.00 	274.4765 	1821.52 
Average			3.275 	2087.0619 	77.52 	58.4418 	392.08 
Minimum			3.260 	0.0017 	0.01 	0.0009 	0.02 
Standard Deviation			0.008 	2460.2340 	29.40 	59.7882 	397.34 
Relative Standard Deviation			0.26%	117.88%	37.93%	102.30%	101.34%
