Date,Month,Year,Campaign,Site,Zone,Depth,Rep,Sample_Name,SampleID
20220607,June,2022,MonMon,MSM,TR,10,C,MSM_TR_PW_MonMon_20220607_LysC_10cm,639
20220607,June,2022,MonMon,MSM,TR,20,A,MSM_TR_PW_MonMon_20220607_LysA_20cm,634
20220607,June,2022,MonMon,MSM,TR,20,B,MSM_TR_PW_MonMon_20220607_LysB_20cm,637
20220607,June,2022,MonMon,MSM,TR,20,C,MSM_TR_PW_MonMon_20220607_LysC_20cm,640
20220607,June,2022,MonMon,MSM,TR,45,A,MSM_TR_PW_MonMon_20220607_LysA_45cm,635
20220607,June,2022,MonMon,MSM,TR,45,B,MSM_TR_PW_MonMon_20220607_LysB_45cm,638
20220607,June,2022,MonMon,MSM,TR,45,C,MSM_TR_PW_MonMon_20220607_LysC_45cm,641
20220607,June,2022,MonMon,MSM,WC,10,A,MSM_WC_PW_MonMon_20220607_SipA_10cm,618
20220607,June,2022,MonMon,MSM,WC,10,B,MSM_WC_PW_MonMon_20220607_SipB_10cm,644
20220607,June,2022,MonMon,MSM,WC,10,C,MSM_WC_PW_MonMon_20220607_SipC_10cm,647
20220607,June,2022,MonMon,MSM,WC,20,A,MSM_WC_PW_MonMon_20220607_SipA_20cm,642
20220607,June,2022,MonMon,MSM,WC,20,B,MSM_WC_PW_MonMon_20220607_SipB_20cm,645
20220607,June,2022,MonMon,MSM,WC,20,C,MSM_WC_PW_MonMon_20220607_SipC_20cm,648
20220607,June,2022,MonMon,MSM,WC,45,A,MSM_WC_PW_MonMon_20220607_SipA_45cm,643
20220607,June,2022,MonMon,MSM,WC,45,B,MSM_WC_PW_MonMon_20220607_SipB_45cm,646
20220607,June,2022,MonMon,MSM,WC,45,C,MSM_WC_PW_MonMon_20220607_SipC_45cm,649
20220607,June,2022,MonMon,GWI,UP,10,A,GWI_UP_PW_MonMon_20220607_LysA_10cm,602
20220607,June,2022,MonMon,GWI,UP,10,B,GWI_UP_PW_MonMon_20220607_LysB_10cm,605
20220607,June,2022,MonMon,GWI,UP,10,C,GWI_UP_PW_MonMon_20220607_LysC_10cm,608
20220607,June,2022,MonMon,GWI,UP,20,A,GWI_UP_PW_MonMon_20220607_LysA_20cm,603
20220607,June,2022,MonMon,GWI,UP,20,B,GWI_UP_PW_MonMon_20220607_LysB_20cm,606
20220607,June,2022,MonMon,GWI,UP,20,C,GWI_UP_PW_MonMon_20220607_LysC_20cm,609
20220607,June,2022,MonMon,GWI,UP,45,A,GWI_UP_PW_MonMon_20220607_LysA_45cm,604
20220607,June,2022,MonMon,GWI,UP,45,B,GWI_UP_PW_MonMon_20220607_LysB_45cm,607
20220607,June,2022,MonMon,GWI,UP,45,C,GWI_UP_PW_MonMon_20220607_LysC_45cm,NA
20220607,June,2022,MonMon,GWI,TR,10,A,GWI_TR_PW_MonMon_20220607_LysA_10cm,610
20220607,June,2022,MonMon,GWI,TR,10,B,GWI_TR_PW_MonMon_20220607_LysB_10cm,612
20220607,June,2022,MonMon,GWI,TR,10,C,GWI_TR_PW_MonMon_20220607_LysC_10cm,615
20220607,June,2022,MonMon,GWI,TR,20,A,GWI_TR_PW_MonMon_20220607_LysA_20cm,611
20220607,June,2022,MonMon,GWI,TR,20,B,GWI_TR_PW_MonMon_20220607_LysB_20cm,613
20220607,June,2022,MonMon,GWI,TR,20,C,GWI_TR_PW_MonMon_20220607_LysC_20cm,616
20220607,June,2022,MonMon,GWI,TR,45,A,GWI_TR_PW_MonMon_20220607_LysA_45cm,NA
20220607,June,2022,MonMon,GWI,TR,45,B,GWI_TR_PW_MonMon_20220607_LysB_45cm,614
20220607,June,2022,MonMon,GWI,TR,45,C,GWI_TR_PW_MonMon_20220607_LysC_45cm,617
20220607,June,2022,MonMon,GWI,WC,20,A,GWI_WC_PW_MonMon_20220607_SipA_20cm,619
20220607,June,2022,MonMon,GWI,WC,20,C,GWI_WC_PW_MonMon_20220607_SipC_20cm,622
20220607,June,2022,MonMon,GWI,WC,45,A,GWI_WC_PW_MonMon_20220607_SipA_45cm,620
20220607,June,2022,MonMon,GWI,WC,45,B,GWI_WC_PW_MonMon_20220607_SipB_45cm,621
20220607,June,2022,MonMon,GWI,WC,45,C,GWI_WC_PW_MonMon_20220607_SipC_45cm,623
20220607,June,2022,MonMon,Gcrew,UP,10,A,GCrew_UP_PW_MonMon_20220607_LysA_10cm,580
20220607,June,2022,MonMon,Gcrew,UP,10,B,GCrew_UP_PW_MonMon_20220607_LysB_10cm,NA
20220607,June,2022,MonMon,Gcrew,UP,10,C,GCrew_UP_PW_MonMon_20220607_LysC_10cm,NA
20220607,June,2022,MonMon,Gcrew,UP,20,A,GCrew_UP_PW_MonMon_20220607_LysA_20cm,581
20220607,June,2022,MonMon,Gcrew,UP,20,B,GCrew_UP_PW_MonMon_20220607_LysB_20cm,NA
20220607,June,2022,MonMon,Gcrew,UP,45,A,GCrew_UP_PW_MonMon_20220607_LysA_45cm,NA
20220607,June,2022,MonMon,Gcrew,TR,10,A,GCrew_TR_PW_MonMon_20220607_LysA_10cm,582
20220607,June,2022,MonMon,Gcrew,TR,10,B,GCrew_TR_PW_MonMon_20220607_LysB_10cm,585
20220607,June,2022,MonMon,Gcrew,TR,10,C,GCrew_TR_PW_MonMon_20220607_LysC_10cm,588
20220607,June,2022,MonMon,Gcrew,TR,20,A,GCrew_TR_PW_MonMon_20220607_LysA_20cm,583
20220607,June,2022,MonMon,Gcrew,TR,20,B,GCrew_TR_PW_MonMon_20220607_LysB_20cm,586
20220607,June,2022,MonMon,Gcrew,TR,20,C,GCrew_TR_PW_MonMon_20220607_LysC_20cm,589
20220607,June,2022,MonMon,Gcrew,TR,45,A,GCrew_TR_PW_MonMon_20220607_LysA_45cm,584
20220607,June,2022,MonMon,Gcrew,TR,45,B,GCrew_TR_PW_MonMon_20220607_LysB_45cm,587
20220607,June,2022,MonMon,Gcrew,TR,45,C,GCrew_TR_PW_MonMon_20220607_LysC_45cm,NA
20220607,June,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_PW_MonMon_20220607_SipA_10cm,590
20220607,June,2022,MonMon,Gcrew,WC,10,B,GCrew_WC_PW_MonMon_20220607_SipB_10cm,593
20220607,June,2022,MonMon,Gcrew,WC,10,C,GCrew_WC_PW_MonMon_20220607_SipC_10cm,596
20220607,June,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_PW_MonMon_20220607_SipA_20cm,591
20220607,June,2022,MonMon,Gcrew,WC,20,B,GCrew_WC_PW_MonMon_20220607_SipB_20cm,594
20220607,June,2022,MonMon,Gcrew,WC,20,C,GCrew_WC_PW_MonMon_20220607_SipC_20cm,597
20220607,June,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_PW_MonMon_20220607_SipA_45cm,592
20220607,June,2022,MonMon,Gcrew,WC,45,B,GCrew_WC_PW_MonMon_20220607_SipB_45cm,595
20220607,June,2022,MonMon,Gcrew,WC,45,C,GCrew_WC_PW_MonMon_20220607_SipC_45cm,598
20220607,June,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_PW_MonMon_20220607_LysA_10cm,599
20220607,June,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_PW_MonMon_20220607_LysA_20cm,600
20220607,June,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_PW_MonMon_20220607_LysA_45cm,601
20220711,July,2022,MonMon,Gcrew,UP,10,A,GCrew_UP_LysA_10cm,NA
20220711,July,2022,MonMon,Gcrew,UP,10,B,GCrew_UP_LysB_10cm,485
20220711,July,2022,MonMon,Gcrew,UP,10,C,GCrew_UP_LysC_10cm,NA
20220711,July,2022,MonMon,Gcrew,UP,20,A,GCrew_UP_LysA_20cm,486
20220711,July,2022,MonMon,Gcrew,UP,20,B,GCrew_UP_LysB_20cm,487
20220711,July,2022,MonMon,Gcrew,UP,20,C,GCrew_UP_LysC_20cm,NA
20220711,July,2022,MonMon,Gcrew,UP,45,A,GCrew_UP_LysA_45cm,NA
20220711,July,2022,MonMon,Gcrew,UP,45,B,GCrew_UP_LysB_45cm,NA
20220711,July,2022,MonMon,Gcrew,UP,45,C,GCrew_UP_LysC_45cm,NA
20220711,July,2022,MonMon,Gcrew,TR,10,A,GCrew_TR_LysA_10cm,NA
20220711,July,2022,MonMon,Gcrew,TR,10,B,GCrew_TR_LysB_10cm,490
20220711,July,2022,MonMon,Gcrew,TR,10,C,GCrew_TR_LysC_10cm,493
20220711,July,2022,MonMon,Gcrew,TR,20,A,GCrew_TR_LysA_20cm,488
20220711,July,2022,MonMon,Gcrew,TR,20,B,GCrew_TR_LysB_20cm,491
20220711,July,2022,MonMon,Gcrew,TR,20,C,GCrew_TR_LysC_20cm,494
20220711,July,2022,MonMon,Gcrew,TR,45,A,GCrew_TR_LysA_45cm,489
20220711,July,2022,MonMon,Gcrew,TR,45,B,GCrew_TR_LysB_45cm,492
20220711,July,2022,MonMon,Gcrew,TR,45,C,GCrew_TR_LysC_45cm,495
20220711,July,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_SipA_10cm,496
20220711,July,2022,MonMon,Gcrew,WC,10,B,GCrew_WC_SipB_10cm,499
20220711,July,2022,MonMon,Gcrew,WC,10,C,GCrew_WC_SipC_10cm,502
20220711,July,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_SipA_20cm,497
20220711,July,2022,MonMon,Gcrew,WC,20,B,GCrew_WC_SipB_20cm,500
20220711,July,2022,MonMon,Gcrew,WC,20,C,GCrew_WC_SipC_20cm,503
20220711,July,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_SipA_45cm,498
20220711,July,2022,MonMon,Gcrew,WC,45,B,GCrew_WC_SipB_45cm,501
20220711,July,2022,MonMon,Gcrew,WC,45,C,GCrew_WC_SipC_45cm,504
20220711,July,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_LysA_10cm,505
20220711,July,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_LysA_20cm,506
20220711,July,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_LysA_45cm,507
20220711,July,2022,MonMon,MSM,UP,10,A,MSM_UP_LysA_10cm,NA
20220711,July,2022,MonMon,MSM,UP,10,B,MSM_UP_LysB_10cm,541
20220711,July,2022,MonMon,MSM,UP,10,C,MSM_UP_LysC_10cm,544
20220711,July,2022,MonMon,MSM,UP,20,A,MSM_UP_LysA_20cm,539
20220711,July,2022,MonMon,MSM,UP,20,B,MSM_UP_LysB_20cm,542
20220711,July,2022,MonMon,MSM,UP,20,C,MSM_UP_LysC_20cm,545
20220711,July,2022,MonMon,MSM,UP,45,A,MSM_UP_LysA_45cm,540
20220711,July,2022,MonMon,MSM,UP,45,B,MSM_UP_LysB_45cm,543
20220711,July,2022,MonMon,MSM,UP,45,C,MSM_UP_LysC_45cm,546
20220711,July,2022,MonMon,MSM,TR,10,A,MSM_TR_LysA_10cm,547
20220711,July,2022,MonMon,MSM,TR,10,B,MSM_TR_LysB_10cm,550
20220711,July,2022,MonMon,MSM,TR,10,C,MSM_TR_LysC_10cm,553
20220711,July,2022,MonMon,MSM,TR,20,A,MSM_TR_LysA_20cm,548
20220711,July,2022,MonMon,MSM,TR,20,B,MSM_TR_LysB_20cm,551
20220711,July,2022,MonMon,MSM,TR,20,C,MSM_TR_LysC_20cm,554
20220711,July,2022,MonMon,MSM,TR,45,A,MSM_TR_LysA_45cm,549
20220711,July,2022,MonMon,MSM,TR,45,B,MSM_TR_LysB_45cm,552
20220711,July,2022,MonMon,MSM,TR,45,C,MSM_TR_LysC_45cm,555
20220711,July,2022,MonMon,MSM,WC,10,A,MSM_WC_SipA_10cm,556
20220711,July,2022,MonMon,MSM,WC,10,B,MSM_WC_SipB_10cm,559
20220711,July,2022,MonMon,MSM,WC,10,C,MSM_WC_SipC_10cm,NA
20220711,July,2022,MonMon,MSM,WC,20,A,MSM_WC_SipA_20cm,557
20220711,July,2022,MonMon,MSM,WC,20,B,MSM_WC_SipB_20cm,560
20220711,July,2022,MonMon,MSM,WC,20,C,MSM_WC_SipC_20cm,562
20220711,July,2022,MonMon,MSM,WC,45,A,MSM_WC_SipA_45cm,558
20220711,July,2022,MonMon,MSM,WC,45,B,MSM_WC_SipB_45cm,561
20220711,July,2022,MonMon,MSM,WC,45,C,MSM_WC_SipC_45cm,563
20220711,July,2022,MonMon,GWI,UP,10,A,GWI_UP_LysA_10cm,508
20220711,July,2022,MonMon,GWI,UP,10,B,GWI_UP_LysB_10cm,511
20220711,July,2022,MonMon,GWI,UP,10,C,GWI_UP_LysC_10cm,514
20220711,July,2022,MonMon,GWI,UP,20,A,GWI_UP_LysA_20cm,509
20220711,July,2022,MonMon,GWI,UP,20,B,GWI_UP_LysB_20cm,512
20220711,July,2022,MonMon,GWI,UP,20,C,GWI_UP_LysC_20cm,515
20220711,July,2022,MonMon,GWI,UP,45,A,GWI_UP_LysA_45cm,510
20220711,July,2022,MonMon,GWI,UP,45,B,GWI_UP_LysB_45cm,513
20220711,July,2022,MonMon,GWI,UP,45,C,GWI_UP_LysC_45cm,NA
20220711,July,2022,MonMon,GWI,TR,10,A,GWI_TR_LysA_10cm,516
20220711,July,2022,MonMon,GWI,TR,10,B,GWI_TR_LysB_10cm,519
20220711,July,2022,MonMon,GWI,TR,10,C,GWI_TR_LysC_10cm,522
20220711,July,2022,MonMon,GWI,TR,20,A,GWI_TR_LysA_20cm,517
20220711,July,2022,MonMon,GWI,TR,20,B,GWI_TR_LysB_20cm,520
20220711,July,2022,MonMon,GWI,TR,20,C,GWI_TR_LysC_20cm,523
20220711,July,2022,MonMon,GWI,TR,45,A,GWI_TR_LysA_45cm,NA
20220711,July,2022,MonMon,GWI,TR,45,B,GWI_TR_LysB_45cm,518
20220711,July,2022,MonMon,GWI,TR,45,C,GWI_TR_LysC_45cm,521
20220711,July,2022,MonMon,GWI,WC,10,A,GWI_WC_SipA_10cm,524
20220711,July,2022,MonMon,GWI,WC,10,B,GWI_WC_SipB_10cm,526
20220711,July,2022,MonMon,GWI,WC,10,C,GWI_WC_SipC_10cm,528
20220711,July,2022,MonMon,GWI,WC,20,A,GWI_WC_SipA_20cm,525
20220711,July,2022,MonMon,GWI,WC,20,B,GWI_WC_SipB_20cm,527
20220711,July,2022,MonMon,GWI,WC,20,C,GWI_WC_SipC_20cm,529
20220711,July,2022,MonMon,GWI,WC,45,A,GWI_WC_SipA_45cm,NA
20220711,July,2022,MonMon,GWI,WC,45,B,GWI_WC_SipB_45cm,NA
20220711,July,2022,MonMon,GWI,WC,45,C,GWI_WC_SipC_45cm,530
202208,August,2022,MonMon,Gcrew,UP,10,A,GCrew_UP_LysA_10cm,NA
202208,August,2022,MonMon,Gcrew,UP,10,B,GCrew_UP_LysB_10cm,379
202208,August,2022,MonMon,Gcrew,UP,10,C,GCrew_UP_LysC_10cm,NA
202208,August,2022,MonMon,Gcrew,UP,20,A,GCrew_UP_LysA_20cm,378
202208,August,2022,MonMon,Gcrew,UP,20,B,GCrew_UP_LysB_20cm,380
202208,August,2022,MonMon,Gcrew,UP,20,C,GCrew_UP_LysC_20cm,NA
202208,August,2022,MonMon,Gcrew,UP,45,A,GCrew_UP_LysA_45cm,NA
202208,August,2022,MonMon,Gcrew,UP,45,B,GCrew_UP_LysB_45cm,NA
202208,August,2022,MonMon,Gcrew,UP,45,C,GCrew_UP_LysC_45cm,NA
202208,August,2022,MonMon,Gcrew,TR,10,A,GCrew_TR_LysA_10cm,381
202208,August,2022,MonMon,Gcrew,TR,10,B,GCrew_TR_LysB_10cm,NA
202208,August,2022,MonMon,Gcrew,TR,10,C,GCrew_TR_LysC_10cm,386
202208,August,2022,MonMon,Gcrew,TR,20,A,GCrew_TR_LysA_20cm,382
202208,August,2022,MonMon,Gcrew,TR,20,B,GCrew_TR_LysB_20cm,384
202208,August,2022,MonMon,Gcrew,TR,20,C,GCrew_TR_LysC_20cm,387
202208,August,2022,MonMon,Gcrew,TR,45,A,GCrew_TR_LysA_45cm,383
202208,August,2022,MonMon,Gcrew,TR,45,B,GCrew_TR_LysB_45cm,385
202208,August,2022,MonMon,Gcrew,TR,45,C,GCrew_TR_LysC_45cm,388
202208,August,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_SipA_10cm,389
202208,August,2022,MonMon,Gcrew,WC,10,B,GCrew_WC_SipB_10cm,395
202208,August,2022,MonMon,Gcrew,WC,10,C,GCrew_WC_SipC_10cm,398
202208,August,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_SipA_20cm,391
202208,August,2022,MonMon,Gcrew,WC,20,B,GCrew_WC_SipB_20cm,396
202208,August,2022,MonMon,Gcrew,WC,20,C,GCrew_WC_SipC_20cm,399
202208,August,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_SipA_45cm,393
202208,August,2022,MonMon,Gcrew,WC,45,B,GCrew_WC_SipB_45cm,397
202208,August,2022,MonMon,Gcrew,WC,45,C,GCrew_WC_SipC_45cm,400
202208,August,2022,MonMon,MSM,UP,10,A,MSM_UP_LysA_10cm,NA
202208,August,2022,MonMon,MSM,UP,10,B,MSM_UP_LysB_10cm,442
202208,August,2022,MonMon,MSM,UP,10,C,MSM_UP_LysC_10cm,445
202208,August,2022,MonMon,MSM,UP,20,A,MSM_UP_LysA_20cm,440
202208,August,2022,MonMon,MSM,UP,20,B,MSM_UP_LysB_20cm,443
202208,August,2022,MonMon,MSM,UP,20,C,MSM_UP_LysC_20cm,446
202208,August,2022,MonMon,MSM,UP,45,A,MSM_UP_LysA_45cm,441
202208,August,2022,MonMon,MSM,UP,45,B,MSM_UP_LysB_45cm,444
202208,August,2022,MonMon,MSM,UP,45,C,MSM_UP_LysC_45cm,447
202208,August,2022,MonMon,MSM,TR,10,A,MSM_TR_LysA_10cm,448
202208,August,2022,MonMon,MSM,TR,10,B,MSM_TR_LysB_10cm,451
202208,August,2022,MonMon,MSM,TR,10,C,MSM_TR_LysC_10cm,454
202208,August,2022,MonMon,MSM,TR,20,A,MSM_TR_LysA_20cm,449
202208,August,2022,MonMon,MSM,TR,20,B,MSM_TR_LysB_20cm,452
202208,August,2022,MonMon,MSM,TR,20,C,MSM_TR_LysC_20cm,455
202208,August,2022,MonMon,MSM,TR,45,A,MSM_TR_LysA_45cm,450
202208,August,2022,MonMon,MSM,TR,45,B,MSM_TR_LysB_45cm,453
202208,August,2022,MonMon,MSM,TR,45,C,MSM_TR_LysC_45cm,456
202208,August,2022,MonMon,MSM,WC,10,A,MSM_WC_SipA_10cm,457
202208,August,2022,MonMon,MSM,WC,10,B,MSM_WC_SipB_10cm,460
202208,August,2022,MonMon,MSM,WC,10,C,MSM_WC_SipC_10cm,463
202208,August,2022,MonMon,MSM,WC,20,A,MSM_WC_SipA_20cm,458
202208,August,2022,MonMon,MSM,WC,20,B,MSM_WC_SipB_20cm,461
202208,August,2022,MonMon,MSM,WC,20,C,MSM_WC_SipC_20cm,464
202208,August,2022,MonMon,MSM,WC,45,A,MSM_WC_SipA_45cm,459
202208,August,2022,MonMon,MSM,WC,45,B,MSM_WC_SipB_45cm,462
202208,August,2022,MonMon,MSM,WC,45,C,MSM_WC_SipC_45cm,465
202208,August,2022,MonMon,MSM,SW,NA,A,MSM_SW_A,466
202208,August,2022,MonMon,MSM,SW,NA,B,MSM_SW_B,467
202208,August,2022,MonMon,MSM,SW,NA,C,MSM_SW_C,468
202208,August,2022,MonMon,GWI,UP,10,A,GWI_UP_LysA_10cm,404
202208,August,2022,MonMon,GWI,UP,10,B,GWI_UP_LysB_10cm,407
202208,August,2022,MonMon,GWI,UP,10,C,GWI_UP_LysC_10cm,410
202208,August,2022,MonMon,GWI,UP,20,A,GWI_UP_LysA_20cm,405
202208,August,2022,MonMon,GWI,UP,20,B,GWI_UP_LysB_20cm,408
202208,August,2022,MonMon,GWI,UP,20,C,GWI_UP_LysC_20cm,411
202208,August,2022,MonMon,GWI,UP,45,A,GWI_UP_LysA_45cm,406
202208,August,2022,MonMon,GWI,UP,45,B,GWI_UP_LysB_45cm,409
202208,August,2022,MonMon,GWI,UP,45,C,GWI_UP_LysC_45cm,NA
202208,August,2022,MonMon,GWI,TR,10,A,GWI_TR_LysA_10cm,412
202208,August,2022,MonMon,GWI,TR,10,B,GWI_TR_LysB_10cm,415
202208,August,2022,MonMon,GWI,TR,10,C,GWI_TR_LysC_10cm,418
202208,August,2022,MonMon,GWI,TR,20,A,GWI_TR_LysA_20cm,413
202208,August,2022,MonMon,GWI,TR,20,B,GWI_TR_LysB_20cm,416
202208,August,2022,MonMon,GWI,TR,20,C,GWI_TR_LysC_20cm,419
202208,August,2022,MonMon,GWI,TR,45,A,GWI_TR_LysA_45cm,414
202208,August,2022,MonMon,GWI,TR,45,B,GWI_TR_LysB_45cm,417
202208,August,2022,MonMon,GWI,TR,45,C,GWI_TR_LysC_45cm,420
202208,August,2022,MonMon,GWI,WC,10,A,GWI_WC_SipA_10cm,421
202208,August,2022,MonMon,GWI,WC,10,B,GWI_WC_SipB_10cm,424
202208,August,2022,MonMon,GWI,WC,10,C,GWI_WC_SipC_10cm,427
202208,August,2022,MonMon,GWI,WC,20,A,GWI_WC_SipA_20cm,422
202208,August,2022,MonMon,GWI,WC,20,B,GWI_WC_SipB_20cm,425
202208,August,2022,MonMon,GWI,WC,20,C,GWI_WC_SipC_20cm,428
202208,August,2022,MonMon,GWI,WC,45,A,GWI_WC_SipA_45cm,423
202208,August,2022,MonMon,GWI,WC,45,B,GWI_WC_SipB_45cm,426
202208,August,2022,MonMon,GWI,WC,45,C,GWI_WC_SipC_45cm,NA
202208,August,2022,MonMon,GWI,SW,NA,A,GWI_SW_A,429
202208,August,2022,MonMon,GWI,SW,NA,B,GWI_SW_B,430
202208,August,2022,MonMon,GWI,SW,NA,C,GWI_SW_C,431
202209,September,2022,MonMon,Gcrew,UP,10,A,GCrew_UP_LysA_10cm,NA
202209,September,2022,MonMon,Gcrew,UP,10,B,GCrew_UP_LysB_10cm,NA
202209,September,2022,MonMon,Gcrew,UP,10,C,GCrew_UP_LysC_10cm,NA
202209,September,2022,MonMon,Gcrew,UP,20,A,GCrew_UP_LysA_20cm,278
202209,September,2022,MonMon,Gcrew,UP,20,B,GCrew_UP_LysB_20cm,NA
202209,September,2022,MonMon,Gcrew,UP,20,C,GCrew_UP_LysC_20cm,NA
202209,September,2022,MonMon,Gcrew,UP,45,A,GCrew_UP_LysA_45cm,NA
202209,September,2022,MonMon,Gcrew,UP,45,B,GCrew_UP_LysB_45cm,NA
202209,September,2022,MonMon,Gcrew,UP,45,C,GCrew_UP_LysC_45cm,NA
202209,September,2022,MonMon,Gcrew,TR,10,A,GCrew_TR_LysA_10cm,NA
202209,September,2022,MonMon,Gcrew,TR,10,B,GCrew_TR_LysB_10cm,281
202209,September,2022,MonMon,Gcrew,TR,10,C,GCrew_TR_LysC_10cm,284
202209,September,2022,MonMon,Gcrew,TR,20,A,GCrew_TR_LysA_20cm,279
202209,September,2022,MonMon,Gcrew,TR,20,B,GCrew_TR_LysB_20cm,282
202209,September,2022,MonMon,Gcrew,TR,20,C,GCrew_TR_LysC_20cm,285
202209,September,2022,MonMon,Gcrew,TR,45,A,GCrew_TR_LysA_45cm,280
202209,September,2022,MonMon,Gcrew,TR,45,B,GCrew_TR_LysB_45cm,283
202209,September,2022,MonMon,Gcrew,TR,45,C,GCrew_TR_LysC_45cm,286
202209,September,2022,MonMon,Gcrew,WC,10,A,GCrew_WC_SipA_10cm,287
202209,September,2022,MonMon,Gcrew,WC,10,B,GCrew_WC_SipB_10cm,290
202209,September,2022,MonMon,Gcrew,WC,10,C,GCrew_WC_SipC_10cm,293
202209,September,2022,MonMon,Gcrew,WC,20,A,GCrew_WC_SipA_20cm,288
202209,September,2022,MonMon,Gcrew,WC,20,B,GCrew_WC_SipB_20cm,291
202209,September,2022,MonMon,Gcrew,WC,20,C,GCrew_WC_SipC_20cm,294
202209,September,2022,MonMon,Gcrew,WC,45,A,GCrew_WC_SipA_45cm,289
202209,September,2022,MonMon,Gcrew,WC,45,B,GCrew_WC_SipB_45cm,292
202209,September,2022,MonMon,Gcrew,WC,45,C,GCrew_WC_SipC_45cm,295
202209,September,2022,MonMon,Gcrew,SW,NA,A,GCrew_SW_A,296
202209,September,2022,MonMon,Gcrew,SW,NA,B,Gcrew_SW_B,297
202209,September,2022,MonMon,Gcrew,SW,NA,C,Gcrew_SW_C,298
202209,September,2022,MonMon,MSM,UP,10,A,MSM_UP_LysA_10cm,NA
202209,September,2022,MonMon,MSM,UP,10,B,MSM_UP_LysB_10cm,336
202209,September,2022,MonMon,MSM,UP,10,C,MSM_UP_LysC_10cm,339
202209,September,2022,MonMon,MSM,UP,20,A,MSM_UP_LysA_20cm,334
202209,September,2022,MonMon,MSM,UP,20,B,MSM_UP_LysB_20cm,337
202209,September,2022,MonMon,MSM,UP,20,C,MSM_UP_LysC_20cm,340
202209,September,2022,MonMon,MSM,UP,45,A,MSM_UP_LysA_45cm,335
202209,September,2022,MonMon,MSM,UP,45,B,MSM_UP_LysB_45cm,338
202209,September,2022,MonMon,MSM,UP,45,C,MSM_UP_LysC_45cm,341
202209,September,2022,MonMon,MSM,TR,10,A,MSM_TR_LysA_10cm,342
202209,September,2022,MonMon,MSM,TR,10,B,MSM_TR_LysB_10cm,345
202209,September,2022,MonMon,MSM,TR,10,C,MSM_TR_LysC_10cm,347
