"","Year","Site","Zone","Depth_cm","min_Cl_mM","max_Cl_mM","mean_Cl_mM","sd_Cl_mM","min_SO4_mM","max_SO4_mM","mean_SO4_mM","sd_SO4_mM"
"23",2022,"MSM","UP",20,22.4104,66.065,44.6272,13.7573,3.1211,8.6462,4.8584,1.4128
"24",2022,"MSM","UP",45,0.0589,100.203,68.6722,21.0922,0.3084,20.1925,8.7006,4.5399
"25",2023,"GCW","SW",0,61.1005,243.3492,169.1475,49.7498,11.3116,37.0488,24.9238,7.0738
"26",2023,"GCW","TR",10,0.0884,62.4273,8.8499,18.3411,0.0778,6.1214,1.3885,1.9137
"27",2023,"GCW","TR",20,0.0447,26.0787,4.2624,6.8467,0.0552,1.5797,0.4395,0.3937
"28",2023,"GCW","TR",45,0.0537,14.5585,3.0336,4.0879,0.085,1.1042,0.4287,0.2444
"29",2023,"GCW","UP",10,0,0.2093,0.0473,0.0769,0.0157,0.3837,0.2101,0.1406
"30",2023,"GCW","UP",20,0,0.2026,0.0372,0.0579,0.0067,0.3073,0.1891,0.0988
"31",2023,"GCW","UP",45,0.0359,2.2745,1.1552,1.5829,0.2127,0.4298,0.3213,0.1535
"32",2023,"GCW","WC",10,76.0487,214.6113,168.4601,35.4351,1.3885,27.3396,15.7737,6.0961
"33",2023,"GCW","WC",20,76.9149,220.2186,165.6064,31.7789,4.2,27.4291,14.704,6.3355
"34",2023,"GCW","WC",45,110.2929,243.7904,157.7903,31.9615,5.291,26.4589,11.4277,4.9145
"35",2023,"GWI","SW",0,3.0509,546.023,366.9742,101.7631,44.502,71.5069,56.7309,6.8936
"36",2023,"GWI","TR",10,49.788,339.9117,228.2797,69.2472,6.2483,49.2331,29.6764,10.5176
"37",2023,"GWI","TR",20,137.1114,336.1246,245.2304,41.2376,11.2198,40.4943,23.9954,8.1822
"38",2023,"GWI","TR",45,151.5001,401.7897,259.0846,53.9405,23.631,51.9531,32.8301,6.9344
"39",2023,"GWI","UP",10,0,224.9654,109.7731,56.9923,0,26.7163,15.7578,7.5724
"40",2023,"GWI","UP",20,3.2415,203.4799,119.707,43.6049,9.5586,25.2261,17.5295,4.3566
"41",2023,"GWI","UP",45,67.0614,264.0729,145.1599,48.95,0,32.5303,18.5666,7.147
"42",2023,"GWI","WC",10,221.1927,477.894,348.2683,63.7159,21.4217,84.8015,46.316,16.4635
"43",2023,"GWI","WC",20,231.2165,576.8161,359.0832,76.9849,29.483,79.7478,44.58,11.4927
"44",2023,"GWI","WC",45,243.4037,615.127,352.6317,86.631,37.4047,73.8629,46.7242,8.8453
"45",2023,"MSM","SW",0,149.6755,363.8316,257.8968,48.9684,22.4807,48.6646,38.1137,5.8774
"46",2023,"MSM","TR",10,60.678,229.7946,176.1924,48.8482,7.5694,27.9364,20.6328,5.5579
"47",2023,"MSM","TR",20,87.5714,190.6547,145.8076,31,9.4649,20.3606,14.835,3.0935
"48",2023,"MSM","TR",45,68.7841,179.2653,126.218,26.9417,7.9454,23.0544,14.9677,4.1746
"49",2023,"MSM","UP",10,8.6376,38.0931,21.0475,8.2682,1.3648,3.5694,2.2798,0.7001
"50",2023,"MSM","UP",20,10.7974,83.7207,40.6287,19.8024,1.6787,6.6623,4.1894,1.3297
"51",2023,"MSM","UP",45,0,104.6308,51.599,18.3605,0,9.1089,5.1912,1.7947
"52",2023,"MSM","WC",10,159.0399,363.3946,259.0708,44.2427,19.2278,47.4702,29.3592,8.1014
"53",2023,"MSM","WC",20,194.4425,357.351,252.4266,37.006,14.2345,45.1939,26.2647,7.6908
"54",2023,"MSM","WC",45,195.8273,334.5324,236.5482,40.7284,0.6913,8.6364,3.1778,2.0268
"55",2023,"SWH","SW",0,7.698,115.7153,61.0008,36.7263,1.22,17.1953,9.0807,5.5156
"56",2023,"SWH","SWAMP",10,1.1165,40.7724,14.8215,13.9915,0.0115,4.5926,2.0653,1.8
"57",2023,"SWH","SWAMP",20,0.7433,37.4924,11.0658,11.0208,0.0034,4.541,1.2979,1.5577
"58",2023,"SWH","SWAMP",45,0.2858,39.1889,6.6384,8.9373,0.0011,4.6876,0.665,1.372
"59",2023,"SWH","TR",10,7.5799,75.8963,44.2251,22.8591,0.2123,8.5353,4.1966,2.7732
"60",2023,"SWH","TR",20,7.3908,70.636,40.9268,22.4516,0,7.6146,2.8085,2.5517
"61",2023,"SWH","TR",45,2.105,68.1524,32.1352,20.3319,0,4.2013,0.914,1.331
"62",2023,"SWH","UP",10,0.0274,38.1868,5.8894,10.9508,0,4.2488,0.9888,1.0969
"63",2023,"SWH","UP",20,0.0869,27.2252,4.5711,7.7827,0.2559,3.6494,1.2011,0.9363
"64",2023,"SWH","UP",45,0.1131,12.3661,3.1639,3.7194,0.0133,1.7709,0.486,0.4007
"65",2023,"SWH","WC",10,5.3951,88.0365,50.6348,28.8926,0,7.9108,1.2623,2.2772
"66",2023,"SWH","WC",20,10.5829,93.6486,42.886,23.8046,0,11.6802,1.154,3.222
"67",2023,"SWH","WC",45,2.1957,66.1735,30.1257,17.5247,0,2.6945,0.4363,0.9293
"68",2024,"GCW","SW",0,67.4633,259.9391,131.7087,69.3246,10.1445,38.5248,19.4836,10.1769
"69",2024,"GCW","TR",10,0.1982,141.8294,41.1244,60.2635,0.2143,19.4571,5.4464,7.634
"70",2024,"GCW","TR",20,0.1209,108.1946,20.8363,37.7113,0.069,8.7872,1.6046,2.7192
"71",2024,"GCW","TR",45,0.0698,60.3206,12.1482,18.653,0.0287,0.3854,0.1604,0.1173
"72",2024,"GCW","UP",10,0.0111,0.0947,0.0529,0.0591,0.0707,0.1019,0.0863,0.0221
"73",2024,"GCW","UP",20,0.0311,0.0625,0.0505,0.017,0.0359,0.0727,0.06,0.0209
"74",2024,"GCW","WC",10,48.1708,220.0166,133.4963,49.9093,2.3732,32.5663,14.6791,8.1672
"75",2024,"GCW","WC",20,62.449,226.5172,136.0875,42.5416,4.8653,30.8963,12.6592,6.6311
"76",2024,"GCW","WC",45,138.4406,175.1899,159.9212,10.7214,2.4164,18.5526,7.9162,4.705
"77",2024,"GWI","SW",0,245.5103,344.6542,308.6469,33.6748,37.2208,51.4457,46.3274,4.7625
"78",2024,"GWI","TR",10,81.5061,390.3764,268.8497,100.1989,12.3353,60.1087,40.1286,15.7602
"79",2024,"GWI","TR",20,206.502,354.7252,292.2616,46.3904,20.1017,49.5715,36.5244,9.5036
"80",2024,"GWI","TR",45,245.654,274.2505,263.505,9.2904,25.8091,36.8875,33.0062,4.2229
"81",2024,"GWI","UP",10,21.7066,186.9534,105.939,65.7595,3.955,24.3913,14.5656,7.9928
"82",2024,"GWI","UP",20,47.8009,216.7937,122.645,46.8978,8.3454,26.0509,16.4868,5.213
"83",2024,"GWI","UP",45,77.6048,235.922,143.2626,52.0768,11.1343,29.4404,19.3966,5.6506
"84",2024,"GWI","WC",10,192.7621,421.2404,316.3443,74.9613,31.5259,87.3132,53.3681,16.5195
"85",2024,"GWI","WC",20,320.7269,382.9502,350.585,23.9107,1e-04,69.6057,50.9188,21.1729
"86",2024,"GWI","WC",45,335.8813,416.2903,366.5925,25.1964,40.6779,53.8342,45.8688,4.3305
"87",2024,"MSM","SW",0,141.6694,277.2204,200.0069,49.7122,21.4182,41.0087,29.7226,7.1758
"88",2024,"MSM","TR",10,127.794,261.6847,197.4239,59.0295,13.225,38.8232,28.6961,9.2769
"89",2024,"MSM","TR",20,130.3963,217.4075,163.9131,29.5518,13.0004,25.1099,18.916,3.9128
"90",2024,"MSM","TR",45,131.0234,189.9915,158.0572,17.3821,10.8841,21.7073,16.7374,3.331
"91",2024,"MSM","UP",10,20.2425,70.6732,37.7103,22.3664,2.1734,6.2205,3.74,1.69
"92",2024,"MSM","UP",20,26.9983,91.9223,47.5391,23.7358,3.2082,7.1824,4.5432,1.3306
"93",2024,"MSM","UP",45,44.6569,74.3233,55.9152,10.3978,4.2177,6.9296,5.5284,0.7595
"94",2024,"MSM","WC",10,150.6524,253.6814,196.987,34.7212,14.6357,33.5535,23.1702,5.8351
"95",2024,"MSM","WC",20,171.2427,261.3486,211.5062,27.0921,14.5687,34.752,21.8677,5.5403
"96",2024,"MSM","WC",45,214.7201,273.2722,253.909,19.5591,1.6676,6.9566,3.7115,1.8239
"97",2024,"SWH","SW",0,0.4089,95.5896,29.081,30.4379,0.2264,14.049,4.302,4.4534
"98",2024,"SWH","SWAMP",10,0.0321,40.4505,5.9156,10.3066,0,4.8192,0.6948,1.1455
"99",2024,"SWH","SWAMP",20,0.0358,37.6581,3.2528,7.1445,0,4.6979,0.3695,0.798
"100",2024,"SWH","SWAMP",45,0.0258,31.9632,1.827,5.445,0,3.7621,0.1796,0.6125
"101",2024,"SWH","TR",10,1.3485,61.6695,18.5487,18.0237,0.086,8.0574,2.1859,2.5394
"102",2024,"SWH","TR",20,2.716,47.7163,16.8399,14.7541,0,3.0656,0.4089,0.6837
"103",2024,"SWH","TR",45,4.5112,35.7755,15.8776,10.2949,0,0.5429,0.0486,0.1108
"104",2024,"SWH","UP",10,0.0847,10.0647,3.8387,4.3371,0.0819,1.2172,0.6656,0.4458
"105",2024,"SWH","UP",20,0.1497,5.0468,2.2405,2.3831,0.116,0.6781,0.4493,0.2155
"106",2024,"SWH","UP",45,0.2781,2.0347,0.8331,0.7145,0.0038,0.4088,0.1231,0.1547
"107",2024,"SWH","WC",10,0,51.6119,18.4918,15.7789,0,4.7017,0.6971,1.1664
"108",2024,"SWH","WC",20,0,34.7741,13.4943,10.0356,0,1.682,0.1058,0.3403
"109",2024,"SWH","WC",45,0,29.5957,18.0502,6.014,0,1.1724,0.1029,0.2729
"110",2025,"GCW","SW",0,69.5327,227.3189,159.3688,58.0007,10.4562,34.0502,24.2369,8.8012
"111",2025,"GCW","TR",10,4.7886,163.2958,54.4023,61.7812,1.0957,23.92,7.1502,8.6005
"112",2025,"GCW","TR",20,0.669,135.3832,35.124,46.6211,0.3711,16.2383,3.742,5.3104
"113",2025,"GCW","TR",45,2.7564,81.5577,26.1958,26.5045,0.0907,1.8865,0.6194,0.5641
"114",2025,"GCW","UP",10,0.0163,0.2127,0.0666,0.0974,0.0073,0.0863,0.0458,0.0325
"115",2025,"GCW","UP",20,0.006,0.0651,0.0299,0.0253,0.0103,0.5079,0.1269,0.2139
"116",2025,"GCW","WC",10,99.455,214.1229,148.7623,32.2563,0.9857,30.6775,15.1616,9.7899
"117",2025,"GCW","WC",20,98.2204,214.3165,154.3544,27.7167,4.3011,29.8258,15.8517,7.2701
"118",2025,"GCW","WC",45,153.4172,175.056,162.5633,7.1395,5.1189,17.8634,9.7993,4.4948
"119",2025,"GWI","SW",0,269.6955,387.7334,329.4448,40.1794,41.3942,60.4864,51.1211,6.5544
"120",2025,"GWI","TR",10,83.137,319.6767,228.6937,78.3734,14.5987,48.0953,34.406,9.9833
"121",2025,"GWI","TR",20,146.6824,316.3242,266.4962,49.063,25.3318,43.5283,34.0391,5.8955
"122",2025,"GWI","TR",45,270.0368,295.8574,284.7769,10.6754,30.0747,42.3821,38.9815,4.5842
"123",2025,"GWI","UP",10,0.3669,172.9992,64.4521,59.928,0.0655,24.5993,10.0772,8.9782
"124",2025,"GWI","UP",20,0.1955,150.3122,102.0979,44.4317,0.0585,20.4278,14.1094,5.5518
"125",2025,"GWI","UP",45,0.1988,166.5195,110.3721,46.9893,0.0718,25.6295,16.7029,7.2622
"126",2025,"GWI","WC",10,181.6244,364.7154,302.9781,64.5925,35.8195,52.1496,44.4539,5.6213
"127",2025,"GWI","WC",20,243.5289,351.6424,311.5727,42.5868,37.7801,53.8505,46.7385,7.8864
"128",2025,"GWI","WC",45,345.1507,400.3454,373.7094,19.8227,45.8155,57.8896,52.6722,4.0433
"129",2025,"MSM","SW",0,170.1517,287.9827,230.8187,42.6076,26.1913,44.112,35.5976,6.4508
"130",2025,"MSM","TR",10,64.2582,208.3212,142.1906,64.8044,10.2293,26.5265,17.9102,6.1812
"131",2025,"MSM","TR",20,113.878,188.8205,148.9216,18.6653,10.2584,24.3123,17.5245,5.2703
"132",2025,"MSM","TR",45,157.7141,181.3424,169.3915,8.0255,11.8565,22.6498,19.2852,3.7416
"133",2025,"MSM","UP",10,0,65.7142,29.9465,23.1213,3.0257,6.9183,4.4463,1.2447
"134",2025,"MSM","UP",20,14.1042,104.2864,46.9826,23.8441,1.925,12.0415,5.239,2.602
"135",2025,"MSM","UP",45,53.3437,82.09,66.5217,8.5623,5.7628,8.0603,6.5835,0.6944
"136",2025,"MSM","WC",10,183.2703,250.4413,224.455,19.2159,11.464,42.2758,28.7773,9.4837
"137",2025,"MSM","WC",20,195.253,245.1954,223.4202,14.941,15.7707,34.308,25.9241,6.6676
"138",2025,"MSM","WC",45,217.7992,265.8224,246.8045,20.5496,1.3941,4.6918,3.0069,1.3586
"139",2025,"SWH","SW",0,0.2262,76.2267,37.4475,38.459,0.1195,11.8434,5.8536,5.9171
"140",2025,"SWH","SWAMP",10,0.0494,16.5356,2.3429,3.7994,0,2.0108,0.2868,0.4312
"141",2025,"SWH","SWAMP",20,0.0544,5.0955,1.1101,1.499,0,0.5532,0.1423,0.1688
"142",2025,"SWH","SWAMP",45,0.0908,2.5686,0.7088,0.6737,0,0.3741,0.0579,0.1128
"143",2025,"SWH","TR",10,0.9107,40.7389,19.9083,18.8257,0.0438,4.8973,2.0944,1.9777
"144",2025,"SWH","TR",20,1.7636,48.343,20.2413,18.7401,0,4.3533,1.2804,1.5424
"145",2025,"SWH","TR",45,0,32.209,12.6908,9.4258,0,0.8003,0.0939,0.2256
"146",2025,"SWH","WC",10,2.351,55.8818,24.5181,22.9116,0,5.4428,2.236,2.464
"147",2025,"SWH","WC",20,0,19.6408,8.3108,5.4651,0,1.334,0.1792,0.3903
"148",2025,"SWH","WC",45,8.9758,21.0168,14.1777,3.3513,0,0.1473,0.0355,0.0454
