"","Analysis_No","Site","Date","Zone","Replicate","Depth","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"51","144","MSM","202306","TR","PPR","5","144_MSM_202306_TR_PPR_5",832.7506,7008.2991,25.9747535870243,197.695320169252,12.6640224737
"52","145","MSM","202306","TR","PPR","6","145_MSM_202306_TR_PPR_6",821.9378,6839.1639,25.6374859638178,192.924228490832,12.3583951673
"53","146","MSM","202036","TR","PPR","7","146_MSM_202036_TR_PPR_7",801.6916,6578.55,25.0059762944479,185.57263751763,11.88746585
"54","147","MSM","202306","TR","PPR","8","147_MSM_202306_TR_PPR_8",824.2297,6721.5471,25.7089737991266,189.606406205924,12.1458616097
"55","148","MSM","202306","TR","PPR","9","148_MSM_202306_TR_PPR_9",820.1026,6693.149,25.5802432938241,188.80533145275,12.094546243
"56","149","MSM","202306","TR","PPR","10","149_MSM_202306_TR_PPR_10",829.0092,6669.9604,25.8580536494074,188.151210155148,12.0526444428
"57","15","GCW","202306","WC","LysA","10cm","15_GCW_202306_WC_LysA_10cm",466.9293,5160.7804,14.5642326887087,145.579136812412,9.3255561828
"58","150","MSM","202306","TR","PPR","11","150_MSM_202306_TR_PPR_11",820.7486,6672.612,25.6003930131004,188.226008462623,12.057435884
"59","151","MSM","202306","TR","PPR","12","151_MSM_202306_TR_PPR_12",786.8576,6294.9246,24.5432813474735,177.571921015515,11.3749547522
"60","152","MSM","202306","WC","PPR","1","152_MSM_202306_WC_PPR_1",1163.6044,9463.2946,36.2945851528384,266.947661495063,17.1001993422
"61","153","MSM","202306","WC","PPR","2","153_MSM_202306_WC_PPR_2",1108.0008,9681.1848,34.5602245789145,273.094070521862,17.4939269336
"62","154","MSM","202306","WC","PPR","3","154_MSM_202306_WC_PPR_3",1025.8101,9135.9163,31.9965720524017,257.712730606488,16.5086267541
"63","155","MSM","202306","WC","PPR","4","155_MSM_202306_WC_PPR_4",1029.0833,9128.4754,32.0986681222707,257.502832157969,16.4951810478
"64","156","MSM","202306","WC","PPR","5","156_MSM_202306_WC_PPR_5",1018.0119,9038.2348,31.7533343730505,254.957258110014,16.3321162836
"65","157","MSM","202306","WC","PPR","6","157_MSM_202306_WC_PPR_6",1031.9689,9031.6724,32.1886743605739,254.772141043724,16.3202580268
"66","158","MSM","202306","WC","PPR","7","158_MSM_202306_WC_PPR_7",1010.6333,8865.5491,31.5231846537742,250.086011283498,16.0200732237
"67","159","MSM","202306","WC","PPR","8","159_MSM_202306_WC_PPR_8",1023.3384,8841.3055,31.9194759825327,249.402129760226,15.9762650385
"68","16","GCW","202306","WC","LysA","20cm","16_GCW_202306_WC_LysA_20cm",409.7137,4716.309,12.7795913911416,133.041156558533,8.522396363
"69","160","MSM","202306","WC","PPR","9","160_MSM_202306_WC_PPR_9",1026.1569,8888.6427,32.0073892701185,250.737452750353,16.0618033589
"70","161","MSM","202306","WC","PPR","10","161_MSM_202306_WC_PPR_10",1020.2571,8710.3829,31.8233655645664,245.708967559944,15.7396879003
"71","162","MSM","202306","WC","PPR","11","162_MSM_202306_WC_PPR_11",1016.703,8625.8626,31.712507797879,243.324755994358,15.5869597182
"72","163","MSM","202306","WC","PPR","12","163_MSM_202306_WC_PPR_12",1029.1264,8695.2528,32.1000124766064,245.282166431594,15.7123478096
"73","17","GCW","202306","WC","LysA","45cm","17_GCW_202306_WC_LysA_45cm",277.9708,5284.0229,8.67033063006862,149.05565303244,9.5482553803
"74","18","GCW","202306","WC","LysB","10cm","18_GCW_202306_WC_LysB_10cm",430.4655,4894.8392,13.4268714909545,138.077269393512,8.8450004344
"75","19","GCW","202306","WC","LysB","20cm","19_GCW_202306_WC_LysB_20cm",403.0272,4632.348,12.571029320025,130.672722143865,8.370678836
"76","2","GCW","202306","UP","LysA","45cm","2_GCW_202306_UP_LysA_45cm",6.8195,1.2722,0.212710542732377,0.0358871650211566,0.0023248654
"77","20","GCW","202306","WC","LysB","45cm","20_GCW_202306_WC_LysB_45cm",327.7402,4800.2882,10.222713661884,135.410104372355,8.6741467774
"78","21","GCW","202306","WC","LysC","10cm","21_GCW_202306_WC_LysC_10cm",561.8125,5977.4844,17.5237835308796,168.61733145275,10.8013403108
"79","22","GCW","202306","WC","LysC","20cm","22_GCW_202306_WC_LysC_20cm",566.0143,5208.6139,17.6548440424205,146.928459802539,9.4119913173
"80","23","GCW","202306","WC","LysC","45cm","23_GCW_202306_WC_LysC_45cm",531.0496,5063.1697,16.5642420461634,142.825661495063,9.1491736479
"81","24","GCW","202306","SW","A","24","24_GCW_202306_SW_A",685.8568,5248.4561,21.3929132875858,148.052358251058,9.4839861727
"82","25","GCW","202306","SW","B","25","25_GCW_202306_SW_B",676.4929,5180.0941,21.1008390517779,146.123952045134,9.3604560387
"83","26","GCW","202306","SW","C","26","26_GCW_202306_SW_C",683.3037,5232.599,21.3132782283219,147.605049365303,9.455332393
"84","27","MSM","202306","UP","LysA","20cm","27_MSM_202306_UP_LysA_20cm",159.9095,1614.3067,4.98781971303805,45.5375655853314,2.9170782069
"85","28","MSM","202306","UP","LysA","45cm","28_MSM_202306_UP_LysA_45cm",148.3657,2385.3388,4.62775109170306,67.28741325811,4.3103332116
"86","29","MSM","202306","UP","LysB","10cm","29_MSM_202306_UP_LysB_10cm",62.4994,500.5485,1.94945102932002,14.1198448519041,0.9045171395
"87","3","GCW","202306","UP","LysB","10cm","3_GCW_202306_UP_LysB_10cm",8.4999,2.9259,0.265124766063631,0.0825359661495063,0.0053131013
"88","30","MSM","202306","UP","LysB","45cm","30_MSM_202306_UP_LysB_45cm",177.5412,1472.7281,5.53777916406737,41.5438110014104,2.6612456767
"89","31","MSM","202306","UP","LysC","10cm","31_MSM_202306_UP_LysC_10cm",88.7488,840.0194,2.7682096069869,23.6958928067701,1.5179410558
"90","32","MSM","202306","UP","LysC","20cm","32_MSM_202306_UP_LysC_20cm",118.6368,1293.7494,3.70046163443543,36.4950465444288,2.3378311658
"91","33","MSM","202306","UP","LysC","45cm","33_MSM_202306_UP_LysC_45cm",275.5391,2117.1383,8.59448222083593,59.7218138222849,3.8256949081
"92","34","MSM","202306","TR","LysA","10cm","34_MSM_202306_TR_LysA_10cm",796.1063,6958.4493,24.8317623206488,196.289119887165,12.5739438851
"93","35","MSM","202306","TR","LysA","20cm","35_MSM_202306_TR_LysA_20cm",489.5831,3763.3205,15.2708390517779,106.158547249647,6.8003461435
"94","36","MSM","202306","TR","LysA","45cm","36_MSM_202306_TR_LysA_45cm",533.6611,3970.3536,16.6456986899563,111.998691114245,7.1744549552
"95","37","MSM","202306","TR","LysB","10cm","37_MSM_202306_TR_LysB_10cm",895.6398,7768.2429,27.9363630692452,219.132380818054,14.0372409203
"96","38","MSM","202306","TR","LysB","20cm","38_MSM_202306_TR_LysB_20cm",474.3845,5288.9036,14.7967716781036,149.19333145275,9.5570748052
"97","39","MSM","202306","TR","LysB","45cm","39_MSM_202306_TR_LysB_45cm",528.7906,4311.8321,16.493780411728,121.631370944993,7.7915066047
"98","4","GCW","202306","UP","LysC","10cm","4_GCW_202306_UP_LysC_10cm",5.1459,7.4212,0.160508421709295,0.209342736248237,0.0134361084
"99","40","MSM","202306","TR","LysC","10cm","40_MSM_202306_TR_LysC_10cm",816.4901,7210.9679,25.4675639426076,203.412352609309,13.0302449953
"100","41","MSM","202306","TR","LysC","20cm","41_MSM_202306_TR_LysC_20cm",362.4253,4350.2834,11.3045945102932,122.716033850494,7.8609881038
"101","42","MSM","202306","TR","LysC","45cm","42_MSM_202306_TR_LysC_45cm",350.9006,3984.148,10.945121646912,112.387813822285,7.199381436
"102","43","MSM","202306","WC","LysA","10cm","43_MSM_202306_WC_LysA_10cm",1112.1188,8965.4426,34.6886712414223,252.903881523272,16.2005807782
"103","44","MSM","202306","WC","LysA","20cm","44_MSM_202306_WC_LysA_20cm",1019.6351,8556.4852,31.8039644416719,241.367706629055,15.4615947564
"104","45","MSM","202306","WC","LysA","45cm","45_MSM_202306_WC_LysA_45cm",50.9608,7953.0474,1.58954460386775,224.345483779972,14.3711826518
"105","46","MSM","202036","WC","LysB","10cm","46_MSM_202036_WC_LysB_10cm",709.2035,8809.7013,22.1211322520274,248.510614950635,15.9191562491
"106","47","MSM","202306","WC","LysB","20cm","47_MSM_202306_WC_LysB_20cm",768.0227,8289.447,23.9557922645041,233.834894217207,14.979056729
"107","48","MSM","202306","WC","LysB","45cm","48_MSM_202306_WC_LysB_45cm",161.2438,8472.3278,5.02943855271366,238.993732016925,15.3095223346
"108","49","MSM","202306","WC","LysC","10cm","49_MSM_202306_WC_LysC_10cm",879.7446,8932.8329,27.4405676855895,251.984002820874,16.1416550503
"109","5","GCW","202306","UP","LysC","20cm","5_GCW_202306_UP_LysC_20cm",5.0887,3.5742,0.158724266999376,0.100823695345557,0.0064845794
"110","50","MSM","202306","WC","LysC","20cm","50_MSM_202306_WC_LysC_20cm",697.9243,7679.9906,21.7693169058016,216.642894217207,13.8777690142
"111","51","MSM","202306","WC","LysC","45cm","51_MSM_202306_WC_LysC_45cm",50.9291,7485.9971,1.58855583281347,211.170581100141,13.5272227597
"112","52","MSM","202306","SW","A","52","52_MSM_202306_SW_A",1157.6209,8547.8103,36.1079507174049,241.122998589563,15.4459192121
"113","53","MSM","202306","SW","B","53","53_MSM_202306_SW_B",1181.9727,8767.3943,36.8675202744853,247.317187588152,15.8427075001
"114","54","MSM","202306","SW","C","54","54_MSM_202306_SW_C",1194.6644,8890.4806,37.2633936369308,250.789297602257,16.0651244442
"115","55","SWH","202306","UPCON","LysA","10cm","55_SWH_202306_UPCON_LysA_10cm",15.6727,3.6902,0.488855271366188,0.104095909732017,0.0066941914
"116","56","SWH","202306","UPCON","LysA","20cm","56_SWH_202306_UPCON_LysA_20cm",13.9944,3.6702,0.436506550218341,0.1035317348378,0.0066580514
"117","57","SWH","202306","UPCON","LysA","45cm","57_SWH_202306_UPCON_LysA_45cm",13.2094,4.3761,0.412021210230817,0.123444287729196,0.0079336127
"118","58","SWH","202306","UPCON","LysB","10cm","58_SWH_202306_UPCON_LysB_10cm",6.9768,4.5387,0.217616968184654,0.128031029619182,0.0082274309
"119","59","SWH","202306","UPCON","LysB","20cm","59_SWH_202306_UPCON_LysB_20cm",8.2041,5.5306,0.255898315658141,0.156011283497884,0.0100197942
"120","6","GCW","202306","TR","LysA","10cm","6_GCW_202306_TR_LysA_10cm",9.9516,3.8924,0.3104054897068,0.109799717912553,0.0070595668
"121","60","SWH","202306","UPCON","LysB","45cm","60_SWH_202306_UPCON_LysB_45cm",7.8557,6.9483,0.245031191515908,0.196002820874471,0.0125815781
"122","61","SWH","202306","UPCON","LysC","10cm","61_SWH_202306_UPCON_LysC_10cm",10.2118,4.8237,0.318521522145976,0.136070521861777,0.0087424259
"123","62","SWH","202306","UPCON","LysC","20cm","62_SWH_202306_UPCON_LysC_20cm",22.4137,59.4081,0.699117280099813,1.67582792665726,0.1073764367
"124","63","SWH","202306","UPCON","LysC","45cm","63_SWH_202306_UPCON_LysC_45cm",7.5091,6.9949,0.234220212102308,0.197317348377997,0.0126657843
"125","64","SWH","202306","UP","LysA","10cm","64_SWH_202306_UP_LysA_10cm",24.3114,267.9499,0.758309419837804,7.55853032440056,0.4842114693
"126","65","SWH","202306","UP","LysA","20cm","65_SWH_202306_UP_LysA_20cm",11.3858,184.5417,0.355140361821584,5.20568970380818,0.3334928519
"127","66","SWH","202306","UP","LysA","45cm","66_SWH_202306_UP_LysA_45cm",4.3411,123.8195,0.1354054897068,3.49279266572638,0.2237678365
"128","67","SWH","202306","UP","LysB","10cm","67_SWH_202306_UP_LysB_10cm",9.8276,152.7087,0.306537741734248,4.30772073342736,0.2759706209
"129","68","SWH","202306","UP","LysB","20cm","68_SWH_202306_UP_LysB_20cm",4.4472,104.4997,0.138714909544604,2.9478053596615,0.1888569579
"130","69","SWH","202306","UP","LysB","45cm","69_SWH_202306_UP_LysB_45cm",4.5955,147.5089,0.143340611353712,4.16104090267983,0.2665745823
"131","7","GCW","202306","TR","LysA","20cm","7_GCW_202306_TR_LysA_20cm",4.9808,2.3446,0.155358702432938,0.0661382228490832,0.0042626922
"132","70","SWH","202306","UP","LysC","10cm","70_SWH_202306_UP_LysC_10cm",67.3441,443.5128,2.10056456643793,12.5109393511989,0.8014536296
"133","71","SWH","202306","UP","LysC","20cm","71_SWH_202306_UP_LysC_20cm",40.4909,371.3526,1.262972551466,10.4753906911142,0.6710601482
"134","72","SWH","202306","UP","LysC","45cm","72_SWH_202306_UP_LysC_45cm",14.5471,177.4722,0.453746101060511,5.00626798307475,0.3207182654
"135","73","SWH","202306","TR","LysA","10cm","73_SWH_202306_TR_LysA_10cm",67.0826,1176.5244,2.09240798502807,33.1882764456982,2.1260055908
"136","74","SWH","202306","TR","LysA","20cm","74_SWH_202306_TR_LysA_20cm",2.7475,885.1249,0.0856986899563319,24.9682623413258,1.5994466943
"137","75","SWH","202306","TR","LysA","45cm","75_SWH_202306_TR_LysA_45cm",0,578.6957,0,16.3242792665726,1.0457291299
"138","76","SWH","202306","TR","LysB","10cm","76_SWH_202306_TR_LysB_10cm",181.8555,1490.4256,5.67234872114785,42.0430352609309,2.6932250592
"139","77","SWH","202306","TR","LysB","20cm","77_SWH_202306_TR_LysB_20cm",53.5791,1195.2704,1.67121334996881,33.717077574048,2.1598796128
"140","78","SWH","202306","TR","LysB","45cm","78_SWH_202306_TR_LysB_45cm",0.5601,768.6828,0.0174703680598877,21.6835768688293,1.3890358196
"141","79","SWH","202306","TR","LysC","10cm","79_SWH_202306_TR_LysC_10cm",205.1024,1638.4734,6.39745477230193,46.2192778561354,2.9607474338
"142","8","GCW","202306","TR","LysA","45cm","8_GCW_202306_TR_LysA_45cm",13.7418,3.0212,0.428627573300062,0.0852242595204513,0.0054853084
"143","80","SWH","202306","TR","LysC","20cm","80_SWH_202306_TR_LysC_20cm",152.7607,1461.9685,4.76483780411728,41.2402961918195,2.6418030795
"144","81","SWH","202306","TR","LysC","45cm","81_SWH_202306_TR_LysC_45cm",2.5053,625.0734,0.0781441048034934,17.6325359661495,1.1295336338
"145","82","GWI","202306","UP","LysA","10cm","82_GWI_202306_UP_LysA_10cm",584.8446,4370.4775,18.2421896444167,123.285684062059,7.8974788425
"146","83","GWI","202306","UP","LysA","20cm","83_GWI_202306_UP_LysA_20cm",717.6001,5435.1048,22.3830349344978,153.317483779972,9.8212603736
"147","84","GWI","202306","UP","LysA","45cm","84_GWI_202306_UP_LysA_45cm",672.3196,5408.139,20.9706674984404,152.556812411848,9.772533173
"148","85","GWI","202306","UP","LysB","10cm","85_GWI_202306_UP_LysB_10cm",267.5522,2035.2314,8.34535870243294,57.4113229901269,3.6776891398
"149","86","GWI","202306","UP","LysB","20cm","86_GWI_202306_UP_LysB_20cm",409.2282,3182.6537,12.7644479101684,89.7786657263752,5.7510812359
"150","87","GWI","202306","UP","LysB","45cm","87_GWI_202306_UP_LysB_45cm",627.1934,5049.8423,19.5631129132876,142.449712270804,9.1250910361
"151","88","GWI","202306","UP","LysC","10cm","88_GWI_202306_UP_LysC_10cm",801.4295,5746.6384,24.9978009981285,162.105455571227,10.3842015888
"152","89","GWI","202306","UP","LysC","20cm","89_GWI_202306_UP_LysC_20cm",660.1095,5382.3055,20.5898159700561,151.82808180536,9.7258520385
"153","9","GCW","202306","TR","LysB","10cm","9_GCW_202306_TR_LysB_10cm",14.8488,152.4712,0.463156581409856,4.30102115655853,0.2755414584
"154","90","GWI","202306","UP","LysC","45cm","90_GWI_202306_UP_LysC_45cm",717.0423,5637.3548,22.3656363069245,159.022702397743,10.1867261236
"155","91","GWI","202306","TR","LysA","10cm","91_GWI_202306_TR_LysA_10cm",804.1254,8506.098,25.081890205864,239.94634696756,15.370545086
"156","92","GWI","202306","TR","LysA","20cm","92_GWI_202306_TR_LysA_20cm",889.0632,8345.043,27.7312289457268,235.403187588152,15.079518701
"157","93","GWI","202306","TR","LysA","45cm","93_GWI_202306_TR_LysA_45cm",850.8908,9214.8158,26.5405739238927,259.938386459803,16.6511981506
"158","94","GWI","202306","TR","LysB","10cm","94_GWI_202306_TR_LysB_10cm",1259.0005,9609.3805,39.2701341235184,271.06856135402,17.3641765635
"159","95","GWI","202306","TR","LysB","20cm","95_GWI_202306_TR_LysB_20cm",434.7335,7953.2029,13.5599968808484,224.349870239774,14.3714636403
"160","96","GWI","202306","TR","LysB","45cm","96_GWI_202306_TR_LysB_45cm",1086.0915,8584.6174,33.8768402994385,242.16128067701,15.5124296418
"161","97","GWI","202306","TR","LysC","10cm","97_GWI_202306_TR_LysC_10cm",1194.5508,8912.3638,37.2598502807236,251.406595204513,16.1046673866
"162","98","GWI","202306","TR","LysC","20cm","98_GWI_202306_TR_LysC_20cm",1006.7912,8949.3259,31.4033437305053,252.449249647391,16.1714579013
"163","99","GWI","202306","TR","LysC","45cm","99_GWI_202306_TR_LysC_45cm",1235.9156,9466.1522,38.5500810979414,267.028270803949,17.1053630254
