"","Analysis_No","Site","Date","Zone","Replicate","Depth","RHZ","RHZ_Rep","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"15","114","MSM","202309","TR","RHZ","SF","Tree","1","114_MSM_202309_TR_RHZ_SF_Tree_1",1030.6383,9889.6436,32.1471709295072,278.974431593794,17.8706119852
"16","115","MSM","202309","TR","RHZ","SF","Tree","2","115_MSM_202309_TR_RHZ_SF_Tree_2",14.9675,8461.3277,0.466859014348097,238.683433004231,15.2896451539
"17","116","MSM","202309","TR","RHZ","SF","Tree","3","116_MSM_202309_TR_RHZ_SF_Tree_3",885.0474,8483.4716,27.6059700561447,239.308084626234,15.3296591812
"18","117","MSM","202309","TR","RHZ","SF","Tree","4","117_MSM_202309_TR_RHZ_SF_Tree_4",1233.8151,10785.5383,38.4845633187773,304.246496473907,19.4894937081
"19","118","MSM","202309","TR","RHZ","SF","Tree","5","118_MSM_202309_TR_RHZ_SF_Tree_5",834.6791,8581.1741,26.0349064254523,242.064149506347,15.5062075987
"20","119","MSM","202309","TR","RHZ","SF","Tree","6","119_MSM_202309_TR_RHZ_SF_Tree_6",961.8595,9665.9023,30.0018558951965,272.662970380818,17.4663114561
"21","120","MSM","202309","TR","RHZ","SF","Tree","7","120_MSM_202309_TR_RHZ_SF_Tree_7",963.1908,9562.4377,30.0433811603244,269.744363892807,17.2793509239
"22","121","MSM","202309","TR","RHZ","SF","Tree","8","121_MSM_202309_TR_RHZ_SF_Tree_8",672.8113,8669.9839,20.9860043668122,244.569362482369,15.6666869073
"23","122","MSM","202309","WC","RHZ","Collar","1","122","122_MSM_202309_WC_RHZ_Collar_1",1141.9389,9502.1632,35.6188053649407,268.044095909732,17.1704349024
"24","123","MSM","202309","WC","RHZ","Collar","2","123","123_MSM_202309_WC_RHZ_Collar_2",748.6145,9482.5923,23.3504210854648,267.49202538787,17.1350702861
"25","124","MSM","202309","WC","RHZ","Collar","3","124","124_MSM_202309_WC_RHZ_Collar_3",941.8956,10135.0762,29.3791515907673,285.897777150917,18.3141086934
"26","125","MSM","202309","WC","RHZ","Collar","4","125","125_MSM_202309_WC_RHZ_Collar_4",935.5364,9623.8463,29.1807985028072,271.476623413258,17.3903162641
"27","126","MSM","202309","WC","RHZ","Collar","5","126","126_MSM_202309_WC_RHZ_Collar_5",964.2585,9262.5043,30.076684341859,261.283619181946,16.7373712701
"28","127","MSM","202309","WC","RHZ","LysA","127","MSM","127_MSM_202309_WC_RHZ_LysA",1073.4254,8667.1153,33.4817654398004,244.488442877292,15.6615033471
"29","128","MSM","202309","WC","RHZ","LysC","128","MSM","128_MSM_202309_WC_RHZ_LysC",807.4715,9248.392,25.1862601372427,260.885528913963,16.711870344
"30","50","SWH","202309","UPCON","LysA","20cm","50","SWH","50_SWH_202309_UPCON_LysA_20cm",116.9987,18.4797,3.64936681222707,0.521289139633286,0.0334188179
"31","51","SWH","202309","UPCON","LysA","45cm","51","SWH","51_SWH_202309_UPCON_LysA_45cm",56.7756,216.165,1.77091703056769,6.09774330042313,0.390636155
"32","61","SWH","202309","UP","LysB","10cm","61","SWH","61_SWH_202309_UP_LysB_10cm",90.8451,932.8824,2.83359638178415,26.3154414668547,1.6857444968
"33","76","SWH","202309","WC","LysA","10cm","76","SWH","76_SWH_202309_WC_LysA_10cm",0,1905.8898,0,53.7627588152327,3.4439688686
"34","77","SWH","202309","WC","LysA","20cm","77","SWH","77_SWH_202309_WC_LysA_20cm",0.8748,1458.8772,0.0272863381160324,41.1530944992948,2.6362171004
"35","78","SWH","202309","WC","LysA","45cm","78","SWH","78_SWH_202309_WC_LysA_45cm",84.0746,1946.3615,2.62241422333125,54.9044146685472,3.5171012305
"36","79","SWH","202309","WC","LysB","10cm","79","SWH","79_SWH_202309_WC_LysB_10cm",1.0155,2526.1496,0.031674984404242,71.259509167842,4.5647783272
"37","80","SWH","202309","WC","LysB","20cm","80","SWH","80_SWH_202309_WC_LysB_20cm",0,1415.1307,0,39.9190606488011,2.5571671749
"38","81","SWH","202309","WC","LysB","45cm","81","SWH","81_SWH_202309_WC_LysB_45cm",0.89,1112.2282,0.0277604491578291,31.3745613540197,2.0098223574
"39","82","SWH","202309","WC","LysC","10cm","82","SWH","82_SWH_202309_WC_LysC_10cm",59.3683,2629.5291,1.85178727386151,74.1757150916784,4.7515850837
"40","83","SWH","202309","WC","LysC","20cm","83","SWH","83_SWH_202309_WC_LysC_20cm",14.934,1656.2151,0.46581409856519,46.7197489421721,2.9928066857
"41","84","SWH","202309","WC","LysC","45cm","84","SWH","84_SWH_202309_WC_LysC_45cm",0,1239.7034,0,34.9704767277856,2.2401700438
"42","85","SWH","202309","SW","A","85","SWH","202309","85_SWH_202309_SW_A",324.7311,2401.3178,10.1288552713662,67.7381607898448,4.3392072646
"43","86","SWH","202309","SW","B","86","SWH","202309","86_SWH_202309_SW_B",324.6682,2392.1945,10.1268933250156,67.4808039492243,4.3227214615
"44","87","SWH","202309","SW","C","87","SWH","202309","87_SWH_202309_SW_C",324.2186,2396.5013,10.1128696194635,67.602293370945,4.3305038491
"45","88","GWI","202309","UP","LysA","20cm","88","GWI","88_GWI_202309_UP_LysA_20cm",710.8913,5004.2928,22.1737772925764,141.164818053597,9.0427830896
"46","89","GWI","202309","UP","LysA","45cm","89","GWI","89_GWI_202309_UP_LysA_45cm",616.0707,4957.6896,19.2161790393013,139.850200282087,8.9585711072
"47","90","GWI","202309","UP","LysB","10cm","90","GWI","90_GWI_202309_UP_LysB_10cm",265.2792,2020.7474,8.2744603867748,57.0027475317348,3.6515165518
"48","91","GWI","202309","UP","LysB","20cm","91","GWI","91_GWI_202309_UP_LysB_20cm",449.8576,3087.6007,14.0317404865876,87.0973399153738,5.5793204649
"49","92","GWI","202309","UP","LysC","10cm","92","GWI","92_GWI_202309_UP_LysC_10cm",751.6861,5443.417,23.4462289457268,153.551960507757,9.836280519
"50","93","GWI","202309","UP","LysC","20cm","93","GWI","93_GWI_202309_UP_LysC_20cm",567.2058,4571.2341,17.6920087336245,128.94877574048,8.2602460187
"51","94","GWI","202309","TR","LysA","10cm","94","GWI","94_GWI_202309_TR_LysA_10cm",807.4648,8551.3841,25.1860511540861,241.22381100141,15.4523770687
"52","95","GWI","202309","TR","LysA","20cm","95","GWI","95_GWI_202309_TR_LysA_20cm",621.523,8549.2875,19.3862445414847,241.16466854725,15.4485885125
"53","96","GWI","202309","TR","LysA","45cm","96","GWI","96_GWI_202309_TR_LysA_45cm",757.6086,8228.0383,23.63096069869,232.102631875882,14.8680912081
"54","97","GWI","202309","TR","LysB","10cm","97","GWI","97_GWI_202309_TR_LysB_10cm",857.7447,6539.3428,26.7543574547723,184.466651622003,11.8166184396
"55","98","GWI","202309","TR","LysB","20cm","98","GWI","98_GWI_202309_TR_LysB_20cm",572.3121,8041.696,17.8512819713038,226.846149506347,14.531370672
"56","99","GWI","202309","TR","LysB","45cm","99","GWI","99_GWI_202309_TR_LysB_45cm",994.3663,8360.0819,31.0157922645041,235.827416078984,15.1066939933
