"","Analysis_No","Site","Date","Zone","Replicate","Depth","RHZ","RHZ_Rep","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"39","14","MSM","202310","TR","LysC","10cm","14","MSM","14_MSM_202310_TR_LysC_10cm",800.7903,7947.7445,24.9778633811603,224.195895627645,14.3616003115
"40","15","MSM","202310","TR","LysC","20cm","15","MSM","15_MSM_202310_TR_LysC_20cm",526.1948,6720.8767,16.4128134747349,189.58749506347,12.1446501969
"41","16","MSM","202310","TR","LysC","45cm","16","MSM","16_MSM_202310_TR_LysC_45cm",613.4807,5633.5817,19.1353930131004,158.916267983075,10.1799081319
"42","17","MSM","202310","WC","LysA","10cm","17","MSM","17_MSM_202310_WC_LysA_10cm",1155.9976,9494.232,36.0573175296319,267.820366713681,17.156103224
"43","18","MSM","202310","WC","LysA","20cm","18","MSM","18_MSM_202310_WC_LysA_20cm",1033.0708,9269.2213,32.2230442919526,261.473097320169,16.7495088891
"44","19","MSM","202310","WC","LysA","45cm","19","MSM","19_MSM_202310_WC_LysA_45cm",51.2113,9703.7507,1.59735807860262,273.730626234133,17.5347035149
"45","2","MSM","202310","UP","LysA","45cm","2","MSM","2_MSM_202310_UP_LysA_45cm",139.8693,1846.9028,4.3627354959451,52.0988095909732,3.3373793596
"46","20","MSM","202310","WC","LysB","10cm","20","MSM","20_MSM_202310_WC_LysB_10cm",888.9918,9296.0155,27.729001871491,262.228928067701,16.7979260085
"47","21","MSM","202310","WC","LysB","20cm","21","MSM","21_MSM_202310_WC_LysB_20cm",747.1359,9510.8725,23.3043013100437,268.289774330042,17.1861726075
"48","22","MSM","202310","WC","LysC","10cm","22","MSM","22_MSM_202310_WC_LysC_10cm",713.4771,9464.0019,22.2544323144105,266.967613540197,17.1014774333
"49","23","MSM","202310","WC","LysC","20cm","23","MSM","23_MSM_202310_WC_LysC_20cm",472.7631,8988.6093,14.7461977542109,253.557385049365,16.2424430051
"50","24","MSM","202310","WC","LysC","45cm","24","MSM","24_MSM_202310_WC_LysC_45cm",63.746,7377.6416,1.98833437305053,208.114008462623,13.3314243712
"51","25","MSM","202310","SW","A","25","MSM","202310","25_MSM_202310_SW_A",1235.1993,9139.8621,38.5277386150967,257.824036671368,16.5157568147
"52","26","MSM","202310","SW","B","26","MSM","202310","26_MSM_202310_SW_B",1284.8415,9468.5463,40.0761540860886,267.095805359661,17.1096891641
"53","27","MSM","202310","SW","C","27","MSM","202310","27_MSM_202310_SW_C",1266.0749,9334.5874,39.4907953836556,263.316992947814,16.8676254318
"54","28","GCW","202310","TR","LysA","20cm","28","GCW","28_GCW_202310_TR_LysA_20cm",8.317,188.3486,0.259419837804117,5.31307757404795,0.3403719202
"55","29","GCW","202310","TR","LysA","45cm","29","GCW","29_GCW_202310_TR_LysA_45cm",7.8955,153.0237,0.246272613849033,4.31660648801128,0.2765398259
"56","3","MSM","202310","UP","LysB","10cm","3","MSM","3_MSM_202310_UP_LysB_10cm",52.6539,757.6396,1.64235495945103,21.3720620592384,1.3690807572
"57","30","GCW","202310","TR","LysB","10cm","30","GCW","30_GCW_202310_TR_LysB_10cm",196.2532,2213.0475,6.12143480973175,62.4272919605078,3.9990028325
"58","31","GCW","202310","TR","LysB","20cm","31","GCW","31_GCW_202310_TR_LysB_20cm",50.6452,776.0658,1.57970056144729,21.8918420310296,1.4023769006
"59","32","GCW","202310","TR","LysB","45cm","32","GCW","32_GCW_202310_TR_LysB_45cm",2.7248,516.0988,0.0849906425452277,14.5584992947814,0.9326165316
"60","33","GCW","202310","TR","LysC","20cm","33","GCW","33_GCW_202310_TR_LysC_20cm",19.5767,227.0965,0.610626949469744,6.4061071932299,0.4103893755
"61","34","GCW","202310","TR","LysC","45cm","34","GCW","34_GCW_202310_TR_LysC_45cm",4.3136,361.5485,0.134547723019339,10.1988293370945,0.6533441395
"62","35","GCW","202310","WC","LysA","10cm","35","GCW","35_GCW_202310_WC_LysA_10cm",509.8781,6465.9011,15.9038708671241,182.394953455571,11.6839092877
"63","36","GCW","202310","WC","LysA","20cm","36","GCW","36_GCW_202310_WC_LysA_20cm",312.0153,6566.5906,9.7322301933874,185.235277856135,11.8658552142
"64","37","GCW","202310","WC","LysA","45cm","37","GCW","37_GCW_202310_WC_LysA_45cm",201.3266,5780.9789,6.27968184653774,163.07415796897,10.4462548723
"65","38","GCW","202310","WC","LysB","10cm","38","GCW","38_GCW_202310_WC_LysB_10cm",338.6308,6408.2701,10.5624079850281,180.76925528914,11.5797700707
"66","39","GCW","202310","WC","LysB","20cm","39","GCW","39_GCW_202310_WC_LysB_20cm",218.4787,6704.3179,6.81468184653774,189.120392101551,12.1147284453
"67","4","MSM","202310","UP","LysB","45cm","4","MSM","4_MSM_202310_UP_LysB_45cm",161.8893,1568.3973,5.04957267623206,44.2425190409027,2.8341199211
"68","40","GCW","202310","WC","LysB","45cm","40","GCW","40_GCW_202310_WC_LysB_45cm",258.2486,6046.3546,8.05516531503431,170.560073342736,10.9257887622
"69","41","GCW","202310","WC","LysC","10cm","41","GCW","41_GCW_202310_WC_LysC_10cm",646.1683,6057.8974,20.1549688084841,170.885681241185,10.9466466018
"70","42","GCW","202310","WC","LysC","20cm","42","GCW","42_GCW_202310_WC_LysC_20cm",696.4385,6298.4809,21.722972551466,177.67223977433,11.3813809863
"71","43","GCW","202310","WC","LysC","45cm","43","GCW","43_GCW_202310_WC_LysC_45cm",508.6705,6097.8479,15.866203992514,172.012634696756,11.0188371553
"72","44","GCW","202310","SW","A","44","GCW","202310","44_GCW_202310_SW_A",1021.5933,7420.9191,31.8650436681223,209.334812411848,13.4096268137
"73","45","GCW","202310","SW","B","45","GCW","202310","45_GCW_202310_SW_B",1020.3123,7395.5294,31.8250873362445,208.618600846262,13.3637476258
"74","46","GCW","202310","SW","C","46","GCW","202310","46_GCW_202310_SW_C",386.9446,2819.8051,12.0693886462882,79.5431622002821,5.0954138157
"75","47","SWH","202310","UPCON","LysA","10cm","47","SWH","47_SWH_202310_UPCON_LysA_10cm",41.9978,270.0649,1.30997504678727,7.61819181946403,0.4880332743
"76","48","SWH","202310","UPCON","LysA","20cm","48","SWH","48_SWH_202310_UPCON_LysA_20cm",37.5939,215.4962,1.17261072988147,6.07887729196051,0.3894276334
"77","49","SWH","202310","UPCON","LysA","45cm","49","SWH","49_SWH_202310_UPCON_LysA_45cm",32.6709,258.6919,1.019054897068,7.29737376586742,0.4674822633
"78","5","MSM","202310","UP","LysC","10cm","5","MSM","5_MSM_202310_UP_LysC_10cm",80.3605,983.8201,2.50656581409857,27.7523300423131,1.7777889207
"79","50","SWH","202310","UPCON","LysB","10cm","50","SWH","50_SWH_202310_UPCON_LysB_10cm",55.7036,522.5632,1.73747972551466,14.7408519040903,0.9442977024
"80","51","SWH","202310","UPCON","LysB","20cm","51","SWH","51_SWH_202310_UPCON_LysB_20cm",54.0858,316.7978,1.68701809107923,8.9364682651622,0.5724796246
"81","52","SWH","202310","UPCON","LysB","45cm","52","SWH","52_SWH_202310_UPCON_LysB_45cm",14.7359,187.7368,0.45963505926388,5.29581946403385,0.3392663976
"82","53","SWH","202310","UPCON","LysC","10cm","53","SWH","53_SWH_202310_UPCON_LysC_10cm",136.2152,1353.7206,4.24875857766687,38.1867588152327,2.4461991242
"83","54","SWH","202310","UPCON","LysC","20cm","54","SWH","54_SWH_202310_UPCON_LysC_20cm",92.8373,965.1334,2.89573611977542,27.2252016925247,1.7440220538
"84","55","SWH","202310","UPCON","LysC","45cm","55","SWH","55_SWH_202310_UPCON_LysC_45cm",4.7081,198.6767,0.146852776044916,5.60442031029619,0.3590347969
"85","56","SWH","202310","UP","LysA","10cm","56","SWH","56_SWH_202310_UP_LysA_10cm",147.2382,1445.3825,4.59258265751716,40.7724259520451,2.6118321775
"86","57","SWH","202310","UP","LysA","20cm","57","SWH","57_SWH_202310_UP_LysA_20cm",119.4922,1329.1047,3.72714285714286,37.4923751763047,2.4017181929
"87","58","SWH","202310","UP","LysA","45cm","58","SWH","58_SWH_202310_UP_LysA_45cm",0.4711,308.5425,0.0146943231441048,8.70359661495063,0.5575622975
"88","59","SWH","202310","UP","LysB","10cm","59","SWH","59_SWH_202310_UP_LysB_10cm",122.0597,1274.8846,3.80722707423581,35.9628942172073,2.3037424722
"89","6","MSM","202310","UP","LysC","20cm","6","MSM","6_MSM_202310_UP_LysC_20cm",119.0145,841.639,3.71224266999376,23.7415796897038,1.520867673
"90","60","SWH","202310","UP","LysB","20cm","60","SWH","60_SWH_202310_UP_LysB_20cm",0.9322,103.1652,0.0290767311291329,2.91016078984485,0.1864455164
"91","61","SWH","202310","UP","LysB","45cm","61","SWH","61_SWH_202310_UP_LysB_45cm",5.6347,121.555,0.175754834684966,3.42891396332863,0.219675885
"92","62","SWH","202310","UP","LysC","10cm","62","SWH","62_SWH_202310_UP_LysC_10cm",136.8769,78.2979,4.26939800374298,2.20868547249647,0.1415103053
"93","63","SWH","202310","UP","LysC","20cm","63","SWH","63_SWH_202310_UP_LysC_20cm",113.2862,1151.7192,3.53356830941984,32.4885528913963,2.0811825944
"94","64","SWH","202310","UP","LysC","45cm","64","SWH","64_SWH_202310_UP_LysC_45cm",147.553,10.1302,4.60240174672489,0.285760225669958,0.0183312714
"95","65","SWH","202310","TR","LysA","10cm","65","SWH","65_SWH_202310_TR_LysA_10cm",169.5438,2622.3081,5.28832813474735,73.9720197461213,4.7385367367
"96","66","SWH","202310","TR","LysA","20cm","66","SWH","66_SWH_202310_TR_LysA_20cm",163.2511,2407.8787,5.09204928259513,67.9232355430183,4.3510628109
"97","67","SWH","202310","TR","LysA","45cm","67","SWH","67_SWH_202310_TR_LysA_45cm",72.4193,1981.7573,2.25886774797255,55.9028857545839,3.5810614411
"98","68","SWH","202310","TR","LysB","10cm","68","SWH","68_SWH_202310_TR_LysB_10cm",250.5199,2353.6279,7.81409544603868,66.3928885754584,4.2530316153
"99","69","SWH","202310","TR","LysB","20cm","69","SWH","69_SWH_202310_TR_LysB_20cm",244.124,2383.8801,7.61459762944479,67.2462651622003,4.3076973407
"100","7","MSM","202310","UP","LysC","45cm","7","MSM","7_MSM_202310_UP_LysC_45cm",147.6944,1746.7746,4.60681222707424,49.2743187588152,3.1564477022
"101","70","SWH","202310","TR","LysB","45cm","70","SWH","70_SWH_202310_TR_LysB_45cm",50.7395,74.6209,1.58264192139738,2.10496191819464,0.1348659663
"102","71","SWH","202310","TR","LysC","10cm","71","SWH","71_SWH_202310_TR_LysC_10cm",273.6427,2523.5393,8.53533063006862,71.1858758815233,4.5600615151
"103","72","SWH","202310","TR","LysC","20cm","72","SWH","72_SWH_202310_TR_LysC_20cm",231.7983,2504.0476,7.23014036182158,70.6360394922426,4.5248400132
"104","73","SWH","202310","TR","LysC","45cm","73","SWH","73_SWH_202310_TR_LysC_45cm",116.9843,2416.002,3.648917654398,68.1523836389281,4.365741614
"105","74","SWH","202310","WC","LysA","10cm","74","SWH","74_SWH_202310_WC_LysA_10cm",2.5344,2440.8647,0.0790517779164067,68.8537291960508,4.4106685129
"106","75","SWH","202310","WC","LysA","20cm","75","SWH","75_SWH_202310_WC_LysA_20cm",1.9752,2108.3674,0.0616094822208359,59.4743977433004,3.8098458918
"107","76","SWH","202310","WC","LysA","45cm","76","SWH","76_SWH_202310_WC_LysA_45cm",62.9489,77.8392,1.96347161572052,2.1957461212976,0.1406814344
"108","77","SWH","202310","WC","LysB","10cm","77","SWH","77_SWH_202310_WC_LysB_10cm",22.1231,3021.6968,0.690053025577043,85.2382736248237,5.4602321176
"109","78","SWH","202310","WC","LysB","20cm","78","SWH","78_SWH_202310_WC_LysB_20cm",0,2097.6714,0,59.1726770098731,3.7905182198
"110","79","SWH","202310","WC","LysB","45cm","79","SWH","79_SWH_202310_WC_LysB_45cm",0.6654,1387.4582,0.0207548346849657,39.1384541607898,2.5071629674
"111","8","MSM","202310","TR","LysA","10cm","8","MSM","8_MSM_202310_TR_LysA_10cm",702.8722,6678.7219,21.9236494073612,188.398361071932,12.0684764733
"112","80","SWH","202310","WC","LysC","10cm","80","SWH","80_SWH_202310_WC_LysC_10cm",126.1397,3120.8934,3.93448845913911,88.036485190409,5.6394803738
"113","81","SWH","202310","WC","LysC","20cm","81","SWH","81_SWH_202310_WC_LysC_20cm",255.7044,2966.3111,7.97580786026201,83.6759125528914,5.3601501577
"114","82","SWH","202310","WC","LysC","45cm","82","SWH","82_SWH_202310_WC_LysC_45cm",0.8988,1622.3449,0.0280349344978166,45.7643131170663,2.9316032343
"115","83","SWH","202310","SW","A","83","SWH","202310","83_SWH_202310_SW_A",374.4315,2798.5196,11.6790860885839,78.9427249647391,5.0569509172
"116","84","SWH","202310","SW","B","84","SWH","202310","84_SWH_202310_SW_B",365.4349,2737.3174,11.3984684965689,77.216287729196,4.9463585418
"117","85","SWH","202310","SW","C","85","SWH","202310","85_SWH_202310_SW_C",363.4946,2720.6312,11.3379475982533,76.7455909732017,4.9162065784
"118","86","GWI","202310","UP","LysA","45cm","86","GWI","86_GWI_202310_UP_LysA_45cm",661.3168,5261.004,20.6274734872115,148.406318758815,9.506660228
"119","87","GWI","202310","UP","LysB","10cm","87","GWI","87_GWI_202310_UP_LysB_10cm",434.7648,3598.4837,13.5609731752963,101.508708039492,6.5024860459
"120","88","GWI","202310","UP","LysB","20cm","88","GWI","88_GWI_202310_UP_LysB_20cm",450.0776,3721.3545,14.0386026200873,104.974739069111,6.7245135815
"121","89","GWI","202310","UP","LysC","10cm","89","GWI","89_GWI_202310_UP_LysC_10cm",856.5254,6612.5143,26.7163256394261,186.530727785614,11.9488393401
"122","9","MSM","202310","TR","LysA","20cm","9","MSM","9_MSM_202310_TR_LysA_20cm",652.7621,5531.6413,20.3606394260761,156.040657263752,9.9957018291
"123","90","GWI","202310","UP","LysC","20cm","90","GWI","90_GWI_202310_UP_LysC_20cm",638.5644,114.9096,19.9177916406737,3.24145557122708,0.2076676472
"124","91","GWI","202310","UP","LysC","45cm","91","GWI","91_GWI_202310_UP_LysC_45cm",0,2411.5128,0,68.0257489421721,4.3576296296
"125","92","GWI","202310","TR","LysA","10cm","92","GWI","92_GWI_202310_TR_LysA_10cm",1018.1034,10663.45,31.7561883967561,300.802538787024,19.26888015
"126","93","GWI","202310","TR","LysA","20cm","93","GWI","93_GWI_202310_TR_LysA_20cm",671.7054,9420.6483,20.9515096693699,265.744662905501,17.0231374781
"127","94","GWI","202310","TR","LysA","45cm","94","GWI","94_GWI_202310_TR_LysA_45cm",875.154,9262.5911,27.2973799126638,261.286067700987,16.7375281177
"128","95","GWI","202310","TR","LysB","10cm","95","GWI","95_GWI_202310_TR_LysB_10cm",1467.8638,11101.5813,45.7848970679975,313.161672778561,20.0605834091
"129","96","GWI","202310","TR","LysB","20cm","96","GWI","96_GWI_202310_TR_LysB_20cm",616.0395,9305.8738,19.215205864005,262.507018335684,16.8157399566
"130","97","GWI","202310","TR","LysB","45cm","97","GWI","97_GWI_202310_TR_LysB_45cm",1087.8386,8939.7778,33.9313349968808,252.179909732017,16.1542044846
"131","98","GWI","202310","TR","LysC","10cm","98","GWI","98_GWI_202310_TR_LysC_10cm",1522.5492,11275.9861,47.490617592015,318.08141325811,20.3757328827
"132","99","GWI","202310","TR","LysC","20cm","99","GWI","99_GWI_202310_TR_LysC_20cm",1298.2484,10784.4806,40.4943356207112,304.216660084626,19.4875824442
"133","S1S2","BZ","S1S2","BZ","S1S2","BZ","S1S2","BZ","S1S2_BZ",1781.6457,15145.6824,55.5722301933874,427.240688293371,27.3682740968
"134","S1S2","GreyZ","S1S2","GreyZ","S1S2","GreyZ","S1S2","GreyZ","S1S2_GreyZ",515.9173,18041.8099,16.0922426699938,508.936809590973,32.6015764893
"135","S1S2","GZ","S1S2","GZ","S1S2","GZ","S1S2","GZ","S1S2_GZ",595.8678,18954.026,18.5860199625702,534.66928067701,34.249950982
"136","S1S2","RZ","S1S2","RZ","S1S2","RZ","S1S2","RZ","S1S2_RZ",1769.6513,16154.9319,55.1981066749844,455.710349788434,29.1919879433
"137","S1S2","WZ","S1S2","WZ","S1S2","WZ","S1S2","WZ","S1S2_WZ",1158.0375,33352.2387,36.120945102932,940.824787023977,60.2675213309
"138","S1U2","BZ","S1U2","BZ","S1U2","BZ","S1U2","BZ","S1U2_BZ",1901.2635,17467.4686,59.3032907049283,492.73536248237,31.5637417602
"139","S1U2","GreyZ","S1U2","GreyZ","S1U2","GreyZ","S1U2","GreyZ","S1U2_GreyZ",889.9996,17284.914,27.7604366812227,487.585726375176,31.233865598
"140","S1U2","RZ","S1U2","RZ","S1U2","RZ","S1U2","RZ","S1U2_RZ",1874.8963,16612.378,58.4808577666875,468.614330042313,30.018593046
"141","S1U2","WZ","S1U2","WZ","S1U2","WZ","S1U2","WZ","S1U2_WZ",914.7075,15234.8483,28.5311135371179,429.755946403385,27.5293968781
"142","S2S2","BZ","S2S2","BZ","S2S2","BZ","S2S2","BZ","S2S2_BZ",1897.3703,17961.5339,59.1818558951965,506.672324400564,32.4565177573
"143","S2S2","GreyZ","S2S2","GreyZ","S2S2","GreyZ","S2S2","GreyZ","S2S2_GreyZ",567.6313,16721.2405,17.7052807236432,471.685204513399,30.2153075835
"144","S2S2","GW","S2S2","GW","S2S2","GW","S2S2","GW","S2S2_GW",589.934,16731.4333,18.4009357454772,471.972730606488,30.2337259731
"145","S2S2","RZ","S2S2","RZ","S2S2","RZ","S2S2","RZ","S2S2_RZ",1609.8799,17119.5204,50.2145945102932,482.920180535966,30.9349993628
"146","S2S2","WZ","S2S2","WZ","S2S2","WZ","S2S2","WZ","S2S2_WZ",837.4849,15360.9032,26.122423580786,433.311796897038,27.7571780824
"147","S2U2","BZ","S2U2","BZ","S2U2","BZ","S2U2","BZ","S2U2_BZ",1953.2917,18274.2809,60.9261291328759,515.494524682652,33.0216515863
"148","S2U2","GreyZ","S2U2","GreyZ","S2U2","GreyZ","S2U2","GreyZ","S2U2_GreyZ",1341.8877,15760.739,41.8555115408609,444.590662905501,28.479681373
"149","S2U2","GW","S2U2","GW","S2U2","GW","S2U2","GW","S2U2_GW",1355.8277,17718.7274,42.2903212726138,499.823057827927,32.0177664118
"150","S2U2","GZ","S2U2","GZ","S2U2","GZ","S2U2","GZ","S2U2_GZ",423.3173,16826.7319,13.2039082969432,474.66098448519,30.4059305433
"151","S2U2","WZ","S2U2","WZ","S2U2","WZ","S2U2","WZ","S2U2_WZ",490.7968,15268.2856,15.3086961946351,430.699170662905,27.5898180792
