"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_rundate","Run_notes","Field_notes"
"26","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_NANA_TR_NA",NA,NA,NA,NA,NA,11.81,983.265340104904,"",1.317,94.0264302084003,"","5/3/2023 8:40:48 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"27","COMPASS: Synoptic","CB","MSM","TR","B",10,"MSM_202304_TR_LysB_10cm",2023,4,24,NA,NA,23.67,1970.69353092998,"",0.9926,70.8660855162172,"","5/3/2023 9:06:31 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"28","COMPASS: Synoptic","CB","MSM","TR","B",20,"MSM_202304_TR_LysB_20cm",2023,4,24,NA,NA,37.35,3109.64948796936,"",2.001,142.860202617319,"","5/3/2023 9:24:09 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"29","COMPASS: Synoptic","CB","MSM","TR","B",45,"MSM_202304_TR_LysB_45cm",2023,4,24,NA,NA,31.51,2623.42852385314,"",2.416,172.48888032156,"","5/3/2023 9:50:12 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"30","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_NANA_TR_NA",NA,NA,NA,NA,NA,17.77,1479.47714594955,"",1.003,71.6085873189259,"","5/3/2023 10:15:13 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"31","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_NANA_TR_NA",NA,NA,NA,NA,NA,25.4,2114.72816584797,"",2.716,193.907201553542,"","5/3/2023 11:54:51 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"32","COMPASS: Synoptic","CB","MSM","TR","C",45,"MSM_202304_TR_LysC_45cm",2023,4,24,NA,NA,13.79,1148.11422862376,"",1.767,126.153912056373,"","5/3/2023 12:12:22 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"33","COMPASS: Synoptic","CB","GWI","TR","A",10,"GWI_202304_TR_LysA_10cm",2023,4,25,NA,NA,43.62,3631.67096827908,"",1.416,101.094476214954,"","5/3/2023 9:13:23 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"34","COMPASS: Synoptic","CB","GWI","TR","A",20,"GWI_202304_TR_LysA_20cm",2023,4,25,NA,NA,64.21,5345.93289484639,"",1.807,129.009688220637,"","5/3/2023 9:31:39 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"35","COMPASS: Synoptic","CB","GWI","TR","B",10,"GWI_202304_TR_LysB_10cm",2023,4,25,NA,NA,29.48,2454.4167846141,"",0.9186,65.5828996123284,"","5/3/2023 9:57:41 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"36","COMPASS: Synoptic","CB","GWI","TR","B",20,"GWI_202304_TR_LysB_20cm",2023,4,25,NA,NA,126.3,10515.3609191574,"value above cal curve",3.092,220.751497497626,"value above cal curve","5/3/2023 10:16:11 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"37","COMPASS: Synoptic","CB","GWI","TR","B",45,"GWI_202304_TR_LysB_45cm",2023,4,25,NA,NA,26.98,2246.27424860545,"",0.9154,65.3544375191872,"","5/3/2023 10:34:08 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"38","COMPASS: Synoptic","CB","GWI","TR","C",10,"GWI_202304_TR_LysC_10cm",2023,4,25,NA,NA,32.64,2717.50895012905,"",0.9503,67.8461022225078,"","5/3/2023 10:52:46 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"39","COMPASS: Synoptic","CB","GWI","TR","C",20,"GWI_202304_TR_LysC_20cm",2023,4,25,NA,NA,41.1,3421.86329198235,"",0.9915,70.7875516717,"","5/4/2023 10:58:06 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"40","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202304_TR_LysA_45cm",2023,4,19,NA,NA,9.826,818.083423528432,"",0.3802,27.1441524413316,"","5/4/2023 12:27:14 PM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"41","COMPASS: Synoptic","CB","GCW","WC","A",10,"GCW_202304_WC_LysA_10cm",2023,4,19,NA,NA,39.06,3252.01898259928,"",0.6799,48.5410553520815,"","5/2/2023 5:31:58 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"42","COMPASS: Synoptic","CB","GCW","WC","A",20,"GCW_202304_WC_LysA_20cm",2023,4,19,NA,NA,59.84,4982.09974190326,"",0.9757,69.6595200868156,"","5/2/2023 5:49:56 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"43","COMPASS: Synoptic","CB","GCW","WC","A",45,"GCW_202304_WC_LysA_45cm",2023,4,19,NA,NA,129.3,10765.1319623678,"value above cal curve",4.536,323.845017027565,"value above cal curve","5/2/2023 6:08:56 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"44","COMPASS: Synoptic","CB","GCW","WC","B",10,"GCW_202304_WC_LysB_10cm",2023,4,19,NA,NA,34.05,2834.90134043793,"",0.7365,52.5819786245154,"","5/2/2023 6:37:22 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"45","COMPASS: Synoptic","CB","GCW","WC","B",20,"GCW_202304_WC_LysB_20cm",2023,4,19,NA,NA,45.63,3799.01756723004,"",1.277,91.170654044136,"","5/2/2023 7:02:57 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"46","COMPASS: Synoptic","CB","GCW","WC","B",45,"GCW_202304_WC_LysB_45cm",2023,4,19,NA,NA,117.2,9757.72208808592,"value above cal curve",5.198,371.108112546139,"value above cal curve","5/2/2023 7:21:03 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
"47","COMPASS: Synoptic","CB","GCW","WC","C",10,"GCW_202304_WC_LysC_10cm",2023,4,19,NA,NA,30.76,2560.98576305054,"",0.4983,35.5758315663218,"","5/2/2023 7:38:47 AM","Standard Curve was assessed manually on the instrument.
    Check GCW SW samples, because the npoc values are 0.0000. 
  Some sample IDs are missing from metadata: 202304_MSM_UP_LysA_45cm, 202304_MSM_UP_LysB_45cm, 202304_GWI_UP_LysA_20cm, 
  202304_MSM_TR_LysA_45cm, 202304_MSM_TR_LysC_10cm, 202304_MSM_TR_LysC_20cm",NA
