"","Year","Site","Zone","Depth_cm","min_NOx_mgL","max_NOx_mgL","mean_NOx_mgL","sd_NOx_mgL","min_NH3_mgL","max_NH3_mgL","mean_NH3_mgL","sd_NH3_mgL","min_PO4_mgL","max_PO4_mgL","mean_PO4_mgL","sd_PO4_mgL"
"56",2023,"MSM","WC",10,0,0.0311,0.00691764705882353,0.00806568621492598,0,1.989,0.561438888888889,0.564347014791941,0.005,0.0865,0.0364666666666667,0.0220204984716781
"57",2023,"MSM","WC",20,0,0.0208,0.00679444444444444,0.00593558285182253,0.1996,2.9515,1.01917222222222,0.791697651591785,0.0184,0.0666,0.0413277777777778,0.0166406944692312
"58",2023,"MSM","WC",45,0,0.0126,0.00617692307692308,0.00445143307377033,0.1368,1.9738,0.8801,0.742962974627045,0.0041,0.0197,0.00747692307692308,0.00437724301475899
"59",2023,"SWH","SW",0,0,0.0772,0.03178,0.0312253376969043,0.0064,0.1816,0.03202,0.0444270863325517,0.0078,0.0168,0.0109933333333333,0.00251380947870719
"60",2023,"SWH","SWAMP",10,0.0029,0.0755,0.0174,0.0188372351626089,0.0221,1.4817,0.446293333333333,0.468470827673349,0.0034,0.0722,0.0224133333333333,0.0228473464125539
"61",2023,"SWH","SWAMP",20,0.0017,0.5067,0.0449133333333333,0.12840713079146,0.0274,1.7492,0.900766666666667,0.463199826774373,0.0027,0.0681,0.0155733333333333,0.0171538611508008
"62",2023,"SWH","SWAMP",45,0.0015,0.014,0.0073,0.00436250255832917,0.6404,1.9169,1.02042,0.363600391324636,0.0029,0.0125,0.00629333333333333,0.00309849425796897
"63",2023,"SWH","TR",10,2e-04,0.1482,0.0375466666666667,0.0464460649827405,0.0225,0.7692,0.271726666666667,0.250323355073469,0.0048,0.083,0.0242733333333333,0.0247002159234827
"64",2023,"SWH","TR",20,0,0.014,0.00683333333333333,0.00378128222142903,0.1656,2.7205,1.11444666666667,0.759778683815855,0.0074,1.0901,0.26852,0.329556282208149
"65",2023,"SWH","TR",45,4e-04,0.0144,0.00522666666666667,0.00440332125732817,0.0141,2.5657,1.82424,0.604440900809524,0.0072,0.4399,0.2796,0.131561050467074
"66",2023,"SWH","UP",10,9e-04,0.0259,0.00927857142857143,0.0060263751793427,0.016,0.1677,0.0578571428571429,0.0524474786999148,0.0034,0.0546,0.0176357142857143,0.0166736829553852
"67",2023,"SWH","UP",20,0,0.019,0.00960666666666667,0.00483889991433511,0.0119,0.364,0.0827,0.090210365258101,0.0029,0.0191,0.00737333333333333,0.00468606851158176
"68",2023,"SWH","UP",45,0,0.0109,0.00648666666666667,0.00339576767391971,0.0546,0.3567,0.173326666666667,0.103591025994855,0.0029,0.006,0.00414666666666667,0.000856793579630029
"69",2023,"SWH","WC",10,0,0.012,0.00416428571428571,0.0043091329027574,0.0287,0.3193,0.0849142857142857,0.0979407109283104,0.0111,0.4052,0.0943428571428571,0.125938664645721
"70",2023,"SWH","WC",20,0,0.0175,0.00557857142857143,0.00620324711141469,0.0137,0.1126,0.04235,0.0250414656120603,0.0072,0.0725,0.0260857142857143,0.0212606482694006
"71",2023,"SWH","WC",45,0,0.0199,0.00617142857142857,0.00759234721701637,0.0159,0.3402,0.0647142857142857,0.0822705280171446,0.0085,0.4678,0.0756571428571429,0.122657250494625
"72",2024,"GCW","SW",0,0,0.0424,0.0144166666666667,0.0135087738043454,0.0387,0.386,0.123208333333333,0.113038364029316,0.0335,0.0704,0.0456083333333333,0.011442938142511
"73",2024,"GCW","TR",10,0.0097,0.0234,0.01528,0.00524709443406539,0.0478,0.1299,0.09678,0.0308737266943918,0.0044,0.0161,0.01062,0.0042984881062997
"74",2024,"GCW","TR",20,0,0.0266,0.00931666666666667,0.00890789571451115,0.0221,0.8429,0.297481818181818,0.304547588459281,0.0043,0.0542,0.0135272727272727,0.0147630681708845
"75",2024,"GCW","TR",45,0,0.0251,0.01022,0.0101704146097066,0.1214,1.5601,0.67075,0.578182930010525,0.0037,0.0284,0.01259,0.00805625360960181
"76",2024,"GCW","UP",10,0.0173,0.0173,0.0173,NA,0.0707,0.0707,0.0707,NA,0.0098,0.0098,0.0098,NA
"77",2024,"GCW","WC",10,0,0.0561,0.0143333333333333,0.0182383379093866,0.0804,0.5505,0.339625,0.154213100050783,0.0527,0.3685,0.175733333333333,0.0906887617908168
"78",2024,"GCW","WC",20,0,0.0683,0.019775,0.0235472494050888,0.0607,1.5184,0.532133333333333,0.433240549040984,0.0075,0.2668,0.1562,0.0909481670563464
"79",2024,"GCW","WC",45,0,0.0414,0.0133333333333333,0.0131665784423588,0.1904,2.3854,0.993775,0.691718840839779,0.0932,0.3296,0.209258333333333,0.066570857100923
"80",2024,"GWI","SW",0,0,0.0557,0.0170916666666667,0.0181049696007042,0.2754,0.5374,0.404922222222222,0.0951925782004272,0.0082,0.0261,0.0134444444444444,0.00547382661195783
"81",2024,"GWI","TR",10,0,0.2149,0.0352333333333333,0.0600186991063972,0.04,0.7095,0.477966666666667,0.25366814443284,0.0049,0.0159,0.00894444444444444,0.00367903217949745
"82",2024,"GWI","TR",20,0,0.0553,0.0173454545454545,0.022592758292708,0.3093,0.8365,0.5804625,0.150663389595103,0.0061,0.0115,0.0087125,0.00211554619762503
"83",2024,"GWI","TR",45,0,0.055,0.0162875,0.0214818486501644,0.3547,1.2691,0.80035,0.315454489586057,0.0093,0.0244,0.01585,0.00667015741943172
"84",2024,"GWI","UP",10,0,0.0596,0.0216166666666667,0.0277728944596466,0.0425,0.1597,0.09095,0.0511794555135815,0.0073,0.0614,0.0343,0.0247759291786739
"85",2024,"GWI","UP",20,0,0.0584,0.0250727272727273,0.024788065310108,0.0509,0.5452,0.2397125,0.149708940829483,0.0081,0.0264,0.015025,0.00592735787923856
"86",2024,"GWI","UP",45,0,0.2968,0.094925,0.123962583640618,0.0769,0.3208,0.18492,0.100326252795567,0.0095,0.0155,0.0122,0.0026153393661244
"87",2024,"GWI","WC",10,0,0.0511,0.0200363636363636,0.0218552635640604,0.1642,0.8605,0.59915,0.245994727005043,0.0051,0.0148,0.009375,0.00323496522392436
"88",2024,"GWI","WC",20,0,0.0518,0.0225375,0.0216754592965013,0.5529,0.8686,0.73748,0.144653990612081,0.0059,0.0107,0.0085,0.00189736659610103
"89",2024,"GWI","WC",45,0,0.0457,0.0138333333333333,0.0170912258191155,0.4446,1.0997,0.8232,0.224214168449127,0.0061,0.0204,0.0107428571428571,0.00484487947660797
"90",2024,"MSM","SW",0,0,0.0532,0.0173166666666667,0.0180191228387729,0.0578,0.5239,0.194008333333333,0.126253276885166,0.0031,0.0061,0.00434166666666667,0.000819598941094011
"91",2024,"MSM","TR",10,0.0026,0.1545,0.0403909090909091,0.0443603528963748,0.4019,2.3939,1.16707272727273,0.572904878825288,0.0058,0.0122,0.0083,0.00186868938028769
"92",2024,"MSM","TR",20,0,0.035,0.00733333333333333,0.00994396421164237,1.3199,3.1041,2.47355,0.488088057442693,0.0065,0.016,0.010875,0.00310370013781205
"93",2024,"MSM","TR",45,0,0.027,0.009,0.00900111104253247,1.4551,3.2651,2.45011818181818,0.589257087896585,0.0124,0.0263,0.0165727272727273,0.00419358817937358
"94",2024,"MSM","UP",10,0.0103,0.0476,0.0329333333333333,0.0154427545038658,0.0159,0.2039,0.0752166666666667,0.0813036879032352,0.0042,0.0065,0.00558333333333333,0.000752108148251743
"95",2024,"MSM","UP",20,0.0083,1.8177,0.288657142857143,0.674652169287115,0.0188,0.2147,0.0863571428571429,0.0720534259454482,0.004,0.0108,0.00645714285714286,0.00231722329729437
"96",2024,"MSM","UP",45,0.0098,0.6876,0.138857142857143,0.249999759047503,0.0683,0.9971,0.517557142857143,0.406610517396123,0.0041,0.0755,0.0158285714285714,0.0263555000133251
"97",2024,"MSM","WC",10,0.0027,0.0532,0.0253222222222222,0.0180060252261415,0.148,1.3503,0.681822222222222,0.424995566970344,0.0225,0.0849,0.0534111111111111,0.0185974087203328
"98",2024,"MSM","WC",20,0,0.0353,0.012975,0.0117550859399047,0.3736,1.7251,0.932333333333333,0.419995758275839,0.0376,0.0881,0.0546833333333333,0.0144865350228996
"99",2024,"MSM","WC",45,0.0212,0.0332,0.02784,0.00458835482498902,0.2228,1.8447,0.90998,0.701847972854521,0.0035,0.0198,0.00908,0.00638490407132323
"100",2024,"SWH","SW",0,0,0.0838,0.0448,0.0321061676317807,0.0215,0.0538,0.0373266666666667,0.0117586725846237,0.0107,0.0246,0.0183888888888889,0.00411952151546024
"101",2024,"SWH","SWAMP",10,0,0.2017,0.02204,0.0477036068370428,0.0614,1.1632,0.374184210526316,0.318441052042181,0.0044,0.4616,0.07320625,0.151952363012228
"102",2024,"SWH","SWAMP",20,0,0.0282,0.00621428571428571,0.00817559084802351,0.0835,1.1304,0.560142857142857,0.3726555374222,0.0046,0.3432,0.0787722222222222,0.104627539989159
"103",2024,"SWH","SWAMP",45,0,0.0516,0.00781428571428571,0.0119948024458215,0.1344,1.21,0.48511,0.306382907830261,0.0045,0.2904,0.0802555555555556,0.0861411715610398
"104",2024,"SWH","TR",10,0,0.2018,0.0285857142857143,0.0435045432767003,0.0267,0.7081,0.252311764705882,0.209270972313269,0.011,0.2105,0.0537117647058824,0.0542474755444083
"105",2024,"SWH","TR",20,0,0.0305,0.00395714285714286,0.00714146843643318,0.6956,2.4722,1.29947222222222,0.48994908955878,0.1758,6.9734,1.27197222222222,2.05357626616294
"106",2024,"SWH","TR",45,0,0.0265,0.00534285714285714,0.00786330537551299,0.7255,11.7845,2.16212777777778,2.45766485601213,0.159,7.3861,1.36363888888889,2.16580044709433
"107",2024,"SWH","UP",10,0,0.0277,0.00831052631578947,0.00940241663597669,0.0112,0.1389,0.0535761904761905,0.0341271725280883,0.0041,0.0374,0.0124611111111111,0.00818873967813972
"108",2024,"SWH","UP",20,0,0.3103,0.03285,0.0819448755663156,0.012,0.3575,0.102455,0.103451623451432,0.0034,0.0704,0.0116941176470588,0.0158391315492768
"109",2024,"SWH","UP",45,0,0.0973,0.0131157894736842,0.0218209955765821,0.0175,0.3102,0.0803684210526316,0.0678938063991733,0.0025,0.08,0.00927058823529412,0.0183162074644931
"110",2024,"SWH","WC",10,0,0.0194,0.00314210526315789,0.00618414781603143,0.0215,0.4729,0.0790533333333333,0.110398077536747,0.0281,0.4575,0.1905125,0.124448832189512
"111",2024,"SWH","WC",20,0,0.0231,0.00408125,0.00650786383283076,0.0255,0.3034,0.05868,0.0691159811993063,0.0298,0.5327,0.130507142857143,0.137151692910193
"112",2024,"SWH","WC",45,0,0.0207,0.00548,0.00604178308590625,0.012,0.0551,0.0357307692307692,0.013863464250527,0.0464,0.271,0.142628571428571,0.0656084707074584
