"Project","Region","Sample_ID","Year","Month","Site","Plot","Replicate","Depth_cm","Machine","CH4_ppm","CH4_flag","CO2_ppm","CO2_flag"
"COMPASS: Synoptic","CB","MSM_TR_SGWB_10cm",2023,9,"MSM","TR","B",10,"Varian GC",280,NA,92039,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWB_20cm",2023,9,"MSM","TR","B",20,"Varian GC",31,NA,66238,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWB_45cm",2023,9,"MSM","TR","B",45,"Varian GC",255,NA,96627,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWC_10cm",2023,9,"MSM","TR","C",10,"Varian GC",13,NA,28891,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWC_20cm",2023,9,"MSM","TR","C",20,"Varian GC",25,NA,32079,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWC_45cm",2023,9,"MSM","TR","C",45,"Varian GC",28,NA,28584,NA
"COMPASS: Synoptic","CB","MSM_TR_ATM",2023,9,"MSM","TR","ATM",0,"Varian GC",3,NA,455,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWA_10cm",2023,9,"MSM","WC","A",10,"Varian GC",836,NA,35691,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWA_20cm",2023,9,"MSM","WC","A",20,"Varian GC",194,NA,52742,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWA_45cm",2023,9,"MSM","WC","A",45,"Varian GC",21,NA,47367,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWB_10cm",2023,9,"MSM","WC","B",10,"Varian GC",822,NA,86308,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWB_20cm",2023,9,"MSM","WC","B",20,"Varian GC",253,NA,48021,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWB_45cm",2023,9,"MSM","WC","B",45,"Varian GC",1250,NA,86359,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWC_10cm",2023,9,"MSM","WC","C",10,"Varian GC",1972,NA,76376,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWC_20cm",2023,9,"MSM","WC","C",20,"Varian GC",398,NA,59566,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWC_45cm",2023,9,"MSM","WC","C",45,"Varian GC",25,NA,59372,"adl"
"COMPASS: Synoptic","CB","MSM_WC_ATM",2023,9,"MSM","WC","ATM",0,"Varian GC",14,NA,947,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWA_10cm",2023,9,"GWI","UP","A",10,"Varian GC",3,NA,4833,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWA_20cm",2023,9,"GWI","UP","A",20,"Varian GC",3,NA,8520,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWA_45cm",2023,9,"GWI","UP","A",45,"Varian GC",4,NA,52939,"adl"
"COMPASS: Synoptic","CB","GWI_UP_SGWB_10cm",2023,9,"GWI","UP","B",10,"Varian GC",3,NA,2387,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWB_20cm",2023,9,"GWI","UP","B",20,"Varian GC",2,NA,4203,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWB_45cm",2023,9,"GWI","UP","B",45,"Varian GC",2,NA,12658,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWC_10cm",2023,9,"GWI","UP","C",10,"Varian GC",2,NA,3753,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWC_20cm",2023,9,"GWI","UP","C",20,"Varian GC",2,NA,9167,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWC_45cm",2023,9,"GWI","UP","C",45,"Varian GC",2,NA,14487,NA
"COMPASS: Synoptic","CB","GWI_UP_ATM",2023,9,"GWI","UP","ATM",0,"Varian GC",3,NA,515,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWA_10cm",2023,9,"GWI","TR","A",10,"Varian GC",12,NA,15745,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWA_20cm",2023,9,"GWI","TR","A",20,"Varian GC",1486,NA,74723,"adl"
"COMPASS: Synoptic","CB","GWI_TR_SGWA_45cm",2023,9,"GWI","TR","A",45,"Varian GC",47,NA,87327,"adl"
"COMPASS: Synoptic","CB","GWI_TR_SGWB_10cm",2023,9,"GWI","TR","B",10,"Varian GC",6,NA,6798,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWB_20cm",2023,9,"GWI","TR","B",20,"Varian GC",223,NA,30678,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWB_45cm",2023,9,"GWI","TR","B",45,"Varian GC",303,NA,2571,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWC_10cm",2023,9,"GWI","TR","C",10,"Varian GC",6,NA,9757,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWC_20cm",2023,9,"GWI","TR","C",20,"Varian GC",9,NA,11413,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWC_45cm",2023,9,"GWI","TR","C",45,"Varian GC",188,NA,64313,"adl"
"COMPASS: Synoptic","CB","GWI_TR_ATM",2023,9,"GWI","TR","ATM",0,"Varian GC",3,NA,504,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWA_10cm",2023,9,"GWI","WC","A",10,"Varian GC",6,NA,16081,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWA_20cm",2023,9,"GWI","WC","A",20,"Varian GC",4,NA,9879,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWA_45cm",2023,9,"GWI","WC","A",45,"Varian GC",NA,"",NA,""
"COMPASS: Synoptic","CB","GWI_WC_SGWB_10cm",2023,9,"GWI","WC","B",10,"Varian GC",4,NA,11374,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWB_20cm",2023,9,"GWI","WC","B",20,"Varian GC",6,NA,36644,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWB_45cm",2023,9,"GWI","WC","B",45,"Varian GC",17,NA,88351,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWC_10cm",2023,9,"GWI","WC","C",10,"Varian GC",6,NA,41210,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWC_20cm",2023,9,"GWI","WC","C",20,"Varian GC",12,NA,53231,"adl"
"COMPASS: Synoptic","CB","GWI_WC_ATM",2023,9,"GWI","WC","ATM",0,"Varian GC",12,NA,1516,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWA_10cm",2023,9,"SWH","UP","A",10,"Varian GC",3,NA,34972,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWA_20cm",2023,9,"SWH","UP","A",20,"Varian GC",3,NA,51289,"adl"
"COMPASS: Synoptic","CB","SWH_UP_SGWA_45cm",2023,9,"SWH","UP","A",45,"Varian GC",14,NA,117408,"adl"
"COMPASS: Synoptic","CB","SWH_UP_SGWB_10cm",2023,9,"SWH","UP","B",10,"Varian GC",2,NA,19933,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWB_20cm",2023,9,"SWH","UP","B",20,"Varian GC",2,NA,23856,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWB_45cm",2023,9,"SWH","UP","B",45,"Varian GC",11,NA,57036,"adl"
"COMPASS: Synoptic","CB","SWH_UP_SGWC_10cm",2023,9,"SWH","UP","C",10,"Varian GC",2,NA,15365,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWC_20cm",2023,9,"SWH","UP","C",20,"Varian GC",4,NA,34196,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWC_45cm",2023,9,"SWH","UP","C",45,"Varian GC",9744,NA,118006,"adl"
"COMPASS: Synoptic","CB","SWH_UP_ATM",2023,9,"SWH","UP","ATM",0,"Varian GC",6,NA,594,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWA_10cm",2023,9,"SWH","TR","A",10,"Varian GC",65335,"adl",118111,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWA_20cm",2023,9,"SWH","TR","A",20,"Varian GC",135888,"adl",107436,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWA_45cm",2023,9,"SWH","TR","A",45,"Varian GC",6470,NA,11792,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWB_10cm",2023,9,"SWH","TR","B",10,"Varian GC",119785,"adl",60089,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWB_20cm",2023,9,"SWH","TR","B",20,"Varian GC",130185,"adl",79692,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWB_45cm",2023,9,"SWH","TR","B",45,"Varian GC",122019,"adl",65704,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWC_10cm",2023,9,"SWH","TR","C",10,"Varian GC",235,NA,55179,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWC_20cm",2023,9,"SWH","TR","C",20,"Varian GC",62473,"adl",49181,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWC_45cm",2023,9,"SWH","TR","C",45,"Varian GC",9184,NA,8752,NA
"COMPASS: Synoptic","CB","SWH_TR_ATM",2023,9,"SWH","TR","ATM",0,"Varian GC",74,NA,794,NA
"COMPASS: Synoptic","CB","SWH_WC_SGWA_10cm",2023,9,"SWH","WC","A",10,"Varian GC",49261,"adl",102548,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWA_20cm",2023,9,"SWH","WC","A",20,"Varian GC",91148,"adl",106513,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWA_45cm",2023,9,"SWH","WC","A",45,"Varian GC",37206,"adl",81515,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWB_10cm",2023,9,"SWH","WC","B",10,"Varian GC",59100,"adl",97880,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWB_20cm",2023,9,"SWH","WC","B",20,"Varian GC",72537,"adl",117693,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWB_45cm",2023,9,"SWH","WC","B",45,"Varian GC",13150,"adl",88639,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWC_10cm",2023,9,"SWH","WC","C",10,"Varian GC",59403,"adl",107883,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWC_20cm",2023,9,"SWH","WC","C",20,"Varian GC",41536,"adl",99242,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWC_45cm",2023,9,"SWH","WC","C",45,"Varian GC",50724,"adl",92483,"adl"
"COMPASS: Synoptic","CB","SWH_WC_ATM",2023,9,"SWH","WC","ATM",0,"Varian GC",41,NA,503,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWA_10cm",2023,10,"MSM","UP","A",10,"Varian GC",3,NA,8341,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWA_20cm",2023,10,"MSM","UP","A",20,"Varian GC",3,NA,11685,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWA_45cm",2023,10,"MSM","UP","A",45,"Varian GC",9,NA,48402,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWB_10cm",2023,10,"MSM","UP","B",10,"Varian GC",3,NA,3315,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWB_20cm",2023,10,"MSM","UP","B",20,"Varian GC",3,NA,8857,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWB_45cm",2023,10,"MSM","UP","B",45,"Varian GC",6,NA,72123,"adl"
"COMPASS: Synoptic","CB","MSM_UP_SGWC_10cm",2023,10,"MSM","UP","C",10,"Varian GC",3,NA,8021,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWC_20cm",2023,10,"MSM","UP","C",20,"Varian GC",3,NA,7081,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWC_45cm",2023,10,"MSM","UP","C",45,"Varian GC",4,NA,35564,NA
"COMPASS: Synoptic","CB","MSM_UP_ATM",2023,10,"MSM","UP","ATM",0,"Varian GC",3,NA,603,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWA_10cm",2023,10,"MSM","TR","A",10,"Varian GC",68,NA,53968,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWB_10cm",2023,10,"MSM","TR","B",10,"Varian GC",408,NA,57996,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWB_20cm",2023,10,"MSM","TR","B",20,"Varian GC",33,NA,33945,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWC_10cm",2023,10,"MSM","TR","C",10,"Varian GC",20,NA,64650,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWC_20cm",2023,10,"MSM","TR","C",20,"Varian GC",17,NA,72431,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWC_45cm",2023,10,"MSM","TR","C",45,"Varian GC",427,NA,115625,"adl"
"COMPASS: Synoptic","CB","MSM_TR_ATM",2023,10,"MSM","TR","ATM",0,"Varian GC",3,NA,671,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWA_10cm",2023,10,"MSM","WC","A",10,"Varian GC",1369,NA,33239,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWA_20cm",2023,10,"MSM","WC","A",20,"Varian GC",311,NA,59791,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWA_45cm",2023,10,"MSM","WC","A",45,"Varian GC",24,NA,60488,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWB_10cm",2023,10,"MSM","WC","B",10,"Varian GC",1628,NA,74838,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWB_20cm",2023,10,"MSM","WC","B",20,"Varian GC",797,NA,77112,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWB_45cm",2023,10,"MSM","WC","B",45,"Varian GC",555,NA,88977,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWC_10cm",2023,10,"MSM","WC","C",10,"Varian GC",2118,NA,69904,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWC_20cm",2023,10,"MSM","WC","C",20,"Varian GC",1096,NA,68995,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWC_45cm",2023,10,"MSM","WC","C",45,"Varian GC",13,NA,68249,"adl"
"COMPASS: Synoptic","CB","MSM_WC_ATM",2023,10,"MSM","WC","ATM",0,"Varian GC",3,NA,630,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWA_10cm",2023,10,"GWI","UP","A",10,"Varian GC",3,NA,4672,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWA_20cm",2023,10,"GWI","UP","A",20,"Varian GC",3,NA,7364,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWA_45cm",2023,10,"GWI","UP","A",45,"Varian GC",6,NA,62087,"adl"
"COMPASS: Synoptic","CB","GWI_UP_SGWB_10cm",2023,10,"GWI","UP","B",10,"Varian GC",3,NA,2204,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWB_20cm",2023,10,"GWI","UP","B",20,"Varian GC",3,NA,4675,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWB_45cm",2023,10,"GWI","UP","B",45,"Varian GC",2,NA,33017,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWC_10cm",2023,10,"GWI","UP","C",10,"Varian GC",3,NA,4970,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWC_20cm",2023,10,"GWI","UP","C",20,"Varian GC",3,NA,6332,NA
"COMPASS: Synoptic","CB","GWI_UP_SGWC_45cm",2023,10,"GWI","UP","C",45,"Varian GC",10,NA,55754,"adl"
"COMPASS: Synoptic","CB","GWI_UP_ATM",2023,10,"GWI","UP","ATM",0,"Varian GC",3,NA,606,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWA_10cm",2023,10,"GWI","TR","A",10,"Varian GC",3,NA,101485,"adl"
"COMPASS: Synoptic","CB","GWI_TR_SGWA_20cm",2023,10,"GWI","TR","A",20,"Varian GC",54,NA,65167,"adl"
"COMPASS: Synoptic","CB","GWI_TR_SGWA_45cm",2023,10,"GWI","TR","A",45,"Varian GC",10,NA,80665,"adl"
"COMPASS: Synoptic","CB","GWI_TR_SGWB_10cm",2023,10,"GWI","TR","B",10,"Varian GC",145,NA,39856,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWB_20cm",2023,10,"GWI","TR","B",20,"Varian GC",36,NA,77999,"adl"
"COMPASS: Synoptic","CB","GWI_TR_SGWC_10cm",2023,10,"GWI","TR","C",10,"Varian GC",33,NA,29889,NA
"COMPASS: Synoptic","CB","GWI_TR_SGWC_20cm",2023,10,"GWI","TR","C",20,"Varian GC",7,NA,64626,"adl"
"COMPASS: Synoptic","CB","GWI_TR_ATM",2023,10,"GWI","TR","ATM",0,"Varian GC",3,NA,662,NA
"COMPASS: Synoptic","CB","GWI_WC_SGWA_10cm",2023,10,"GWI","WC","A",10,"Varian GC",20,NA,139367,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWA_20cm",2023,10,"GWI","WC","A",20,"Varian GC",16,NA,117965,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWA_45cm",2023,10,"GWI","WC","A",45,"Varian GC",4,NA,64328,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWB_10cm",2023,10,"GWI","WC","B",10,"Varian GC",16,NA,139339,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWB_20cm",2023,10,"GWI","WC","B",20,"Varian GC",5,NA,80169,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWB_45cm",2023,10,"GWI","WC","B",45,"Varian GC",6,NA,82828,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWC_20cm",2023,10,"GWI","WC","C",20,"Varian GC",9,NA,112982,"adl"
"COMPASS: Synoptic","CB","GWI_WC_SGWC_45cm",2023,10,"GWI","WC","C",45,"Varian GC",150,NA,74964,"adl"
"COMPASS: Synoptic","CB","GWI_WC_ATM",2023,10,"GWI","WC","ATM",0,"Varian GC",3,NA,610,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWA_10cm",2023,10,"SWH","UP","A",10,"Varian GC",3,NA,12908,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWA_20cm",2023,10,"SWH","UP","A",20,"Varian GC",5,NA,23397,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWA_45cm",2023,10,"SWH","UP","A",45,"Varian GC",36,NA,87957,"adl"
"COMPASS: Synoptic","CB","SWH_UP_SGWB_10cm",2023,10,"SWH","UP","B",10,"Varian GC",3,NA,9271,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWB_20cm",2023,10,"SWH","UP","B",20,"Varian GC",3,NA,13485,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWB_45cm",2023,10,"SWH","UP","B",45,"Varian GC",49,NA,62167,"adl"
"COMPASS: Synoptic","CB","SWH_UP_SGWC_10cm",2023,10,"SWH","UP","C",10,"Varian GC",3,NA,6769,NA
"COMPASS: Synoptic","CB","SWH_UP_SGWC_20cm",2023,10,"SWH","UP","C",20,"Varian GC",7,NA,15708,NA
"COMPASS: Synoptic","CB","SWH_UP_ATM",2023,10,"SWH","UP","ATM",0,"Varian GC",6,NA,544,NA
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWA_10cm",2023,10,"SWH","SWAMP","A",10,"Varian GC",4750,NA,74081,"adl"
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWA_20cm",2023,10,"SWH","SWAMP","A",20,"Varian GC",79,NA,63097,"adl"
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWA_45cm",2023,10,"SWH","SWAMP","A",45,"Varian GC",479,NA,61307,"adl"
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWB_10cm",2023,10,"SWH","SWAMP","B",10,"Varian GC",10090,"adl",33084,NA
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWB_20cm",2023,10,"SWH","SWAMP","B",20,"Varian GC",230,NA,52865,"adl"
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWB_45cm",2023,10,"SWH","SWAMP","B",45,"Varian GC",69,NA,47584,NA
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWC_10cm",2023,10,"SWH","SWAMP","C",10,"Varian GC",53,NA,5270,NA
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWC_20cm",2023,10,"SWH","SWAMP","C",20,"Varian GC",278,NA,52824,"adl"
"COMPASS: Synoptic","CB","SWH_SWAMP_SGWC_45cm",2023,10,"SWH","SWAMP","C",45,"Varian GC",292,NA,58226,"adl"
"COMPASS: Synoptic","CB","SWH_SWAMP_ATM",2023,10,"SWH","SWAMP","ATM",0,"Varian GC",5,NA,682,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWA_10cm",2023,10,"SWH","TR","A",10,"Varian GC",60475,"adl",40918,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWA_20cm",2023,10,"SWH","TR","A",20,"Varian GC",124319,"adl",84278,"adl"
"COMPASS: Synoptic","CB","SWH_TR_SGWB_10cm",2023,10,"SWH","TR","B",10,"Varian GC",184,NA,42661,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWB_20cm",2023,10,"SWH","TR","B",20,"Varian GC",106018,"adl",49825,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWB_45cm",2023,10,"SWH","TR","B",45,"Varian GC",114019,"adl",47942,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWC_10cm",2023,10,"SWH","TR","C",10,"Varian GC",28,NA,34116,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWC_20cm",2023,10,"SWH","TR","C",20,"Varian GC",29814,"adl",26237,NA
"COMPASS: Synoptic","CB","SWH_TR_SGWC_45cm",2023,10,"SWH","TR","C",45,"Varian GC",1125,NA,5258,NA
"COMPASS: Synoptic","CB","SWH_TR_ATM",2023,10,"SWH","TR","ATM",0,"Varian GC",51,NA,592,NA
"COMPASS: Synoptic","CB","SWH_WC_SGWA_10cm",2023,10,"SWH","WC","A",10,"Varian GC",13442,"adl",66358,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWA_20cm",2023,10,"SWH","WC","A",20,"Varian GC",72302,"adl",94419,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWA_45cm",2023,10,"SWH","WC","A",45,"Varian GC",30388,"adl",93845,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWB_10cm",2023,10,"SWH","WC","B",10,"Varian GC",43716,"adl",84027,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWB_20cm",2023,10,"SWH","WC","B",20,"Varian GC",36976,"adl",87034,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWB_45cm",2023,10,"SWH","WC","B",45,"Varian GC",169,NA,90016,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWC_10cm",2023,10,"SWH","WC","C",10,"Varian GC",22741,"adl",52916,"adl"
"COMPASS: Synoptic","CB","SWH_WC_SGWC_20cm",2023,10,"SWH","WC","C",20,"Varian GC",14344,"adl",76821,"adl"
"COMPASS: Synoptic","CB","SWH_WC_ATM",2023,10,"SWH","WC","ATM",0,"Varian GC",15,NA,479,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWA_10cm",2023,10,"GCW","TR","A",10,"Varian GC",7,NA,7702,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWA_20cm",2023,10,"GCW","TR","A",20,"Varian GC",18,NA,33957,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWA_45cm",2023,10,"GCW","TR","A",45,"Varian GC",6,NA,3752,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWB_10cm",2023,10,"GCW","TR","B",10,"Varian GC",47,NA,13801,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWB_20cm",2023,10,"GCW","TR","B",20,"Varian GC",613,NA,40513,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWB_45cm",2023,10,"GCW","TR","B",45,"Varian GC",274,NA,46764,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWC_10cm",2023,10,"GCW","TR","C",10,"Varian GC",17,NA,31340,NA
"COMPASS: Synoptic","CB","GCW_TR_SGWC_20cm",2023,10,"GCW","TR","C",20,"Varian GC",99,NA,50628,"adl"
"COMPASS: Synoptic","CB","GCW_TR_SGWC_45cm",2023,10,"GCW","TR","C",45,"Varian GC",26,NA,53935,"adl"
"COMPASS: Synoptic","CB","GCW_TR_ATM",2023,10,"GCW","TR","ATM",0,"Varian GC",4,NA,648,NA
"COMPASS: Synoptic","CB","GCW_WC_SGWC_10cm",2023,10,"GCW","WC","C",10,"Varian GC",2830,NA,72273,"adl"
"COMPASS: Synoptic","CB","GCW_WC_SGWC_20cm",2023,10,"GCW","WC","C",20,"Varian GC",5864,NA,72598,"adl"
"COMPASS: Synoptic","CB","GCW_WC_SGWC_45cm",2023,10,"GCW","WC","C",45,"Varian GC",1867,NA,75193,"adl"
"COMPASS: Synoptic","CB","GCW_WC_ATM",2023,10,"GCW","WC","ATM",0,"Varian GC",8,NA,673,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWA_10cm",2023,11,"MSM","UP","A",10,"Varian GC",4,NA,4964,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWA_20cm",2023,11,"MSM","UP","A",20,"Varian GC",3,NA,9051,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWA_45cm",2023,11,"MSM","UP","A",45,"Varian GC",3,NA,18396,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWB_10cm",2023,11,"MSM","UP","B",10,"Varian GC",3,NA,2628,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWB_20cm",2023,11,"MSM","UP","B",20,"Varian GC",3,NA,11943,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWB_45cm",2023,11,"MSM","UP","B",45,"Varian GC",2,NA,61813,"adl"
"COMPASS: Synoptic","CB","MSM_UP_SGWC_10cm",2023,11,"MSM","UP","C",10,"Varian GC",3,NA,10251,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWC_20cm",2023,11,"MSM","UP","C",20,"Varian GC",3,NA,6246,NA
"COMPASS: Synoptic","CB","MSM_UP_SGWC_45cm",2023,11,"MSM","UP","C",45,"Varian GC",2,NA,40086,NA
"COMPASS: Synoptic","CB","MSM_UP_ATM",2023,11,"MSM","UP","ATM",0,"Varian GC",3,NA,640,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWA_10cm",2023,11,"MSM","TR","A",10,"Varian GC",8,NA,11436,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWA_20cm",2023,11,"MSM","TR","A",20,"Varian GC",8643,NA,33784,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWA_45cm",2023,11,"MSM","TR","A",45,"Varian GC",1030,NA,53807,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWB_10cm",2023,11,"MSM","TR","B",10,"Varian GC",9,NA,19398,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWB_20cm",2023,11,"MSM","TR","B",20,"Varian GC",27,NA,34243,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWB_45cm",2023,11,"MSM","TR","B",45,"Varian GC",104,NA,54421,"adl"
"COMPASS: Synoptic","CB","MSM_TR_SGWC_10cm",2023,11,"MSM","TR","C",10,"Varian GC",213,NA,48642,NA
"COMPASS: Synoptic","CB","MSM_TR_SGWC_20cm",2023,11,"MSM","TR","C",20,"Varian GC",17,NA,60904,"adl"
"COMPASS: Synoptic","CB","MSM_TR_ATM",2023,11,"MSM","TR","ATM",0,"Varian GC",3,NA,710,NA
"COMPASS: Synoptic","CB","MSM_WC_SGWA_20cm",2023,11,"MSM","WC","A",20,"Varian GC",337,NA,53986,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWA_45cm",2023,11,"MSM","WC","A",45,"Varian GC",12,NA,50067,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWB_10cm",2023,11,"MSM","WC","B",10,"Varian GC",1486,NA,57527,"adl"
"COMPASS: Synoptic","CB","MSM_WC_SGWB_20cm",2023,11,"MSM","WC","B",20,"Varian GC",821,NA,64029,"adl"
