Year,Month,Day,Site,Transect Location,Lysimeter,Depth_cm,Time (24hr),Time Zone_EDT/EST,    DIC     (if >50mL),SO4,FE,DOC,NUTR,GHG Shake,GHG Fill,Temp_c,pH,Conductivity_uScm,DO_mgL,Notes
2023,4,25,GWI,Transition,C,45,,,,x,,,x,,,,,,,
2023,4,25,GWI,Wetland,A,10,,,x,x,x,x,x,,,,,,0.672,
2023,4,25,GWI,Wetland,A,20,,,x,x,x,x,x,,,,,,,
2023,4,25,GWI,Wetland,A,45,,,x,x,x,x,x,,,,,,0.206,
2023,4,25,GWI,Wetland,B,10,,,x,x,x,x,x,,,,,,0.774,
2023,4,25,GWI,Wetland,B,20,,,,x,x,x,x,,,,,,0.74,
2023,4,25,GWI,Wetland,B,45,,,,x,x,x,x,,,,,,0.144,
2023,4,25,GWI,Wetland,C,10,,,x,x,x,x,x,,,,,,1.536,
2023,4,25,GWI,Wetland,C,20,,,,x,x,x,x,,,,,,0.443,
2023,4,25,GWI,Wetland,C,45,,,,,,,,,,,,,,"Broken, chewed lysimeter"
2023,4,25,GWI,Surface Water,A,0,,,x,x,x,x,x,x,,,,,11.78,
2023,4,25,GWI,Surface Water,B,0,,,x,x,x,x,x,x,,,,,12.2,
2023,4,25,GWI,Surface Water,C,0,,,x,x,x,x,x,x,,,,,12.01,
2023,4,24,MSM,Upland,A,10,,,,,,,,,,,,,,No water
2023,4,24,MSM,Upland,A,20,,,,x,x,x,x,,,,,,,
2023,4,24,MSM,Upland,A,45,,,,x,x,,x,,,,,,,
2023,4,24,MSM,Upland,B,10,,,x,x,x,x,x,,,,,,2.708,
2023,4,24,MSM,Upland,B,20,,,,x,x,x,x,,,,,,,
2023,4,24,MSM,Upland,B,45,,,,x,x,,x,,,,,,,
2023,4,24,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,3.343,
2023,4,24,MSM,Upland,C,20,,,x,x,x,x,x,,,,,,1.267,
2023,4,24,MSM,Upland,C,45,,,,,,,,,,,,,,No water 
2023,4,24,MSM,Transition,A,10,,,x,x,x,x,x,,,,,,0.735,
2023,4,24,MSM,Transition,A,20,,,x,x,x,x,x,,,,,,2.792,
2023,4,24,MSM,Transition,A,45,,,,x,x,,x,,,,,,,
2023,4,24,MSM,Transition,B,10,,,x,x,x,x,x,,,,,,1.836,
2023,4,24,MSM,Transition,B,20,,,x,x,x,x,x,,,,,,0.267,
2023,4,24,MSM,Transition,B,45,,,,x,x,x,x,,,,,,,
2023,4,24,MSM,Transition,C,10,,,x,x,x,,x,,,,,,2.241,
2023,4,24,MSM,Transition,C,20,,,x,x,x,,x,,,,,,2.114,
2023,4,24,MSM,Transition,C,45,,,x,x,x,x,x,,,,,,,
2023,4,24,MSM,Wetland,A,10,,,x,x,x,x,x,,,,,,1.014,
2023,4,24,MSM,Wetland,A,20,,,x,x,x,x,x,,,,,,0.129,
2023,4,24,MSM,Wetland,A,45,,,,x,x,x,x,,,,,,,
2023,4,24,MSM,Wetland,B,10,,,x,x,x,x,x,,,,,,0.226,
2023,4,24,MSM,Wetland,B,20,,,x,x,x,x,x,,,,,,0.08,
2023,4,24,MSM,Wetland,B,45,,,,x,,,,,,,,,,
2023,4,24,MSM,Wetland,C,10,,,x,x,x,x,x,,,,,,0.151,
2023,4,24,MSM,Wetland,C,20,,,x,x,x,x,x,,,,,,0.455,
2023,4,24,MSM,Wetland,C,45,,,,x,,,,,,,,,,
2023,4,24,MSM,Surface Water,A,0,,,,,,,,,,,,,,
2023,4,24,MSM,Surface Water,B,0,,,,,,,,,,,,,,
2023,4,24,MSM,Surface Water,C,0,,,,,,,,,,,,,,
2023,5,24,SWH,UpCON,A,10,,,,x,x,,x,,,,,,,
2023,5,24,SWH,UpCON,A,20,,,,,,,x,,,,,,,
2023,5,24,SWH,UpCON,A,45,,,,,,,x,,,,,,,
2023,5,24,SWH,UpCON,B,10,,,,x,x,x,,,,,,,,
2023,5,24,SWH,UpCON,B,20,,,,x,x,x,x,,,,,,,
2023,5,24,SWH,UpCON,B,45,,,,x,x,,x,,,,,,,
2023,5,24,SWH,UpCON,C,10,,,,x,,,,,,,,,,
2023,5,24,SWH,UpCON,C,20,,,,x,x,x,x,,,,,,,
2023,5,24,SWH,UpCON,C,45,,,,,,,,,,,,,,
2023,5,24,SWH,Upland,A,10,,,x,x,x,x,x,,,,,,,
2023,5,24,SWH,Upland,A,20,,,x,x,x,x,x,,,,,,,
2023,5,24,SWH,Upland,A,45,,,x,x,x,x,x,,,,,,,
2023,5,24,SWH,Upland,B,10,,,,x,x,,,,,,,,,
2023,5,24,SWH,Upland,B,20,,,x,x,x,x,x,,,,,,,
2023,5,24,SWH,Upland,B,45,,,x,x,x,x,x,,,,,,,
2023,5,24,SWH,Upland,C,10,,,x,x,x,x,x,,,,,,1.5,
2023,5,24,SWH,Upland,C,20,,,x,x,x,x,x,,,,,,1.215,
2023,5,24,SWH,Upland,C,45,,,x,x,x,x,x,,,,,,0.946,
2023,5,24,SWH,Transition,A,10,,,x,x,x,x,x,,,,,,0.987,
2023,5,24,SWH,Transition,A,20,,,x,x,x,x,x,,,,,,0.524,
2023,5,24,SWH,Transition,A,45,,,x,x,x,x,x,,,,,,,
2023,5,24,SWH,Transition,B,10,,,x,x,x,x,x,,,,,,3.959,
2023,5,24,SWH,Transition,B,20,,,x,x,x,x,x,,,,,,0.493,
2023,5,24,SWH,Transition,B,45,,,x,x,x,x,x,,,,,,0.203,
2023,5,24,SWH,Transition,C,10,,,x,x,x,x,x,,,,,,2.085,
2023,5,24,SWH,Transition,C,20,,,x,x,x,x,x,,,,,,1.481,
2023,5,24,SWH,Transition,C,45,,,x,x,x,x,x,,,,,,0.087,
2023,5,24,SWH,Wetland,A,10,,,,,,,,,,,,,,
2023,5,24,SWH,Wetland,A,20,,,,,,,,,,,,,,
2023,5,24,SWH,Wetland,A,45,,,,,,,,,,,,,,
2023,5,24,SWH,Wetland,B,10,,,,,,,,,,,,,,
2023,5,24,SWH,Wetland,B,20,,,,,,,,,,,,,,
2023,5,24,SWH,Wetland,B,45,,,,,,,,,,,,,,
2023,5,24,SWH,Wetland,C,10,,,x,x,x,x,x,,,,,,0.532,
2023,5,24,SWH,Wetland,C,20,,,,x,x,,x,,,,,,,
2023,5,24,SWH,Wetland,C,45,,,x,x,x,x,x,,,,,,0.563,
2023,5,24,SWH,Surface Water,A,0,,,x,x,x,x,x,x,,,,,7.341,
2023,5,24,SWH,Surface Water,B,0,,,x,x,x,x,x,x,,,,,7.654,
2023,5,24,SWH,Surface Water,C,0,,,x,x,x,x,x,x,,,,,8.525,
2023,5,23,GWI,Upland,A,10,,,,x,,,,,,,,,,
2023,5,23,GWI,Upland,A,20,,,x,x,x,x,x,,,,,,2.599,
2023,5,23,GWI,Upland,A,45,,,,x,x,x,x,,,,,,,
2023,5,23,GWI,Upland,B,10,,,x,x,x,x,x,,,,,,2.232,
2023,5,23,GWI,Upland,B,20,,,x,x,x,x,x,,,,,,0.393,
2023,5,23,GWI,Upland,B,45,,,x,x,x,x,x,,,,,,1.334,
2023,5,23,GWI,Upland,C,10,,,x,x,x,x,x,,,,,,0.333,
2023,5,23,GWI,Upland,C,20,,,x,x,x,x,x,,,,,,0.227,
2023,5,23,GWI,Upland,C,45,,,,,,,,,,,,,,no water 
2023,5,23,GWI,Transition,A,10,,,x,x,x,x,x,,,,,,0.95,
2023,5,23,GWI,Transition,A,20,,,x,x,x,x,x,,,,,,0.584,
2023,5,23,GWI,Transition,A,45,,,,x,,,,,,,,,,
2023,5,23,GWI,Transition,B,10,,,x,x,x,x,x,,,,,,0.71,
2023,5,23,GWI,Transition,B,20,,,,x,x,x,x,,,,,,,
2023,5,23,GWI,Transition,B,45,,,,x,x,,,,,,,,,
2023,5,23,GWI,Transition,C,10,,,x,x,x,x,x,,,,,,0.234,
2023,5,23,GWI,Transition,C,20,,,,x,x,x,x,,,,,,,
2023,5,23,GWI,Transition,C,45,,,,x,x,,x,,,,,,,
2023,5,23,GWI,Wetland,A,10,,,x,x,x,x,x,,,,,,0.067,
2023,5,23,GWI,Wetland,A,20,,,,x,x,x,x,,,,,,,
2023,5,23,GWI,Wetland,A,45,,,x,x,x,x,x,,,,,,0.048,
2023,5,23,GWI,Wetland,B,10,,,x,x,x,x,x,,,,,,0.447,
2023,5,23,GWI,Wetland,B,20,,,x,x,x,x,x,,,,,,0.509,
2023,5,23,GWI,Wetland,B,45,,,x,x,x,x,x,,,,,,0.132,
2023,5,23,GWI,Wetland,C,10,,,x,x,x,x,x,,,,,,0.338,
2023,5,23,GWI,Wetland,C,20,,,x,x,x,x,x,,,,,,0.102,
2023,5,23,GWI,Wetland,C,45,,,,,,,,,,,,,,Lysimeter broken 
2023,5,23,GWI,Surface Water,A,0,,,x,x,x,x,x,x,,,,,8.706,
2023,5,23,GWI,Surface Water,B,0,,,x,x,x,x,x,x,,,,,8.959,
2023,5,23,GWI,Surface Water,C,0,,,x,x,x,x,x,x,,,,,9.294,
2023,5,19,MSM,Upland,A,10,,,,,,,,,,,,,,no water
2023,5,19,MSM,Upland,A,20,,,,x,x,x,x,,,,,,3.309,
2023,5,19,MSM,Upland,A,45,,,,x,x,,x,,,,,,,
2023,5,19,MSM,Upland,B,10,,,x,x,x,x,x,,,,,,1.72,
2023,5,19,MSM,Upland,B,20,,,,x,,,x,,,,,,,
2023,5,19,MSM,Upland,B,45,,,,x,x,,x,,,,,,,
2023,5,19,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,0.605,
2023,5,19,MSM,Upland,C,20,,,x,x,x,x,x,,,,,,1.197,
2023,5,19,MSM,Upland,C,45,,,,,,,,,,,,,,
2023,5,19,MSM,Transition,A,10,,,x,x,x,x,x,,,,,,5.5,
2023,5,19,MSM,Transition,A,20,,,x,x,x,x,x,,,,,,1.583,
2023,5,19,MSM,Transition,A,45,,,,x,x,,x,,,,,,,
2023,5,19,MSM,Transition,B,10,,,x,x,x,x,x,,,,,,1.782,
2023,5,19,MSM,Transition,B,20,,,x,x,x,x,x,,,,,,0.756,
2023,5,19,MSM,Transition,B,45,,,,x,x,x,x,,,,,,0.605,
2023,5,19,MSM,Transition,C,10,,,x,x,x,x,x,,,,,,2.205,
2023,5,19,MSM,Transition,C,20,,,x,x,x,x,x,,,,,,1.235,
2023,5,19,MSM,Transition,C,45,,,,,,,,,,,,,,
2023,5,19,MSM,Wetland,A,10,,,x,x,x,x,x,,,,,,0,
2023,5,19,MSM,Wetland,A,20,,,x,x,x,x,x,,,,,,0,
2023,5,19,MSM,Wetland,A,45,,,,,,,,,,,,,,
2023,5,19,MSM,Wetland,B,10,,,x,x,x,x,x,,,,,,0,
2023,5,19,MSM,Wetland,B,20,,,x,x,x,x,x,,,,,,0,
2023,5,19,MSM,Wetland,B,45,,,,,,,,,,,,,,
2023,5,19,MSM,Wetland,C,10,,,x,x,x,x,x,,,,,,0,
2023,5,19,MSM,Wetland,C,20,,,,x,x,x,x,,,,,,,
2023,5,19,MSM,Wetland,C,45,,,,x,x,,x,,,,,,,
2023,5,19,MSM,Surface Water,A,0,,,x,x,x,x,x,x,,,,,8.133,
2023,5,19,MSM,Surface Water,B,0,,,x,x,x,x,x,x,,,,,7.456,
2023,5,19,MSM,Surface Water,C,0,,,x,x,x,x,x,x,,,,,7.812,
2023,5,18,GCW,Upland,A,10,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,A,20,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,A,45,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,B,10,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,B,20,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,B,45,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,C,10,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,C,20,,,,,,,,,,,,,,
2023,5,18,GCW,Upland,C,45,,,,,,,,,,,,,,
2023,5,18,GCW,Transition,A,10,,,,,,,,,,,,,,
2023,5,18,GCW,Transition,A,20,,,,x,x,x,x,,,,,,,
2023,5,18,GCW,Transition,A,45,,,,x,x,,x,,,,,,,
2023,5,18,GCW,Transition,B,10,,,x,x,x,x,x,,,,,,,
2023,5,18,GCW,Transition,B,20,,,x,x,x,x,x,,,,,,,
2023,5,18,GCW,Transition,B,45,,,,x,x,,,,,,,,,
2023,5,18,GCW,Transition,C,10,,,,x,x,x,x,,,,,,,
2023,5,18,GCW,Transition,C,20,,,,x,x,,x,,,,,,,
2023,5,18,GCW,Transition,C,45,,,,,x,,x,,,,,,,
2023,5,18,GCW,Wetland,A,10,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,A,20,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,A,45,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,B,10,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,B,20,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,B,45,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,C,10,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,C,20,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Wetland,C,45,,,x,x,x,x,x,,,,,,0,
2023,5,18,GCW,Surface Water,A,0,,,x,x,x,x,x,x,,,,,8.265,
2023,5,18,GCW,Surface Water,B,0,,,x,x,x,x,x,x,,,,,7.265,
2023,5,18,GCW,Surface Water,C,0,,,x,x,x,x,x,x,,,,,7.537,
2023,6,29,MSM,Upland,A,10,,,,,,,,,,,,,,
2023,6,29,MSM,Upland,A,20,,,,,,,,,,,,,,
2023,6,29,MSM,Upland,A,45,,,,,,,,,,,,,,
2023,6,29,MSM,Upland,B,10,,,x,x,x,x,x,,,,,,1.154,
2023,6,29,MSM,Upland,B,20,,,,,,,,,,,,,,
2023,6,29,MSM,Upland,B,45,,,,x,x,,x,,,,,,,
2023,6,29,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,1.397,
2023,6,29,MSM,Upland,C,20,,,,x,x,,,,,,,,0.88,
2023,6,29,MSM,Upland,C,45,,,,,,,,,,,,,,
2023,6,29,MSM,Transition,A,10,,,x,x,x,x,x,,,,,,0.599,
2023,6,29,MSM,Transition,A,20,,,x,x,x,x,x,,,,,,,
2023,6,29,MSM,Transition,A,45,,,,x,x,,,,,,,,,
2023,6,29,MSM,Transition,B,10,,,,x,x,,x,,,,,,,
2023,6,29,MSM,Transition,B,20,,,x,x,x,x,x,,,,,,0.663,
2023,6,29,MSM,Transition,B,45,,,,x,x,,x,,,,,,,
2023,6,29,MSM,Transition,C,10,,,x,x,x,x,x,,,,,,0.808,
2023,6,29,MSM,Transition,C,20,,,x,x,x,x,x,,,,,,0.68,
2023,6,29,MSM,Transition,C,45,,,,x,x,x,x,,,,,,,
2023,6,29,MSM,Wetland,A,10,,,x,x,x,x,x,,,,,,0.205,
2023,6,29,MSM,Wetland,A,20,,,x,x,x,x,x,,,,,,0.052,
2023,6,29,MSM,Wetland,A,45,,,x,x,x,x,x,,,,,,,
2023,6,29,MSM,Wetland,B,10,,,x,x,x,x,x,,,,,,0.052,
2023,6,29,MSM,Wetland,B,20,,,x,x,x,x,x,,,,,,0.048,
2023,6,29,MSM,Wetland,B,45,,,,x,x,,x,,,,,,,
2023,6,29,MSM,Wetland,C,10,,,x,x,x,x,x,,,,,,0.172,
2023,6,29,MSM,Wetland,C,20,,,x,x,x,x,x,,,,,,,
2023,6,29,MSM,Wetland,C,45,,,,x,x,x,x,,,,,,,
2023,6,29,MSM,Surface Water,A,0,,,x,x,x,x,x,x,,,,,5.839,
2023,6,29,MSM,Surface Water,B,0,,,x,x,x,x,x,x,,,,,7.012,
2023,6,29,MSM,Surface Water,C,0,,,x,x,x,x,x,x,,,,,7.807,
2023,6,28,GCW,Upland,A,10,,,,,,,,,,,,,,
2023,6,28,GCW,Upland,A,20,,,,x,x,x,x,,,,,,,
2023,6,28,GCW,Upland,A,45,,,,x,x,,x,,,,,,,
2023,6,28,GCW,Upland,B,10,,,,x,x,,x,,,,,,,
2023,6,28,GCW,Upland,B,20,,,,,,,,,,,,,,
2023,6,28,GCW,Upland,B,45,,,,,,,,,,,,,,
2023,6,28,GCW,Upland,C,10,,,,x,x,x,x,,,,,,,
2023,6,28,GCW,Upland,C,20,,,,x,x,x,x,,,,,,,
2023,6,28,GCW,Upland,C,45,,,,,,,,,,,,,,
2023,6,28,GCW,Transition,A,10,,,x,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,A,20,,,x,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,A,45,,,x,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,B,10,,,x,x,x,x,x,,,,,,0.373,
2023,6,28,GCW,Transition,B,20,,,x,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,B,45,,,,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,C,10,,,x,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,C,20,,,x,x,x,x,x,,,,,,,
2023,6,28,GCW,Transition,C,45,,,,x,x,x,x,,,,,,,
2023,6,27,GCW,Wetland,A,10,,,x,x,x,x,x,,,,,,0.085,
2023,6,27,GCW,Wetland,A,20,,,x,x,x,x,x,,,,,,0.069,
2023,6,27,GCW,Wetland,A,45,,,x,x,x,x,x,,,,,,0.06,
2023,6,27,GCW,Wetland,B,10,,,x,x,x,x,x,,,,,,0.052,
2023,6,27,GCW,Wetland,B,20,,,x,x,x,x,x,,,,,,0.056,
2023,6,27,GCW,Wetland,B,45,,,x,x,x,x,x,,,,,,0.051,
2023,6,27,GCW,Wetland,C,10,,,x,x,x,x,x,,,,,,0.057,
2023,6,27,GCW,Wetland,C,20,,,x,x,x,x,x,,,,,,0.054,
2023,6,27,GCW,Wetland,C,45,,,x,x,x,x,x,,,,,,0.051,
2023,6,27,GCW,Surface Water,A,0,,,x,x,x,x,x,x,,,,,3.796,
2023,6,27,GCW,Surface Water,B,0,,,x,x,x,x,x,x,,,,,2.8,
2023,6,27,GCW,Surface Water,C,0,,,x,x,x,x,x,x,,,,,2.835,
2023,7,11,GCW,Upland,A,10,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,A,20,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,A,45,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,B,10,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,B,20,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,B,45,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,C,10,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,C,20,,,,,,,,,,,,,,
2023,7,11,GCW,Upland,C,45,,,,,,,,,,,,,,
2023,7,11,GCW,Transition,A,10,,,,,,,,,,,,,,
2023,7,11,GCW,Transition,A,20,,,,x,x,,,,,,,,,
2023,7,11,GCW,Transition,A,45,,,,x,,,,,,,,,,
2023,7,11,GCW,Transition,B,10,,,x,x,x,x,x,,,,,,,
2023,7,11,GCW,Transition,B,20,,,,,,,,,,,,,,
2023,7,11,GCW,Transition,B,45,,,,,,,,,,,,,,
2023,7,11,GCW,Transition,C,10,,,,,,,,,,,,,,
2023,7,11,GCW,Transition,C,20,,,,,,,,,,,,,,
2023,7,11,GCW,Transition,C,45,,,,,,,,,,,,,,
2023,7,11,GCW,Wetland,A,10,,,x,x,x,x,x,,,,,,0.126,
2023,7,11,GCW,Wetland,A,20,,,x,x,x,x,x,,,,,,0.063,
2023,7,11,GCW,Wetland,A,45,,,x,x,x,x,x,,,,,,0.058,
2023,7,11,GCW,Wetland,B,10,,,x,x,x,x,x,,,,,,0.058,
2023,7,11,GCW,Wetland,B,20,,,x,x,x,x,x,,,,,,0.06,
2023,7,11,GCW,Wetland,B,45,,,x,x,x,x,x,,,,,,0.058,
2023,7,11,GCW,Wetland,C,10,,,x,x,x,x,x,,,,,,0.068,
2023,7,11,GCW,Wetland,C,20,,,x,x,x,x,x,,,,,,0.062,
2023,7,11,GCW,Wetland,C,45,,,x,x,x,x,x,,,,,,0.063,
2023,7,11,GCW,Surface Water,A,0,,,x,x,x,x,x,x,,,,,5.81,
2023,7,11,GCW,Surface Water,B,0,,,x,x,x,x,x,x,,,,,5.434,
2023,7,11,GCW,Surface Water,C,0,,,x,x,x,x,x,x,,,,,5.574,
2023,7,13,MSM,Upland,A,10,,,,,,,,,,,,,,"No water, Dry"
2023,7,13,MSM,Upland,A,20,,,,,,,,,,,,,,"No water, Dry"
2023,7,13,MSM,Upland,A,45,,,,x,,,x,,,,,,,
2023,7,13,MSM,Upland,B,10,,,x,x,x,x,x,,,,,,1.45,
2023,7,13,MSM,Upland,B,20,,,,,,,,,,,,,,No Water
2023,7,13,MSM,Upland,B,45,,,,x,x,,x,,,,,,,
2023,7,13,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,,
2023,7,13,MSM,Upland,C,20,,,,x,x,x,x,,,,,,,
2023,7,13,MSM,Upland,C,45,,,,x,x,,,,,,,,,
2023,7,13,MSM,Transition,A,10,,,x,x,x,x,x,,,,,,0.628,
2023,7,13,MSM,Transition,A,20,,,x,x,x,,x,,,,,,0.593,
2023,7,13,MSM,Transition,A,45,,,,x,x,,x,,,,,,,
2023,7,13,MSM,Transition,B,10,,,,x,x,,x,,,,,,,
2023,7,13,MSM,Transition,B,20,,,x,x,x,,x,,,,,,,
2023,7,13,MSM,Transition,B,45,,,,x,x,x,x,,,,,,,
2023,7,13,MSM,Transition,C,10,,,x,x,x,x,x,,,,,,0.477,
2023,7,13,MSM,Transition,C,20,,,x,x,x,x,x,,,,,,0.443,
2023,7,13,MSM,Transition,C,45,,,,x,x,x,x,,,,,,,
2023,7,13,MSM,Wetland,A,10,,,x,x,x,x,x,,,,,,0.039,
2023,7,13,MSM,Wetland,A,20,,,x,x,x,x,x,,,,,,0.03,
2023,7,13,MSM,Wetland,A,45,,,,x,x,x,x,,,,,,,
2023,7,13,MSM,Wetland,B,10,,,x,x,x,x,x,,,,,,0.04,
2023,7,13,MSM,Wetland,B,20,,,x,x,x,x,x,,,,,,0.037,
2023,7,13,MSM,Wetland,B,45,,,,x,,,,,,,,,,
2023,7,13,MSM,Wetland,C,10,,,x,x,x,x,x,,,,,,0.039,
2023,7,13,MSM,Wetland,C,20,,,,x,x,x,x,,,,,,0.045,
2023,7,13,MSM,Wetland,C,45,,,,x,,,x,,,,,,,
2023,7,13,MSM,Surface Water,A,0,,,x,x,x,x,x,x,x,,,,3.128,
2023,7,13,MSM,Surface Water,B,0,,,x,x,x,x,x,x,x,,,,5.106,
2023,7,13,MSM,Surface Water,C,0,,,x,x,x,x,x,x,x,,,,5.646,
2023,7,19,SWH,UpCon,A,10,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,A,20,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,A,45,,,,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,B,10,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,B,20,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,B,45,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,C,10,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,C,20,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,UpCon,C,45,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,A,10,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,A,20,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,A,45,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,B,10,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,B,20,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,B,45,,,x,x,x,x,x,,,,,,,
2023,7,19,SWH,Upland,C,10,,,x,x,x,x,x,,,,,,,
