"Project","Region","Sample_ID","Year","Month","Day","Site","Zone","Lysimeter","Depth_cm","Sampling_Time","Sampling_Time_Zone","Field_Notes","ic_mgL","ic_uM","ic_flag","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_Conc_Flag","NH3_mgL","NH3_uM","NH3_Conc_Flag","PO4_mgL","PO4_uM","PO4_Conc_Flag","SO4_ppm","SO4_mM","SO4_Conc_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_Conc_flag","H2S_cv_flag"
"COMPASS:Synoptic","CB","GCW_202207_UP_LYSB_45CM",2022,7,11,"GCW","UP","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1961,0.2245,NA,6.8084,0.1921,NA,0.0123,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202207_UP_LYSC_10CM",2022,7,11,"GCW","UP","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3268,0.1038,NA,4.8228,0.136,NA,0.0087,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202207_UP_LYSC_20CM",2022,7,11,"GCW","UP","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5197,0.1098,NA,2.7997,0.079,NA,0.0051,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202207_UP_LYSC_45CM",2022,7,11,"GCW","UP","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8104,0.2748,NA,29.1268,0.8216,NA,0.0527,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202207_WC_LYSA_10CM",2022,7,11,"GCW","WC","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.5516,39.3797,"Within_Range",0,0,"bdl",391.9489,12.2255,NA,4124.3958,116.344,NA,7.4528,9172.9764,508.2522,5.5408,"adl","Within Range"
"COMPASS:Synoptic","CB","GCW_202207_WC_LYSA_20CM",2022,7,11,"GCW","WC","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.7084,50.5724,"Within_Range",0.2923,20.8703,"Within_Range",277.7426,8.6632,NA,4099.0346,115.6286,NA,7.407,8874.8441,380.5715,4.2882,"adl","Within Range"
"COMPASS:Synoptic","CB","GCW_202207_WC_LYSA_45CM",2022,7,11,"GCW","WC","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0082,0.5849,"bdl",2.0601,147.0801,"adl",0.8173,58.3516,"Within_Range",65.6575,2.048,NA,4824.411,136.0906,NA,8.7177,9084.0788,258.2567,2.843,"adl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSA_10CM",2022,7,13,"GWI","TR","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,0.3892,"bdl",0.3134,22.3736,"Within_Range",5e-04,0.0377,"bdl",1035.2309,32.2904,NA,7264.5339,204.9234,NA,13.127,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSA_20CM",2022,7,13,"GWI","TR","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057,0.4101,"bdl",0.4699,33.5453,"Within_Range",3e-04,0.0235,"bdl",788.8762,24.6062,NA,8414.2701,237.356,NA,15.2046,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSA_45CM",2022,7,13,"GWI","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.3642,28.8635,NA,7369.0268,207.871,NA,13.3159,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSB_10CM",2022,7,13,"GWI","TR","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126,0.9,"bdl",0.0859,6.1296,"Within_Range",0.0337,2.4056,"Within_Range",764.2602,23.8384,NA,5485.2515,154.7321,NA,9.9119,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSB_20CM",2022,7,13,"GWI","TR","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.4249,"bdl",0.5559,39.6864,"Within_Range",0.1004,7.1688,"Within_Range",386.4381,12.0536,NA,7630.9817,215.2604,NA,13.7892,171.1873,4.8852,2.8537,"adl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSB_45CM",2022,7,13,"GWI","TR","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,0.6745,"bdl",0.5622,40.1374,"Within_Range",0.0164,1.174,"Within_Range",1022.4111,31.8906,NA,8308.1946,234.3637,NA,15.0129,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSC_10CM",2022,7,13,"GWI","TR","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174,1.239,"bdl",0.0451,3.2175,"Within_Range",0.0385,2.7507,"Within_Range",393.6444,12.2784,NA,3348.8624,94.4672,NA,6.0514,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSC_20CM",2022,7,13,"GWI","TR","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,0.4699,"bdl",0.1741,12.4284,"Within_Range",0.0491,3.5033,"Within_Range",765.3006,23.8709,NA,6142.471,173.2714,NA,11.0995,35.9112,2.1811,6.0736,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_TR_LYSC_45CM",2022,7,13,"GWI","TR","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,0.5375,"bdl",0.6061,43.2687,"Within_Range",0.1039,7.415,"Within_Range",1175.809,36.6753,NA,8155.5798,230.0587,NA,14.7372,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSA_10CM",2022,7,13,"GWI","UP","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.6814,"bdl",0.0372,2.6533,"Within_Range",0.0012,0.087,"bdl",342.7449,10.6907,NA,2303.3105,64.9735,NA,4.1621,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSA_20CM",2022,7,13,"GWI","UP","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.2789,19.9093,"Within_Range",0,0,"bdl",519.7981,16.2133,NA,3932.782,110.9388,NA,7.1066,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSA_45CM",2022,7,13,"GWI","UP","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052,0.3701,"bdl",0.2791,19.9259,"Within_Range",0,0,"bdl",641.5114,20.0097,NA,4754.7098,134.1244,NA,8.5918,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSB_10CM",2022,7,13,"GWI","UP","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.8551,"bdl",0.0564,4.0289,"Within_Range",0.1406,10.0394,"Within_Range",148.7517,4.6398,NA,1221.3071,34.4515,NA,2.2069,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSB_20CM",2022,7,13,"GWI","UP","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,0.1177,"bdl",0.5425,38.7341,"Within_Range",0.0949,6.776,"Within_Range",430.5717,13.4302,NA,3177.9449,89.6458,NA,5.7426,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSB_45CM",2022,7,13,"GWI","UP","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.1768,"bdl",0.4089,29.1929,"Within_Range",0.0891,6.3646,"Within_Range",646.2377,20.1571,NA,4407.1351,124.3197,NA,7.9637,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSC_10CM",2022,7,13,"GWI","UP","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0222,1.587,"bdl",0.7263,51.8532,"Within_Range",0.1907,13.6182,"Within_Range",702.7388,21.9195,NA,5105.362,144.0159,NA,9.2254,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202207_UP_LYSC_20CM",2022,7,13,"GWI","UP","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0064,0.4545,"bdl",0.5882,41.9907,"Within_Range",0.0817,5.8324,"Within_Range",774.4437,24.1561,NA,5336.3478,150.5317,NA,9.6428,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSA_10CM",2022,7,14,"MSM","TR","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.1505,10.7421,"Within_Range",0,0,"bdl",327.6731,10.2206,NA,2362.5675,66.6451,NA,4.2692,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSA_20CM",2022,7,14,"MSM","TR","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",1.5623,111.5362,"Within_Range",2e-04,0.0121,"bdl",432.8485,13.5012,NA,2931.0333,82.6808,NA,5.2964,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSA_45CM",2022,7,14,"MSM","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.3601,"bdl",0.8424,60.1434,"Within_Range",0.01,0.7108,"bdl",500.9737,15.6261,NA,3509.2634,98.9919,NA,6.3413,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSB_10CM",2022,7,14,"MSM","TR","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.2567,18.3246,"Within_Range",0.0832,5.9434,"Within_Range",414.8244,12.939,NA,3071.4164,86.6408,NA,5.5501,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSB_20CM",2022,7,14,"MSM","TR","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,0.1064,"bdl",0.6857,48.9586,"Within_Range",0.0645,4.6033,"Within_Range",249.469,7.7813,NA,2766.1286,78.029,NA,4.9984,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSB_45CM",2022,7,14,"MSM","TR","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045,0.32,"bdl",1.6541,118.0926,"Within_Range",0.093,6.6367,"Within_Range",348.8308,10.8806,NA,3349.064,94.4729,NA,6.0518,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSC_10CM",2022,7,14,"MSM","TR","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.2906,20.7462,"Within_Range",0.0723,5.1647,"Within_Range",384.2227,11.9845,NA,3079.0178,86.8552,NA,5.5638,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSC_20CM",2022,7,14,"MSM","TR","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.074,"bdl",1.5102,107.822,"Within_Range",0.0813,5.8032,"Within_Range",279.6787,8.7236,NA,3079.6877,86.8741,NA,5.565,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_TR_LYSC_45CM",2022,7,14,"MSM","TR","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",1.5213,108.6098,"Within_Range",0.1811,12.9311,"Within_Range",503.2238,15.6963,NA,3667.0027,103.4415,NA,6.6263,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSA_20CM",2022,7,14,"MSM","UP","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,0.0901,"bdl",1.7958,128.2067,"Within_Range",0,0,"bdl",184.9015,5.7674,NA,2012.9327,56.7823,NA,3.6374,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSA_45CM",2022,7,14,"MSM","UP","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0047,"bdl",1.1487,82.0103,"Within_Range",0,0,"bdl",200.5974,6.2569,NA,2471.6349,69.7217,NA,4.4663,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSB_10CM",2022,7,14,"MSM","UP","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,0.0787,"bdl",0.0428,3.0527,"Within_Range",0,0,"bdl",119.0623,3.7137,NA,884.6905,24.956,NA,1.5987,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSB_20CM",2022,7,14,"MSM","UP","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032,0.2281,"bdl",0.5888,42.0388,"Within_Range",0.0999,7.1302,"Within_Range",123.0181,3.8371,NA,1103.9664,31.1415,NA,1.9949,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSB_45CM",2022,7,14,"MSM","UP","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.0717,"bdl",0.9115,65.0777,"Within_Range",0.1752,12.5072,"Within_Range",244.3392,7.6213,NA,2152.0769,60.7074,NA,3.8888,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSC_10CM",2022,7,14,"MSM","UP","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.1776,"bdl",0.5682,40.5636,"Within_Range",0.1222,8.721,"Within_Range",119.7154,3.7341,NA,1018.6301,28.7343,NA,1.8407,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSC_20CM",2022,7,14,"MSM","UP","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",1.7984,128.3923,"Within_Range",0.1555,11.1003,"Within_Range",166.3247,5.1879,NA,1670.7735,47.1304,NA,3.0191,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202207_UP_LYSC_45CM",2022,7,14,"MSM","UP","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052,0.3743,"bdl",1.9389,138.43,"Within_Range",0.1597,11.404,"Within_Range",295.8905,9.2293,NA,2639.3236,74.452,NA,4.7693,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","GCW_202208_SW_A",2022,8,15,"GCW","SW","A",0,NA,NA,"",18.19,1514.445091999,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5773,184.002,"Within_Range",0.6966,49.7346,"Within_Range",676.2962,21.0947,NA,5025.4214,141.7608,NA,9.081,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_SW_B",2022,8,15,"GCW","SW","B",0,NA,NA,"",18.03,1501.12396969445,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8859,63.2497,"Within_Range",0.2065,14.7423,"Within_Range",706.1613,22.0262,NA,5249.1061,148.0707,NA,9.4852,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_SW_C",2022,8,15,"GCW","SW","C",0,NA,NA,"",18,1498.62625926234,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5935,42.3704,"Within_Range",0,0,"bdl",649.4723,20.258,NA,4840.8344,136.5539,NA,8.7474,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSA_10CM",2022,8,15,"GCW","TR","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3504,25.0183,"Within_Range",0.0206,1.473,"Within_Range",6.2806,0.1959,NA,3.7362,0.1054,NA,0.0068,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSA_20CM",2022,8,15,"GCW","TR","A",20,NA,NA,"",42.06,3501.79002580967,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3225,23.0265,"Within_Range",0.0213,1.5226,"Within_Range",11.2477,0.3508,NA,3.7475,0.1057,NA,0.0068,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSA_45CM",2022,8,15,"GCW","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0869,6.2037,"Within_Range",0.0173,1.2382,"Within_Range",16.6168,0.5183,NA,2.1285,0.06,NA,0.0039,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSB_20CM",2022,8,15,"GCW","TR","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2074,86.199,"Within_Range",0.022,1.5692,"Within_Range",1.9019,0.0593,NA,6.6606,0.1879,NA,0.0121,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSB_45CM",2022,8,15,"GCW","TR","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,3.3578,"Within_Range",0.0142,1.0167,"Within_Range",2.7212,0.0849,NA,3.1153,0.0879,NA,0.0057,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSC_10CM",2022,8,15,"GCW","TR","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1304,9.3082,"Within_Range",0.0317,2.2647,"Within_Range",5.3369,0.1665,NA,27.0484,0.763,NA,0.0489,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSC_20CM",2022,8,15,"GCW","TR","C",20,NA,NA,"",92.35,7688.78528015985,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5121,36.5576,"Within_Range",0.0233,1.662,"Within_Range",2.5114,0.0783,NA,35.9906,1.0152,NA,0.0651,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_TR_LYSC_45CM",2022,8,15,"GCW","TR","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0595,4.2478,"Within_Range",0,0,"bdl",20.8843,0.6514,NA,4.861,0.1371,NA,0.0088,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSA_10CM",2022,8,15,"GCW","UP","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,4.7866,"Within_Range",0.0405,2.89,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSA_20CM",2022,8,15,"GCW","UP","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4251,0.0756,NA,10.7228,0.3025,NA,0.0194,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSB_10CM",2022,8,15,"GCW","UP","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0356,2.5412,"Within_Range",0.0081,0.5751,"Within_Range",2.1244,0.0663,NA,2.74,0.0773,NA,0.005,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSB_20CM",2022,8,15,"GCW","UP","B",20,NA,NA,"",4.962,413.121305469986,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0418,2.9813,"Within_Range",7e-04,0.0506,"bdl",2.8035,0.0874,NA,1.5278,0.0431,NA,0.0028,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSB_45CM",2022,8,15,"GCW","UP","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1576,0.1921,NA,26.9899,0.7614,NA,0.0488,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSC_20CM",2022,8,15,"GCW","UP","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0541,0.0953,NA,26.3339,0.7428,NA,0.0476,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_UP_LYSC_45CM",2022,8,15,"GCW","UP","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0238,0.1879,NA,5.314,0.1499,NA,0.0096,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_WC_LYSA_10CM",2022,8,15,"GCW","WC","A",10,NA,NA,"",90.1,7501.45699775206,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0793,5.6607,"Within_Range",0.0645,4.6082,"Within_Range",726.8367,22.6711,NA,4848.3842,136.7668,NA,8.7611,80.6506,2.5428,3.1528,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_WC_LYSA_20CM",2022,8,15,"GCW","WC","A",20,NA,NA,"",140.3,11680.9591208059,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0972,6.9388,"Within_Range",0.0753,5.3738,"Within_Range",521.7319,16.2736,NA,8833.1347,249.1716,NA,15.9615,136.9671,3.3389,2.4377,"adl","Within Range"
"COMPASS:Synoptic","CB","GCW_202208_WC_LYSA_45CM",2022,8,15,"GCW","WC","A",45,NA,NA,"",192.8,16051.9523769878,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1144,8.1642,"Within_Range",0.0682,4.8712,"Within_Range",25.4716,0.7945,NA,4759.3224,134.2545,NA,8.6001,159.5375,2.7035,1.6946,"adl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_SW_A",2022,8,18,"GWI","SW","A",0,NA,NA,"",21.12,1758.38814420115,"",NA,NA,NA,NA,NA,NA,0.0067,0.4756,"bdl",0.3825,27.3069,"Within_Range",0.021,1.5,"Within_Range",2659.6013,82.957,NA,14576.8593,411.1949,NA,26.3404,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_SW_B",2022,8,18,"GWI","SW","B",0,NA,NA,"",20.44,1701.77337440679,"",NA,NA,NA,NA,NA,NA,0.0048,0.3447,"bdl",0.3551,25.3515,"Within_Range",0.0149,1.0663,"Within_Range",1772.3515,55.2823,NA,12965.0314,365.7273,NA,23.4278,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_SW_C",2022,8,18,"GWI","SW","C",0,NA,NA,"",20.27,1687.61968195821,"",NA,NA,NA,NA,NA,NA,4e-04,0.027,"bdl",0.277,19.7786,"Within_Range",0,0,"bdl",1714.6325,53.482,NA,12548.6343,353.9812,NA,22.6754,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSA_10CM",2022,8,18,"GWI","TR","A",10,NA,NA,"",42.45,3534.26026142703,"",NA,NA,NA,NA,NA,NA,0,0,"bdl",0.2857,20.3975,"Within_Range",0.0403,2.8773,"Within_Range",778.0269,24.2678,NA,6604.1369,186.2944,NA,11.9337,23.0791,0.3919,1.698,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSA_20CM",2022,8,18,"GWI","TR","A",20,NA,NA,"",80.66,6715.51078178337,"",NA,NA,NA,NA,NA,NA,0,0,"bdl",0.2552,18.2182,"Within_Range",0.0368,2.63,"Within_Range",533.0071,16.6253,NA,8009.3099,225.9326,NA,14.4728,10.3696,0.5012,4.8334,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSA_45CM",2022,8,18,"GWI","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.9266,20.5529,NA,7268.5465,205.0366,NA,13.1343,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSB_10CM",2022,8,18,"GWI","TR","B",10,NA,NA,"",25.67,2137.20755973691,"",NA,NA,NA,NA,NA,NA,0,0,"bdl",0.3591,25.6374,"Within_Range",0.0333,2.3782,"Within_Range",1023.1981,31.9151,NA,6852.2538,193.2935,NA,12.382,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSB_20CM",2022,8,18,"GWI","TR","B",20,NA,NA,"",67.63,5630.67188410624,"",NA,NA,NA,NA,NA,NA,0.0096,0.6855,"bdl",0.7239,51.6803,"Within_Range",0.0591,4.2213,"Within_Range",150.2146,4.6854,NA,7523.8989,212.2397,NA,13.5957,165.2947,1.5334,0.9277,"adl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSB_45CM",2022,8,18,"GWI","TR","B",45,NA,NA,"",62.54,5206.89368079261,"",NA,NA,NA,NA,NA,NA,0,0,"bdl",0.5301,37.8485,"Within_Range",0.0591,4.2199,"Within_Range",921.8022,28.7524,NA,8193.0316,231.1151,NA,14.8048,2.7897,0.1268,4.5445,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSC_10CM",2022,8,18,"GWI","TR","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019,0.1375,"bdl",0.1693,12.0874,"Within_Range",0.0551,3.9313,"Within_Range",861.6755,26.877,NA,5741.8935,161.9716,NA,10.3756,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSC_20CM",2022,8,18,"GWI","TR","C",20,NA,NA,"",37.87,3152.94313545916,"",NA,NA,NA,NA,NA,NA,0,0,"bdl",0.3124,22.3072,"Within_Range",0.045,3.2106,"Within_Range",741.0385,23.1141,NA,6654.258,187.7083,NA,12.0243,4.3136,0.1035,2.3997,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_TR_LYSC_45CM",2022,8,18,"GWI","TR","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.8708,62.1737,"Within_Range",0,0,"bdl",1066.1956,33.2563,NA,7915.2705,223.2798,NA,14.3029,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202208_UP_LYSA_10CM",2022,8,18,"GWI","UP","A",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.0164,1.1679,"bdl",0.1216,8.6833,"Within_Range",486.9415,15.1884,NA,3506.9076,98.9255,NA,6.337,0,0,0,"bdl","Within Range"
