"","SampleID","Date","Month","Year","Campaign","Site","Zone","Depth","Rep","Sample_Name","FE_2_mean","FE_2_sd","FE_3_mean","FE_3_sd","FE_2_flag","FE_3_flag"
"14",20,202211,"November",2022,"MonMon","Gcrew","WC",20,"C","GCrew_WC_SipC_20cm",1.61674802851604,0.264479641118851,0,0,"within range","bdl"
"15",21,202211,"November",2022,"MonMon","Gcrew","WC",45,"C","GCrew_WC_SipC_45cm",2.38023498849176,0.458092175985437,0,0,"within range","bdl"
"16",22,202211,"November",2022,"MonMon","Gcrew","SW",NA,"A","GCrew_SW_A",3.29641934046264,0.458092175985436,0,0,"within range","bdl"
"17",23,202211,"November",2022,"MonMon","Gcrew","SW",NA,"B","Gcrew_SW_B",3.14372194846749,0.699747357240098,0.150699502410875,0.261019194850983,"within range","within range"
"18",24,202211,"November",2022,"MonMon","Gcrew","SW",NA,"C","Gcrew_SW_C",2.38023498849176,0.458092175985437,0.0747592230336476,0.129486772628651,"within range","bdl"
"19",25,202211,"November",2022,"MonMon","GWI","UP",20,"A","GWI_UP_LysA_20cm",343.571541067956,47.7192598056901,101.148245337175,23.5057597665494,"within range","within range"
"20",27,202211,"November",2022,"MonMon","GWI","UP",10,"B","GWI_UP_LysB_10cm",154.425453781165,7.15788897085352,23.9398080716865,0.830069804945505,"within range","within range"
"21",33,202211,"November",2022,"MonMon","GWI","TR",10,"B","GWI_TR_LysB_10cm",417.430369998576,7.95320996761501,13.1685668610399,6.70509140889644,"within range","within range"
"22",34,202211,"November",2022,"MonMon","GWI","TR",20,"B","GWI_TR_LysB_20cm",23.2234289958291,0.323920084047802,0,0,"within range","bdl"
"23",36,202211,"November",2022,"MonMon","GWI","TR",10,"C","GWI_TR_LysC_10cm",149.364061950894,3.18128398704601,0,0,"within range","bdl"
"24",47,202211,"November",2022,"MonMon","GWI","SW",NA,"A","GWI_SW_A",0.395168892554874,0.264479641118853,0.0758483340212341,0.131373168194232,"within range","bdl"
"25",48,202211,"November",2022,"MonMon","GWI","SW",NA,"B","GWI_SW_B",0.395168892554874,0.264479641118853,0.0758483340212341,0.131373168194232,"within range","within range"
"26",49,202211,"November",2022,"MonMon","GWI","SW",NA,"C","GWI_SW_C",0.242471500559728,0.264479641118853,0.0758483340212341,0.131373168194232,"within range","within range"
"27",50,202211,"Nov ",2022,"MonMon","GWI","TR",5,"1","GWI_TR_RHZ_SF_Tree_1",73.5913908540119,4.82743753913324,0,0,"within range","bdl"
"28",52,202211,"Nov ",2022,"MonMon","GWI","TR",5,"3","GWI_TR_RHZ_SF_Tree_3",160.424140394819,9.27874496221751,0.777902215127241,1.10011986283302,"within range","bdl"
"29",53,202211,"Nov ",2022,"MonMon","GWI","TR",5,"4","GWI_TR_RHZ_SF_Tree_4",49.7927752029844,0.323920084047802,0,0,"within range","bdl"
"30",56,202211,"Nov ",2022,"MonMon","GWI","TR",5,"7","GWI_TR_RHZ_SF_Tree_7",159.674304568113,16.1715269341505,60.1709528246897,26.406099115643,"within range","within range"
"31",57,202211,"Nov ",2022,"MonMon","GWI","TR",5,"8","GWI_TR_RHZ_SF_Tree_8",167.922498661887,3.4463909859665,40.4495684751838,19.9215559610519,"within range","within range"
"32",75,202211,"November",2022,"MonMon","MSM","WC",10,"A","MSM_WC_SipA_10cm",2.8383271644772,0.916184351970873,0,0,"within range","bdl"
"33",76,202211,"November",2022,"MonMon","MSM","WC",20,"A","MSM_WC_SipA_20cm",2.38023498849176,0.458092175985437,0,0,"within range","bdl"
"34",77,202211,"November",2022,"MonMon","MSM","WC",45,"A","MSM_WC_SipA_45cm",413.868649821719,18.8225969233556,61.21096310627,11.0842618593003,"within range","within range"
"35",78,202211,"November",2022,"MonMon","MSM","WC",10,"B","MSM_WC_SipB_10cm",3.90720890844322,0.528959282237706,0,0,"within range","bdl"
"36",79,202211,"November",2022,"MonMon","MSM","WC",20,"B","MSM_WC_SipB_20cm",0.547866284550019,0,0.455365840195384,0,"within range","within range"
"37",80,202211,"November",2022,"MonMon","MSM","WC",10,"C","MSM_WC_SipC_10cm",4.5179984764238,0.264479641118853,0,0,"within range","bdl"
"38",81,202211,"November",2022,"MonMon","MSM","WC",20,"C","MSM_WC_SipC_20cm",31.8508316435548,3.21753370204896,0,0,"within range","bdl"
"39",83,202211,"November",2022,"MonMon","MSM","SW",NA,"A","MSM_SW_A",2.22753759649662,0.264479641118853,0,0,"within range","bdl"
"40",84,202211,"November",2022,"MonMon","MSM","SW",NA,"B","MSM_SW_B",1.46405063652089,0,0.151244057904668,0.261962392633774,"within range","within range"
"41",85,202211,"November",2022,"MonMon","MSM","SW",NA,"C","MSM_SW_C",1.46405063652089,0,0,0,"within range","bdl"
"42",86,202211,"Nov ",2022,"MonMon","MSM","UP",5,"1","MSM_UP_RHZ_SF_Tree_1",70.7562727844642,4.68772347670959,26.5317779278877,16.9134687995918,"within range","within range"
"43",87,202211,"Nov ",2022,"MonMon","MSM","UP",5,"2","MSM_UP_RHZ_SF_Tree_2",74.8803698313516,8.55218359205906,23.1137233582761,5.43132569676038,"within range","within range"
"44",88,202211,"Nov ",2022,"MonMon","MSM","UP",5,"3","MSM_UP_RHZ_SF_Tree_3",67.8194157965292,5.56724697733053,7.4118429601315,10.4819288363975,"within range","within range"
