HydraGO Serial    ,HydraProbe Serial    ,Timestamp    ,Location    ,Latitude    ,Longitude    ,Soil Moisture (wfv)    ,Soil Moisture (%)    ,Soil Temperature (C)    ,Soil Temperature (F)    ,Bulk EC(Raw) (dS/m)    ,Bulk EC(TC) (dS/m)    ,Pore Water EC (dS/m)    ,Pore Water EC Offset    ,Raw Real Dielectric    ,Raw Imaginary Dielectric    ,Loss Tangent    ,Memo    ,Calibration    ,A    ,B    ,C    ,D    ,E    ,F
HG279332,00000278928,07/24/23 15:06,Default,38.874509,-76.551426,0.644,64.40,+25.1,+77.3,0.36,0.36,0.53,3.4,+57.025,+12.940,0.23,GCW-TR-SF-5c,Default,,,,,,
HG279332,00000278928,07/24/23 15:08,Default,38.874339,-76.551411,0.508,50.80,+24.9,+76.8,0.29,0.29,0.63,3.4,+39.705,+10.602,0.27,GCW-TR-SF-2a,Default,,,,,,
HG279332,00000278928,07/24/23 15:08,Default,38.874563,-76.551209,0.552,55.20,+24.9,+76.8,0.63,0.63,1.19,3.4,+44.997,+22.578,0.50,GCW-TR-SF-2b,Default,,,,,,
HG279332,00000278928,07/24/23 15:09,Default,38.874545,-76.551543,0.573,57.30,+24.9,+76.8,0.35,0.35,0.62,3.4,+47.635,+12.516,0.26,GCW-TR-SF-2c,Default,,,,,,
HG279332,00000278928,07/24/23 15:24,Default,38.874346,-76.551644,0.379,37.90,+25.1,+77.3,0.28,0.28,0.96,3.4,+26.241,+10.152,0.39,GCW-UP-SF-C12a,Default,,,,,,
HG279332,00000278928,07/24/23 15:25,Default,38.874469,-76.551774,0.390,39.00,+25.1,+77.3,0.14,0.14,0.46,3.4,+27.250,+5.137,0.19,GCW-UP-SF-C12b,Default,,,,,,
HG279332,00000278928,07/24/23 15:26,Default,38.874427,-76.551918,0.460,46.00,+25.1,+77.3,0.35,0.35,0.89,3.4,+34.333,+12.588,0.37,GCW-UP-SF-C12c,Default,,,,,,
HG279332,00000278928,07/24/23 15:35,Default,38.874451,-76.550102,0.292,29.20,+25.4,+77.7,0.24,0.24,1.23,3.4,+18.707,+8.635,0.46,GCW-UP-SF-C11a,Default,,,,,,
HG279332,00000278928,07/24/23 15:35,Default,38.874693,-76.552006,0.313,31.30,+25.4,+77.7,0.18,0.18,0.83,3.4,+20.397,+6.566,0.32,GCW-UP-SF-C11b,Default,,,,,,
HG279332,00000278928,07/24/23 15:36,Default,38.874649,-76.551881,0.250,25.00,+25.4,+77.7,0.14,0.14,0.91,3.4,+15.475,+5.050,0.33,GCW-UP-SF-C11c,Default,,,,,,
HG279332,00000278928,07/24/23 15:36,Default,38.874531,-76.551861,0.501,50.10,+25.4,+77.7,0.52,0.51,1.13,3.4,+38.918,+18.529,0.48,GCW-UP-SF-C10a,Default,,,,,,
HG279332,00000278928,07/24/23 15:37,Default,38.874465,-76.550255,0.449,44.90,+25.4,+77.7,0.55,0.55,1.45,3.4,+33.206,+19.821,0.60,GCW-UP-SF-C10b,Default,,,,,,
HG279332,00000278928,07/24/23 15:38,Default,38.874619,-76.552147,0.335,33.50,+25.4,+77.7,0.31,0.31,1.29,3.4,+22.250,+11.197,0.50,GCW-UP-SF-C10c,Default,,,,,,
HG279332,00000278928,07/24/23 15:38,Default,38.874715,-76.552189,0.383,38.30,+25.4,+77.7,0.26,0.26,0.88,3.4,+26.583,+9.353,0.35,GCW-UP-SF-C7a,Default,,,,,,
HG279332,00000278928,07/24/23 15:39,Default,38.874852,-76.552416,0.422,42.20,+25.4,+77.7,0.30,0.29,0.84,3.4,+30.385,+10.655,0.35,GCW-UP-SF-C7b,Default,,,,,,
HG279332,00000278928,07/24/23 15:39,Default,38.874853,-76.552015,0.373,37.30,+25.4,+77.7,0.22,0.22,0.78,3.4,+25.649,+7.882,0.31,GCW-UP-SF-C7c,Default,,,,,,
HG279332,00000278928,07/24/23 15:45,Default,38.874862,-76.552109,0.479,47.90,+25.4,+77.7,0.53,0.53,1.26,3.4,+36.489,+19.079,0.52,GCW-UP-SF-C19a,Default,,,,,,
HG279332,00000278928,07/24/23 15:46,Default,38.874590,-76.552114,0.220,22.00,+25.4,+77.7,0.17,0.17,1.33,3.4,+13.415,+6.091,0.45,GCW-UP-SF-C19c,Default,,,,,,
HG279332,00000278928,07/24/23 15:48,Default,38.874782,-76.552078,0.314,31.40,+25.4,+77.7,0.27,0.27,1.25,3.4,+20.417,+9.743,0.48,GCW-UP-SF-C19b,Default,,,,,,
HG279332,00000278928,07/24/23 15:48,Default,38.874432,-76.552137,0.334,33.40,+25.4,+77.7,0.40,0.39,1.64,3.4,+22.115,+14.216,0.64,GCW-UP-SF-C9a,Default,,,,,,
HG279332,00000278928,07/24/23 15:50,Default,38.874964,-76.551823,0.252,25.20,+25.6,+78.2,0.30,0.30,1.92,3.4,+15.634,+10.742,0.69,GCW-UP-SF-C9b,Default,,,,,,
HG279332,00000278928,07/24/23 15:50,Default,38.874894,-76.552430,0.337,33.70,+25.6,+78.2,0.45,0.44,1.82,3.4,+22.410,+16.152,0.72,GCW-UP-SF-C9c,Default,,,,,,
HG279332,00000278928,07/24/23 15:52,Default,38.874561,-76.549991,0.296,29.60,+25.6,+78.2,0.20,0.20,1.01,3.4,+19.011,+7.341,0.39,GCW-TR-SF-1a,Default,,,,,,
HG279332,00000278928,07/24/23 15:53,Default,38.874811,-76.551400,0.295,29.50,+25.6,+78.2,0.15,0.15,0.76,3.4,+18.931,+5.432,0.29,GCW-TR-SF-1b,Default,,,,,,
HG279332,00000278928,07/24/23 15:53,Default,38.874241,-76.551656,0.244,24.40,+25.6,+78.2,0.16,0.16,1.08,3.4,+15.048,+5.822,0.39,GCW-TR-SF-1c,Default,,,,,,
HG279332,00000278928,07/24/23 15:54,Default,38.874557,-76.550607,0.190,19.00,+25.6,+78.2,0.13,0.13,1.26,3.4,+11.471,+4.808,0.42,GCW-TR-SF-6a,Default,,,,,,
HG279332,00000278928,07/24/23 15:54,Default,38.874899,-76.551914,0.253,25.30,+25.4,+77.7,0.19,0.19,1.21,3.4,+15.729,+6.750,0.43,GCW-TR-SF-6b,Default,,,,,,
HG279332,00000278928,07/24/23 15:55,Default,38.874495,-76.551672,0.195,19.50,+25.4,+77.7,0.14,0.13,1.22,3.4,+11.757,+4.856,0.41,GCW-TR-SF-6c,Default,,,,,,
