"DATAH","SECONDS","NANOSECONDS","NDX","DIAG","REMARK","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","TIMESTAMP","TZ","SN","MODEL"
"DATA",1759140448,667648077,103,256,NA,NA,NA,NA,101.65,22.3856,101.651,46.4264,0,0,22.3388,-16000,0,23.7827,113,2025-09-29 06:07:28,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140449,667648077,107,256,NA,NA,NA,NA,101.651,22.4103,101.652,46.4269,0,0,22.3603,-16000,0,23.7839,153,2025-09-29 06:07:29,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140450,667648077,111,256,NA,NA,NA,NA,101.651,22.4352,101.652,46.4275,0,0,22.3832,-16000,0,23.778,86,2025-09-29 06:07:30,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140451,667648077,115,256,NA,NA,NA,NA,101.652,22.4602,101.652,46.428,0,0,22.4057,-16000,0,23.7776,92,2025-09-29 06:07:31,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140452,667648077,119,256,NA,NA,NA,NA,101.651,22.4852,101.651,46.4286,0,0,22.4284,-16000,0,23.7792,157,2025-09-29 06:07:32,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140453,667648077,123,256,NA,NA,NA,NA,101.651,22.5098,101.65,46.4291,0,0,22.4508,-16000,0,23.7784,104,2025-09-29 06:07:33,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140454,667648077,127,256,NA,NA,NA,NA,101.651,22.5343,101.652,46.4299,0,0,22.4735,-16000,0,23.7792,162,2025-09-29 06:07:34,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140455,667346000,131,256,NA,NA,NA,NA,101.652,22.5588,101.65,46.4304,0,0,22.4961,-16000,0,23.7788,95,2025-09-29 06:07:35,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140456,667346000,135,256,NA,NA,NA,NA,101.651,22.5833,101.651,46.4306,0,0,22.5188,-16000,0,23.7796,145,2025-09-29 06:07:36,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140457,667346000,139,256,NA,NA,NA,NA,101.652,22.6055,101.651,46.4312,0,0,22.5396,-16000,0,23.776,90,2025-09-29 06:07:37,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140458,667346000,143,256,NA,NA,NA,NA,101.653,22.629,101.651,46.4313,0,0,22.5629,-16000,0,23.776,41,2025-09-29 06:07:38,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140459,667346000,147,256,NA,NA,NA,NA,101.652,22.6527,101.651,46.4321,0,0,22.5859,-16000,0,23.7768,157,2025-09-29 06:07:39,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140460,667346000,151,256,NA,NA,NA,NA,101.652,22.6756,101.651,46.4323,0,0,22.6088,-16000,0,23.7776,136,2025-09-29 06:07:40,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140461,667346000,155,256,NA,NA,NA,NA,101.652,22.6988,101.651,46.4328,0,0,22.6316,-16000,0,23.7788,151,2025-09-29 06:07:41,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140462,667346000,159,256,NA,NA,NA,NA,101.653,22.7218,101.651,46.433,0,0,22.6544,-16000,0,23.778,37,2025-09-29 06:07:42,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140463,667023897,163,256,NA,NA,NA,NA,101.652,22.7452,101.65,46.4336,0,0,22.677,-16000,0,23.7788,63,2025-09-29 06:07:43,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140464,667023897,167,256,NA,NA,NA,NA,101.652,22.7678,101.65,46.4336,0,0,22.7,-16000,0,23.778,170,2025-09-29 06:07:44,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140465,667023897,171,256,NA,NA,NA,NA,101.652,22.7891,101.65,46.4343,0,0,22.7219,-16000,0,23.7772,111,2025-09-29 06:07:45,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140466,667023897,175,256,NA,NA,NA,NA,101.653,22.8106,101.65,46.4343,0,0,22.7447,-16000,0,23.776,60,2025-09-29 06:07:46,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140467,667023897,179,256,NA,NA,NA,NA,101.652,22.8323,101.649,46.4348,0,0,22.7675,-16000,0,23.7772,181,2025-09-29 06:07:47,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140468,667023897,183,256,NA,NA,NA,NA,101.652,22.8542,101.65,46.435,0,0,22.7904,-16000,0,23.7823,62,2025-09-29 06:07:48,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140469,667023897,187,256,NA,NA,NA,NA,101.653,22.8759,101.649,46.4358,0,0,22.813,-16000,0,23.7835,138,2025-09-29 06:07:49,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140470,666707038,191,256,NA,NA,NA,NA,101.652,22.8971,101.65,46.4358,0,0,22.8358,-16000,0,23.7839,115,2025-09-29 06:07:50,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140471,666707038,195,256,NA,NA,NA,NA,101.653,22.919,101.649,46.4363,0,0,22.8587,-16000,0,23.7835,120,2025-09-29 06:07:51,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140472,666707038,199,256,NA,NA,NA,NA,101.653,22.9403,101.648,46.4365,0,0,22.8817,-16000,0,23.7835,168,2025-09-29 06:07:52,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140473,666707038,203,256,NA,NA,NA,NA,101.652,22.9615,101.649,46.4369,0,0,22.9046,-16000,0,23.7831,156,2025-09-29 06:07:53,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140474,666707038,207,256,NA,NA,NA,NA,101.652,22.9806,101.649,46.4372,0,0,22.9259,-16000,0,23.7819,170,2025-09-29 06:07:54,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140475,666707038,211,256,NA,NA,NA,NA,101.653,23.0014,101.649,46.4376,0,0,22.9486,-16000,0,23.7819,157,2025-09-29 06:07:55,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140476,666707038,215,256,NA,NA,NA,NA,101.652,23.022,101.648,46.438,0,0,22.9715,-16000,0,23.7819,54,2025-09-29 06:07:56,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140477,666707038,219,256,NA,NA,NA,NA,101.652,23.0425,101.648,46.4383,0,0,22.9943,-16000,0,23.7819,169,2025-09-29 06:07:57,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140478,666382074,223,256,NA,NA,NA,NA,101.652,23.0629,101.649,46.4387,0,0,23.017,-16000,0,23.7819,112,2025-09-29 06:07:58,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140479,666382074,227,256,NA,NA,NA,NA,101.653,23.0833,101.648,46.4387,0,0,23.0395,-16000,0,23.7819,172,2025-09-29 06:07:59,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140480,666382074,231,256,NA,NA,NA,NA,101.654,23.1043,101.647,46.4395,0,0,23.0622,-16000,0,23.7811,124,2025-09-29 06:08:00,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140481,666382074,235,256,NA,NA,NA,NA,101.653,23.1244,101.648,46.4395,0,0,23.0852,-16000,0,23.7815,142,2025-09-29 06:08:01,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140482,666382074,239,256,NA,NA,NA,NA,101.652,23.1431,101.647,46.4398,0,0,23.1074,-16000,0,23.7839,150,2025-09-29 06:08:02,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140483,666382074,243,256,NA,NA,NA,NA,101.653,23.1623,101.648,46.4402,0,0,23.1291,-16000,0,23.7835,135,2025-09-29 06:08:03,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140484,666382074,247,256,NA,NA,NA,NA,101.653,23.182,101.647,46.4406,0,0,23.1519,-16000,0,23.7835,98,2025-09-29 06:08:04,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140485,666059970,251,256,NA,NA,NA,NA,101.654,23.2017,101.646,46.4409,0,0,23.1742,-16000,0,23.7835,149,2025-09-29 06:08:05,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140486,666059970,255,256,NA,NA,NA,NA,101.653,23.2215,101.647,46.4415,0,0,23.1969,-16000,0,23.7835,163,2025-09-29 06:08:06,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140487,666059970,259,256,NA,NA,NA,NA,101.654,23.2408,101.646,46.4417,0,0,23.2197,-16000,0,23.7835,169,2025-09-29 06:08:07,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140488,666059970,263,256,NA,NA,NA,NA,101.653,23.2604,101.646,46.442,0,0,23.242,-16000,0,23.7835,50,2025-09-29 06:08:08,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140489,666059970,267,256,NA,NA,NA,NA,101.653,23.2806,101.648,46.4424,0,0,23.2648,-16000,0,23.7835,174,2025-09-29 06:08:09,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140490,666059970,271,256,NA,NA,NA,NA,101.654,23.2991,101.647,46.4424,0,0,23.2871,-16000,0,23.7827,157,2025-09-29 06:08:10,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140491,666059970,275,256,NA,NA,NA,NA,101.654,23.3174,101.646,46.4431,0,0,23.3086,-16000,0,23.7811,146,2025-09-29 06:08:11,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140492,666059970,279,256,NA,NA,NA,NA,101.655,23.3367,101.645,46.4431,0,0,23.3308,-16000,0,23.7819,161,2025-09-29 06:08:12,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140493,665739059,283,256,NA,NA,NA,NA,101.655,23.3555,101.645,46.4437,0,0,23.3535,-16000,0,23.7819,167,2025-09-29 06:08:13,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140494,665739059,287,256,NA,NA,NA,NA,101.653,23.3749,101.646,46.4439,0,0,23.3757,-16000,0,23.7819,185,2025-09-29 06:08:14,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140495,665739059,291,256,NA,NA,NA,NA,101.654,23.3937,101.645,46.4446,0,0,23.3983,-16000,0,23.7819,180,2025-09-29 06:08:15,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140496,665739059,295,256,NA,NA,NA,NA,101.654,23.4125,101.645,46.4446,0,0,23.4206,-16000,0,23.7811,157,2025-09-29 06:08:16,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140497,665739059,299,256,NA,NA,NA,NA,101.654,23.4313,101.645,46.4452,0,0,23.4434,-16000,0,23.7819,170,2025-09-29 06:08:17,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140498,665739059,303,256,NA,NA,NA,NA,101.654,23.451,101.644,46.4454,0,0,23.4661,-16000,0,23.7815,108,2025-09-29 06:08:18,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140499,665739059,307,256,NA,NA,NA,NA,101.654,23.4691,101.644,46.4457,0,0,23.4875,-16000,0,23.7835,184,2025-09-29 06:08:19,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140500,665412902,311,256,NA,NA,NA,NA,101.655,23.487,101.645,46.4461,0,0,23.5091,-16000,0,23.7835,78,2025-09-29 06:08:20,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140501,665412902,315,256,NA,NA,NA,NA,101.655,23.5056,101.644,46.4465,0,0,23.5311,-16000,0,23.7835,127,2025-09-29 06:08:21,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140502,665412902,319,256,NA,NA,NA,NA,101.654,23.5241,101.644,46.4468,0,0,23.5535,-16000,0,23.7835,139,2025-09-29 06:08:22,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140503,665412902,323,256,NA,NA,NA,NA,101.654,23.5427,101.644,46.447,0,0,23.5757,-16000,0,23.7831,89,2025-09-29 06:08:23,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140504,665412902,327,256,NA,NA,NA,NA,101.654,23.5613,101.644,46.4476,0,0,23.5979,-16000,0,23.7831,152,2025-09-29 06:08:24,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140505,665412902,331,256,NA,NA,NA,NA,101.655,23.5795,101.642,46.4478,0,0,23.6202,-16000,0,23.7835,145,2025-09-29 06:08:25,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140506,665412902,335,256,NA,NA,NA,NA,101.655,23.5983,101.644,46.4483,0,0,23.6432,-16000,0,23.7835,153,2025-09-29 06:08:26,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140507,665412902,339,256,NA,NA,NA,NA,101.655,23.616,101.643,46.4483,0,0,23.6642,-16000,0,23.7819,103,2025-09-29 06:08:27,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140508,665087938,343,256,NA,NA,NA,NA,101.655,23.6343,101.643,46.449,0,0,23.6854,-16000,0,23.7819,123,2025-09-29 06:08:28,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140509,665087938,347,256,NA,NA,NA,NA,101.655,23.6525,101.643,46.449,0,0,23.7076,-16000,0,23.7815,124,2025-09-29 06:08:29,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140510,665087938,351,256,NA,NA,NA,NA,101.655,23.6709,101.643,46.4496,0,0,23.7297,-16000,0,23.7819,170,2025-09-29 06:08:30,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140511,665087938,355,256,NA,NA,NA,NA,101.655,23.6892,101.643,46.4498,0,0,23.7519,-16000,0,23.7815,174,2025-09-29 06:08:31,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140512,665087938,359,256,NA,NA,NA,NA,101.655,23.7074,101.642,46.4505,0,0,23.7739,-16000,0,23.7815,165,2025-09-29 06:08:32,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140513,665087938,363,256,NA,NA,NA,NA,101.656,23.7258,101.642,46.4505,0,0,23.7961,-16000,0,23.7815,164,2025-09-29 06:08:33,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140514,665087938,367,256,NA,NA,NA,NA,101.655,23.7438,101.642,46.4505,0,0,23.8187,-16000,0,23.7819,174,2025-09-29 06:08:34,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140515,664766073,371,256,NA,NA,NA,NA,101.655,23.7619,101.641,46.4505,0,0,23.8407,-16000,0,23.7819,159,2025-09-29 06:08:35,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140516,664766073,375,256,NA,NA,NA,NA,101.655,23.7792,101.641,46.4513,0,0,23.8618,-16000,0,23.7839,172,2025-09-29 06:08:36,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140517,664766073,379,256,NA,NA,NA,NA,101.655,23.7971,101.642,46.4513,0,0,23.8829,-16000,0,23.7835,178,2025-09-29 06:08:37,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140518,664766073,383,256,NA,NA,NA,NA,101.655,23.8156,101.641,46.4516,0,0,23.9049,-16000,0,23.7835,168,2025-09-29 06:08:38,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140519,664766073,387,256,NA,NA,NA,NA,101.655,23.8337,101.639,46.452,0,0,23.9265,-16000,0,23.7835,129,2025-09-29 06:08:39,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140520,664766073,391,256,NA,NA,NA,NA,101.655,23.8515,101.641,46.4524,0,0,23.9485,-16000,0,23.7835,155,2025-09-29 06:08:40,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140521,664766073,395,256,NA,NA,NA,NA,101.655,23.8697,101.641,46.4527,0,0,23.9706,-16000,0,23.7831,167,2025-09-29 06:08:41,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140522,664766073,399,256,NA,NA,NA,NA,101.655,23.8878,101.641,46.4529,0,0,23.9931,-16000,0,23.7835,180,2025-09-29 06:08:42,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140523,664441108,403,256,NA,NA,NA,NA,101.655,23.9059,101.64,46.4535,0,0,24.015,-16000,0,23.7831,30,2025-09-29 06:08:43,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140524,664441108,407,256,NA,NA,NA,NA,101.656,23.9233,101.64,46.4537,0,0,24.0359,-16000,0,23.7819,98,2025-09-29 06:08:44,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140525,664441108,411,256,NA,NA,NA,NA,101.655,23.9403,101.64,46.4542,0,0,24.0566,-16000,0,23.7815,85,2025-09-29 06:08:45,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140526,664441108,415,256,NA,NA,NA,NA,101.655,23.9581,101.639,46.4544,0,0,24.0786,-16000,0,23.7819,164,2025-09-29 06:08:46,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140527,664441108,419,256,NA,NA,NA,NA,101.656,23.9766,101.639,46.4549,0,0,24.1005,-16000,0,23.7811,158,2025-09-29 06:08:47,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140528,664441108,423,256,NA,NA,NA,NA,101.656,23.9948,101.639,46.4553,0,0,24.122,-16000,0,23.7819,111,2025-09-29 06:08:48,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140529,664441108,427,256,NA,NA,NA,NA,101.655,24.0128,101.639,46.4557,0,0,24.1438,-16000,0,23.7815,157,2025-09-29 06:08:49,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140530,664113998,431,256,NA,NA,NA,NA,101.655,24.0308,101.639,46.456,0,0,24.1662,-16000,0,23.7819,98,2025-09-29 06:08:50,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140531,664113998,435,256,NA,NA,NA,NA,101.657,24.0482,101.638,46.4564,0,0,24.1879,-16000,0,23.7819,170,2025-09-29 06:08:51,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140532,664113998,439,256,NA,NA,NA,NA,101.656,24.0662,101.638,46.4568,0,0,24.2096,-16000,0,23.7819,171,2025-09-29 06:08:52,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140533,664113998,443,256,NA,NA,NA,NA,101.656,24.0828,101.639,46.4572,0,0,24.2295,-16000,0,23.7835,167,2025-09-29 06:08:53,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140534,664113998,447,256,NA,NA,NA,NA,101.655,24.1003,101.638,46.4577,0,0,24.2512,-16000,0,23.7835,154,2025-09-29 06:08:54,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140535,664113998,451,256,NA,NA,NA,NA,101.655,24.1183,101.638,46.4579,0,0,24.2727,-16000,0,23.7839,174,2025-09-29 06:08:55,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140536,664113998,455,256,NA,NA,NA,NA,101.657,24.1361,101.638,46.4584,0,0,24.2943,-16000,0,23.7839,176,2025-09-29 06:08:56,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140537,664113998,459,256,NA,NA,NA,NA,101.655,24.1546,101.637,46.4586,0,0,24.3159,-16000,0,23.7835,182,2025-09-29 06:08:57,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140538,663784027,463,256,NA,NA,NA,NA,101.656,24.1724,101.638,46.4594,0,0,24.3382,-16000,0,23.7839,176,2025-09-29 06:08:58,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140539,663784027,467,256,NA,NA,NA,NA,101.657,24.1903,101.638,46.4594,0,0,24.3597,-16000,0,23.7835,186,2025-09-29 06:08:59,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140540,663784027,471,256,NA,NA,NA,NA,101.657,24.2083,101.637,46.4601,0,0,24.3813,-16000,0,23.7839,143,2025-09-29 06:09:00,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140541,663784027,475,256,NA,NA,NA,NA,101.657,24.225,101.637,46.4601,0,0,24.402,-16000,0,23.7819,38,2025-09-29 06:09:01,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140542,663784027,479,256,NA,NA,NA,NA,101.657,24.2421,101.637,46.4608,0,0,24.4225,-16000,0,23.7815,150,2025-09-29 06:09:02,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140543,663784027,483,256,NA,NA,NA,NA,101.657,24.2599,101.637,46.4608,0,0,24.444,-16000,0,23.7819,118,2025-09-29 06:09:03,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140544,663784027,487,256,NA,NA,NA,NA,101.657,24.2777,101.636,46.4616,0,0,24.4655,-16000,0,23.7819,176,2025-09-29 06:09:04,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140545,663455963,491,256,NA,NA,NA,NA,101.657,24.2956,101.636,46.4618,0,0,24.4868,-16000,0,23.7815,180,2025-09-29 06:09:05,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140546,663455963,495,256,NA,NA,NA,NA,101.657,24.313,101.637,46.4623,0,0,24.5091,-16000,0,23.7819,113,2025-09-29 06:09:06,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140547,663455963,499,256,NA,NA,NA,NA,101.656,24.3315,101.636,46.4627,0,0,24.5304,-16000,0,23.7819,171,2025-09-29 06:09:07,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140548,663455963,503,256,NA,NA,NA,NA,101.657,24.3493,101.636,46.4631,0,0,24.5521,-16000,0,23.7819,163,2025-09-29 06:09:08,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140549,663455963,507,256,NA,NA,NA,NA,101.657,24.367,101.636,46.4636,0,0,24.5734,-16000,0,23.7819,129,2025-09-29 06:09:09,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140550,663455963,511,256,NA,NA,NA,NA,101.658,24.3832,101.636,46.4638,0,0,24.5931,-16000,0,23.7835,156,2025-09-29 06:09:10,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140551,663455963,515,256,NA,NA,NA,NA,101.657,24.401,101.635,46.4643,0,0,24.6142,-16000,0,23.7835,92,2025-09-29 06:09:11,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140552,663455963,519,256,NA,NA,NA,NA,101.657,24.4187,101.635,46.4645,0,0,24.6359,-16000,0,23.7839,177,2025-09-29 06:09:12,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140553,663127899,523,256,NA,NA,NA,NA,101.658,24.4363,101.635,46.4653,0,0,24.6571,-16000,0,23.7835,166,2025-09-29 06:09:13,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140554,663127899,527,256,NA,NA,NA,NA,101.658,24.454,101.636,46.4655,0,0,24.6789,-16000,0,23.7835,135,2025-09-29 06:09:14,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140555,663127899,531,256,NA,NA,NA,NA,101.657,24.4718,101.634,46.466,0,0,24.7005,-16000,0,23.7831,110,2025-09-29 06:09:15,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140556,663127899,535,256,NA,NA,NA,NA,101.657,24.4897,101.635,46.4664,0,0,24.7218,-16000,0,23.7835,187,2025-09-29 06:09:16,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140557,663127899,539,256,NA,NA,NA,NA,101.658,24.5081,101.635,46.4667,0,0,24.7429,-16000,0,23.7831,183,2025-09-29 06:09:17,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759140558,663127899,543,256,NA,NA,NA,NA,101.658,24.525,101.636,46.4673,0,0,24.7635,-16000,0,23.7819,133,2025-09-29 06:09:18,"US/Eastern","TG10-01286","LI-7810"
