"","Analysis_No","Site","Date","Zone","Replicate","Depth","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"29","128","SWH","202305","TR","LysB","10cm","128_SWH_202305_TR_LysB_10cm",26.485,268.7086,0.826107298814722,7.57993229901269,0.4855824402
"30","129","SWH","202305","TR","LysB","20cm","129_SWH_202305_TR_LysB_20cm",2.9438,282.0825,0.0918215845290081,7.95719322990127,0.5097490775
"31","130","SWH","202305","TR","LysB","45cm","130_SWH_202305_TR_LysB_45cm",0.6961,460.6917,0.0217124142233313,12.9955345557123,0.8324959019
"32","131","SWH","202305","TR","LysC","10cm","131_SWH_202305_TR_LysC_10cm",41.1769,362.3567,1.28436993137866,10.2216276445698,0.6548045569
"33","132","SWH","202305","TR","LysC","20cm","132_SWH_202305_TR_LysC_20cm",25.7416,300.485,0.802919525888958,8.47630465444288,0.543002395
"34","133","SWH","202305","TR","LysC","45cm","133_SWH_202305_TR_LysC_45cm",0.6546,381.9195,0.0204179663131628,10.7734696755994,0.6901545365
"35","134","SWH","202305","WC","LysA","10cm","134_SWH_202305_WC_LysA_10cm",0.4183,262.2728,0.0130474111041797,7.39838645980254,0.4739529496
"36","135","SWH","202305","WC","LysA","20cm","135_SWH_202305_WC_LysA_20cm",2.1648,968.753,0.0675233936369307,27.3273060648801,1.750562671
"37","136","SWH","202305","WC","LysA","45cm","136_SWH_202305_WC_LysA_45cm",NA,258.2436,NA,7.28472778561354,0.4666721852
"38","137","SWH","202305","WC","LysB","10cm","137_SWH_202305_WC_LysB_10cm",NA,208.0509,NA,5.86885472496474,0.3759739763
"39","138","SWH","202305","WC","LysB","20cm","138_SWH_202305_WC_LysB_20cm",0.2229,399.6806,0.00695258889582034,11.2744880112835,0.7222488442
"40","139","SWH","202305","WC","LysB","45cm","139_SWH_202305_WC_LysB_45cm",0.2425,311.6701,0.00756394260761073,8.79182228490832,0.5632138707
"41","140","SWH","202305","WC","LysC","10cm","140_SWH_202305_WC_LysC_10cm",0.9558,191.2575,0.029812850904554,5.39513399153738,0.3456283025
"42","141","SWH","202305","WC","LysC","20cm","141_SWH_202305_WC_LysC_20cm",0.4182,375.1654,0.0130442919525889,10.5829449929478,0.6779498778
"43","142","SWH","202305","WC","LysC","45cm","142_SWH_202305_WC_LysC_45cm",1.8259,522.1953,0.0569525888958203,14.7304739069111,0.9436329071
"44","143","SWH","202305","SW","A","143","143_SWH_202305_SW_A",72.7092,466.0788,2.26791016843419,13.1474978843441,0.8422303916
"45","144","SWH","202305","SW","B","144","144_SWH_202305_SW_B",39.5429,291.5184,1.23340299438553,8.22336812411848,0.5267997488
"46","145","SWH","202305","SW","C","145","145_SWH_202305_SW_C",39.1144,272.8942,1.22003742981909,7.69800282087447,0.4931458194
"47","95","GWI","202305","TR","LysC","45cm","95_GWI_202305_TR_LysC_45cm",1282.1768,7660.9362,39.9930380536494,216.105393511989,13.8433377134
"48","96","GWI","202305","WC","LysA","10cm","96_GWI_202305_WC_LysA_10cm",829.5504,8195.033,25.8749344978166,231.171593794076,14.808450631
"49","97","GWI","202305","WC","LysA","20cm","97_GWI_202305_WC_LysA_20cm",1361.0362,8196.6248,42.452782283219,231.216496473907,14.8113270136
"50","98","GWI","202305","WC","LysA","45cm","98_GWI_202305_WC_LysA_45cm",1373.8606,9935.0159,42.8527947598253,280.254327221439,17.9525997313
"51","99","GWI","202305","WC","LysB","10cm","99_GWI_202305_WC_LysB_10cm",971.2816,8904.4628,30.2957454772302,251.183717912553,16.0903902796
