"Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"OWC-WE-43",2023-08-10 10:45:49.5,3606.01034541421,7741.32623379242,1.26254922882725e-133,0.97847992440682,18720.6633977593,3615.74646254689,5428.48417737802,66.0707717697193,9148674.96932765,3608.87966316168,1.54628010543421e-131,0.977129749068385,19298.9998702849,3057.53166795854,0.999318872309577,3351.8135386418,3615.8204470918,TRUE,5443.842005691,67.2285200899882,24846.6217184001,2023-08-10 10:45:10,2023-08-10 10:46:29
"OWC-WE-44",2023-08-10 11:12:49.5,NA,NA,NA,NA,NA,3793.42169401604,3273.65268142517,115.118446215944,13417127.2300962,6287.93350335729,4.97520679091871e-64,0.836553557065954,33625.6232382487,3645.1918357691,0.936879300630175,21029.781055058,3794.05816372188,TRUE,3187.91140933713,132.301959105131,32125.9255425286,2023-08-10 11:12:10,2023-08-10 11:13:29
"OWC-WE-45",2023-08-10 11:39:49.5,4298.034623697,29523.5169514561,5.00485783766679e-93,0.929756558213203,162748.127878161,4306.89922696175,25425.1930027677,572.824195706257,13402709.8441734,31288.4734819867,3.99188795729267e-91,0.925754978946745,167319.584477711,4257.43352799203,0.946845110210866,142479.035100071,4309.9240553119,TRUE,26069.031199189,493.751317368792,144164.060648532,2023-08-10 11:39:10,2023-08-10 11:40:29
"OWC-WE-46",2023-08-10 10:35:49.5,3675.22599477639,2650.37753624127,1.64176651390427e-64,0.838828631136842,23241.2057366329,3615.31148413758,2349.14645389281,65.9810222845947,4662447.73205358,3603.97741844787,2.26566538755447e-77,0.889169444240908,19272.7844159261,3556.05794907122,0.925360644917438,15917.1346934895,3615.85633165251,TRUE,2320.7705508537,63.6560968170714,17391.1802098879,2023-08-10 10:35:10,2023-08-10 10:36:29
"OWC-WE-47",2023-08-10 11:03:49.5,NA,NA,NA,NA,NA,3690.4852392831,1394.27271650647,83.4531289544863,4617558.56359879,4558.32877146872,9.62249296853553e-37,0.638553423508728,24376.3146960186,3656.72664995587,0.71453396236933,21801.6547508677,3690.54292468566,TRUE,1376.26134463522,93.7778479884739,27148.5730692389,2023-08-10 11:03:10,2023-08-10 11:04:29
"OWC-WE-48",2023-08-10 11:26:49.5,3843.42520401689,6689.92460119749,2.36088905809595e-81,0.90130624503745,39312.7676014419,3803.36809994189,5174.06031047258,118.752807403093,5112151.88196723,6486.44748806752,6.00319252769651e-90,0.923164653816127,34687.2051480806,3784.9505741788,0.933209875350405,32547.014242755,3803.91218104733,TRUE,5240.6438955682,117.323633645333,35678.8584421485,2023-08-10 11:26:10,2023-08-10 11:27:29
"OWC-WE-65",2023-09-08 11:05:49.5,NA,NA,NA,NA,NA,3274.16067823044,1828.95242023702,22.7205747601833,13114674.7136684,1241.0301558631,3.6369447657205e-130,0.976197178120435,6636.58615761072,2887.32108038227,0.997931018093941,1969.13324347537,3274.16817824982,TRUE,1827.27802808735,23.1577152001307,8635.70293021428,2023-09-08 11:05:10,2023-09-08 11:06:29
"OWC-WE-66",2023-09-08 11:46:49.5,3807.0132634121,12665.1440747884,2.32238803943693e-120,0.968324541716926,35084.5908542786,3807.62314816749,8347.21160209406,120.342411618187,9432612.28860083,6573.2739344775,3.1386357895461e-120,0.968203571437826,35151.5219816697,3164.18191787337,0.999444092694427,4677.59264345203,3808.855548464,TRUE,8460.8510812374,118.339497971884,41296.0035226584,2023-09-08 11:46:10,2023-09-08 11:47:29
"OWC-WE-67",2023-09-08 12:06:39.5,NA,NA,NA,NA,NA,4025.87176225165,8774.34041287559,238.023171611029,8679876.93638578,13001.1646660069,1.67337535133611e-79,0.895840841689108,69525.5865037637,3794.14607706718,0.976129710575896,33495.8510745507,4025.87223490622,TRUE,8778.64288250204,243.784587045564,92583.6175102559,2023-09-08 12:06:00,2023-09-08 12:07:19
"OWC-WE-68",2023-09-08 11:13:49.5,3661.75964186473,3399.33765908758,1.24861041115743e-47,0.736596645481047,22283.4546633847,3644.54159272363,1632.5672071652,72.2918392151132,4380389.12386686,3948.68322811911,2.49263059304873e-51,0.763470315112129,21116.1480071365,3595.66275103143,0.830036967592738,18014.215366169,3645.81766461617,TRUE,1585.58765631795,74.7810270090353,17499.3620341145,2023-09-08 11:13:10,2023-09-08 11:14:29
"OWC-WE-69",2023-09-08 11:33:49.5,3916.61148269379,13477.6749095463,3.3070062355452e-53,0.776041522366949,49415.1205977793,4016.24109216903,3429.64203921597,230.966385965911,4413127.25414756,12615.7129826102,8.79893151880964e-32,0.582557952537545,67464.328528385,3750.74610178203,0.922536873482625,29247.5748717821,4025.50007934633,FALSE,2779.61108325156,199.239192447078,39824.0273133033,2023-09-08 11:33:10,2023-09-08 11:34:29
"OWC-WE-70",2023-09-08 12:15:49.5,NA,NA,NA,NA,NA,3964.27074864171,792.574167992116,196.343339938121,5553259.81690746,10724.5528926101,8.42905096525385e-05,0.0934895766857418,57351.0796151126,3479.65863380026,0.957232570889569,12536.5493066781,3974.7895003235,TRUE,244.360951192838,148.967087052828,50557.4277471694,2023-09-08 12:15:10,2023-09-08 12:16:29
"OWC-WE-83",2023-10-20 12:49:49.5,NA,NA,NA,NA,NA,1270.33225495712,-1.55467205894549,3.2068478235899,4616865.83278697,175.16259585622,0.629178653132802,0.00300413632977836,662.351885805329,1232.7281702012,0.407295736732472,517.370461439645,1271.07023317564,TRUE,-3.20901921015045,3.36027098594953,577.149908686421,2023-10-20 12:49:10,2023-10-20 12:50:29
"OWC-WE-84",2023-10-20 13:27:49.5,NA,NA,NA,NA,NA,1437.15364303899,255.402859055449,9.09679490979695,4603244.63171165,496.879895157585,1.57643738910732e-42,0.90995873291986,1878.87907214236,1415.07690991207,0.935005092266386,1617.17940213447,1437.76998741081,TRUE,260.602868384373,9.53842835345693,1563.75047615353,2023-10-20 13:27:10,2023-10-20 13:28:29
"OWC-WE-85",2023-10-20 12:00:49.5,1592.47228103459,-586.320755788272,4.38236686969686e-17,0.597662769550936,4960.05509367817,1615.27896053541,-227.996360673978,27.6937118423431,4505234.70084238,1512.66998686848,3.3294654836111e-12,0.464942556356329,5719.94159772486,1570.41063905334,0.70952425062179,4269.59651196343,1616.12286186586,TRUE,-238.177578816849,26.8292696803623,5361.96126128744,2023-10-20 12:00:10,2023-10-20 12:01:29
"OWC-WE-86",2023-10-20 13:00:49.5,1315.02813754007,77.4525023377152,2.76268218449615e-18,0.624983503828081,875.807423352232,1330.65327880924,45.1084299165206,4.67530717905845,4532968.63812513,255.371937478573,6.0023580017732e-15,0.544095079244259,965.651847895284,1309.87727559431,0.665517607314061,837.935464729198,1331.02877633502,TRUE,42.2773217758778,4.50226976285502,858.686955343668,2023-10-20 13:00:10,2023-10-20 13:01:29
"OWC-WE-87",2023-10-20 13:15:49.5,1573.68344898955,1114.16319168912,1.82988887059327e-28,0.793776688749331,4410.49376476289,1526.87072374844,390.713803630408,15.9371665158267,4543092.16953436,870.510735486034,2.1298313805081e-38,0.885130057759607,3291.70976511584,1520.70482447457,0.898837633980934,3129.45224604206,1528.86414328854,TRUE,384.083932409096,13.8660033543771,2371.23516768579,2023-10-20 13:15:10,2023-10-20 13:16:29
"OWC-WE-88",2023-10-20 13:37:49.5,NA,NA,NA,NA,NA,1473.26355984822,-10.4781282477723,11.3999517601551,4632468.07426116,622.681602867293,0.36085712748375,0.0107149033051973,2354.57993699739,1372.76048399125,0.732078477936175,1241.35789857689,1473.26355984822,TRUE,-10.4781282477723,11.3999517601551,3392.02724603956,2023-10-20 13:37:10,2023-10-20 13:38:29
"PTR-WE-49",2023-08-17 12:25:49.5,NA,NA,NA,NA,NA,2417.23154683413,-14.9616721134243,1.56106355573772,4287735.7040841,85.2675149435241,1.95317789950428e-17,0.367641949809981,455.980224730721,2301.35231750874,0.701069655248591,315.511888586114,2417.33760854948,TRUE,-14.553608865863,1.61331798381687,580.428660105924,2023-08-17 12:25:10,2023-08-17 12:26:29
"PTR-WE-50",2023-08-17 13:02:29.5,2227.26798258616,-13.9352621400928,7.8178127917196e-29,0.545280983007597,251.844870192342,2206.38339126226,-12.4587529263701,0.807725399199932,4298230.94415165,44.119111802592,2.47795089778417e-33,0.600924354218113,235.93325697354,2204.82001459993,0.614562179911483,233.348470166248,2206.50238343695,TRUE,-12.3042464255414,0.815589783031621,244.336198491865,2023-08-17 13:01:50,2023-08-17 13:03:09
"PTR-WE-51",2023-08-17 12:11:49.5,2327.77080574114,-83.7362282540281,4.43562041649307e-09,0.196310220456753,344.772447115871,2341.14815841907,-5.87984389622156,1.23072911066925,4279997.81910462,67.2241770360388,4.02503450228256e-06,0.126225963618801,359.490896064384,2288.04752836392,0.388482933012497,302.662673609116,2342.60786800955,TRUE,-6.717390396224,1.14677094167982,314.731918974928,2023-08-17 12:11:10,2023-08-17 12:12:29
"PTR-WE-52",2023-08-17 12:44:59.5,NA,NA,NA,NA,NA,2233.37489574812,-3.16907670271849,0.878811652341882,4295509.14653319,48.0019442021965,0.000416380252770386,0.0760445076852422,256.697258262145,2231.40937270775,0.109859439867961,253.566130922461,2233.38489380294,TRUE,-3.25474115728355,0.874211219716212,240.01106464063,2023-08-17 12:44:20,2023-08-17 12:45:39
