Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
70	42_MSM_202605_WC_LYSB_10CM	Unknown	3.173	7896.7568	85.95	92.7966	869.56	BMB
71	43_MSM_202605_WC_LYSB_20CM	Unknown	3.173	7841.2594	86.53	92.1445	864.25	BMB
72	44_MSM_202605_WC_LYSC_10CM	Unknown	3.17	8163.4644	86.44	95.9308	897.31	BMB
73	45_MSM_202605_WC_LYSC_20CM	Unknown	3.17	7728.2711	87.06	90.8167	850.73	BMB
74	46_MSM_202605_SW_A	Unknown	3.17	8234.0943	86.54	96.7607	905.25	BMB
75	47_MSM_202605_SW_B	Unknown	3.17	8206.3921	86.57	96.4352	902.9	BMB
76	48_MSM_202605_SW_C	Unknown	3.187	8325.6954	86.38	97.8372	916.83	 MB
77	49_SWH_202605_UP_LYSA_10CM	Unknown	3.207	6.0031	1.33	0.1411	1.45	Rd
78	50_SWH_202605_UP_LYSA_20CM	Unknown	3.207	5.6776	1.28	0.1334	1.38	Rd
79	50_SWH_202605_UP_LYSA_20CM_dup	Unknown	3.207	5.5481	1.26	0.1304	1.35	Rd
80	51_SWH_202605_UP_LYSA_45CM	Unknown	3.207	4.8814	1.14	0.1147	1.19	Rd
81	51_SWH_202605_UP_LYSA_45CM_spk	Spiked	3.207	5.1036	1.06	0.1199	1.24	Rd
82	Standard 5	Check Standard	3.167	199.7166	92.93	234.6916	2163.11	BMB
83	Lab Blank	Unknown	3.217	0.0193	27.4	0.0227	0.12	 M 
84	52_SWH_202605_UP_LYSB_10CM	Unknown	3.203	9.2933	2.02	0.2184	2.22	Rd
85	53_SWH_202605_UP_LYSB_20CM	Unknown	3.207	6.2423	1.41	0.1467	1.51	Rd
86	54_SWH_202605_UP_LYSB_45CM	Unknown	3.207	5.8794	1.42	0.1382	1.42	Rd
87	55_SWH_202605_UP_LYSC_10CM	Unknown	3.203	15.5456	4.11	0.3654	3.74	bMb*
88	56_SWH_202605_UP_LYSC_20CM	Unknown	3.203	21.8046	6.04	0.5125	5.19	bMb*
89	57_SWH_202605_UP_LYSC_45CM	Unknown	3.203	21.1057	5.82	0.496	5.01	bMb*
90	58_SWH_202605_SWAMP_LYSA_10CM	Unknown	3.207	4.1114	1	0.0966	1.01	Rd
91	59_SWH_202605_SWAMP_LYSA_20CM	Unknown	3.207	4.0432	0.98	0.095	1	Rd
92	60_SWH_202605_SWAMP_LYSA_45CM	Unknown	3.207	8.5006	2	0.1998	2.04	Rd
93	60_SWH_202605_SWAMP_LYSA_45CM_dup	Unknown	3.207	8.6101	2.04	0.2024	2.06	Rd
94	61_SWH_202605_SWAMP_LYSB_10CM	Unknown	3.207	3.85	0.82	0.0905	0.96	Rd
95	61_SWH_202605_SWAMP_LYSB_10CM_spk	Spiked	3.207	4.1127	0.78	0.0967	1.03	Rd
96	Standard 1	Check Standard	3.193	5.0864	94.8	5.9771	59.61	BMB
97	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
98	62_SWH_202605_SWAMP_LYSB_20CM	Unknown	3.203	7.2364	1.7	0.1701	1.75	Rd
99	63_SWH_202605_SWAMP_LYSB_45CM	Unknown	3.203	7.625	1.8	0.1792	1.84	Rd
100	64_SWH_202605_SWAMP_LYSC_10CM	Unknown	3.203	7.0021	1.58	0.1646	1.7	Rd
101	65_SWH_202605_SWAMP_LYSC_20CM	Unknown	3.203	7.9906	1.86	0.1878	1.92	Rd
102	66_SWH_202605_SWAMP_LYSC_45CM	Unknown	3.203	9.483	2.29	0.2229	2.27	Rd
103	67_SWH_202605_TR_LYSA_10CM	Unknown	3.187	920.6432	66.3	21.6374	211.81	bMB*^
104	68_SWH_202605_TR_LYSA_20CM	Unknown	3.19	726.4435	68.03	17.0732	168.08	bMB*^
105	69_SWH_202605_TR_LYSA_45CM	Unknown	3.19	700.6316	68.48	16.4666	162.19	bMB*^
106	70_SWH_202605_TR_LYSB_10CM	Unknown	3.187	1058.8833	71.79	24.8864	242.72	bMB*^
107	70_SWH_202605_TR_LYSB_10CM_dup	Unknown	3.187	1063.0956	71.81	24.9854	243.9	bMB*^
108	71_SWH_202605_TR_LYSB_20CM	Unknown	3.187	896.9348	71.75	21.0802	206.26	bMB*^
109	71_SWH_202605_TR_LYSB_20CM_spk	Spiked	3.187	899.0011	68.28	21.1287	207.1	bMB*^
110	Standard 2	Check Standard	3.19	10.1637	93.98	11.9437	117.62	BMB
111	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
112	72_SWH_202605_TR_LYSB_45CM	Unknown	3.19	746.0141	70.28	17.5332	172.85	bMB*^
113	73_SWH_202605_TR_LYSC_10CM	Unknown	3.183	1270.269	72.99	29.8545	290.3	bMB*
114	74_SWH_202605_TR_LYSC_20CM	Unknown	3.187	715.3793	63.85	16.8132	166.06	bMB*
115	75_SWH_202605_TR_LYSC_45CM	Unknown	3.053	n.a.	-0.05	-0.0123	0	BMb*
116	76_SWH_202605_WC_LYSA_10CM	Unknown	3.2	1305.614	76.1	30.6851	298.64	bMB*
117	77_SWH_202605_WC_LYSA_20CM	Unknown	3.187	1163.7417	75.91	27.3508	266.83	bMB*^
118	78_SWH_202605_WC_LYSA_45CM	Unknown	3.187	993.9465	75.4	23.3602	228.35	bMB*^
119	79_SWH_202605_WC_LYSB_10CM	Unknown	3.183	1331.2617	77.09	31.2879	304.07	bMB*
120	80_SWH_202605_WC_LYSB_20CM	Unknown	3.187	1097.4936	75.78	25.7938	252.28	bMB*^
121	80_SWH_202605_WC_LYSB_20CM_dup	Unknown	3.187	1095.6993	75.78	25.7516	251.82	bMB*^
122	81_SWH_202605_WC_LYSB_45CM	Unknown	3.187	985.8793	74.91	23.1706	227.04	bMB*^
123	81_SWH_202605_WC_LYSB_45CM_spk	Spiked	3.187	972.3578	71.36	22.8528	223.8	bMB*^
124	Standard 3	Check Standard	3.183	19.9824	93.49	23.4817	227.75	BMB
125	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
126	82_SWH_202605_WC_LYSC_10CM	Unknown	3.183	1349.7347	76.17	31.7221	307.73	bMB*
127	83_SWH_202605_WC_LYSC_20CM	Unknown	3.183	1130.3896	73.52	26.5669	259.38	bMB*^
128	84_SWH_202605_WC_LYSC_45CM	Unknown	3.187	978.051	75.36	22.9866	225.07	bMB*^
129	85_SWH_202605_SW_A	Unknown	3.187	952.6022	69.87	22.3885	219.33	bMB*^
130	86_SWH_202605_SW_B	Unknown	3.187	951.1231	69.27	22.3537	219.15	bMB*^
131	87_SWH_202605_SW_C	Unknown	3.187	945.8334	69.05	22.2294	218.05	bMB*^
132	88_GWI_202605_UP_LYSA_10CM	Unknown	3.173	6658.6236	85.81	78.247	737.32	 MB
133	89_GWI_202605_UP_LYSA_20CM	Unknown	3.177	5004.5501	84.65	58.8096	556.83	 MB
134	90_GWI_202605_UP_LYSA_45CM	Unknown	3.173	6305.936	85.56	74.1025	698.01	 MB
135	90_GWI_202605_UP_LYSA_45CM_dup	Unknown	3.173	6296.6231	85.62	73.9931	696.63	 MB
136	91_GWI_202605_UP_LYSB_10CM	Unknown	3.18	3869.4546	82.23	45.4709	432.47	 MB
137	91_GWI_202605_UP_LYSB_10CM_spk	Spiked	3.177	3828.5016	79.95	44.9896	428.42	 MB
138	Standard 4	Check Standard	3.167	101.135	93.08	118.8461	1108.8	BMB
139	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
140	92_GWI_202605_UP_LYSB_20CM	Unknown	3.177	4194.9172	83.22	49.2954	468.7	 MB
141	93_GWI_202605_UP_LYSB_45CM	Unknown	3.19	4532.5785	84.71	53.2634	504.91	 MB
142	94_GWI_202605_UP_LYSC_45CM	Unknown	3.173	4753.9968	84.77	55.8653	529.17	 MB
143	95_GWI_202605_TR_LYSA_10CM	Unknown	3.17	7826.2517	85.8	91.9681	864.44	 MB
144	96_GWI_202605_TR_LYSA_20CM	Unknown	3.17	9537.5286	89.28	112.0777	1053.15	BMB
145	97_GWI_202605_TR_LYSB_10CM	Unknown	3.17	6789.3044	82.8	79.7827	751.34	 MB
146	98_GWI_202605_TR_LYSB_20CM	Unknown	3.17	7435.2222	86.02	87.373	821.69	 MB
147	99_GWI_202605_TR_LYSB_45CM	Unknown	3.17	9079.616	87.25	106.6967	1003.01	BMB
148	100_GWI_202605_TR_LYSC_10CM	Unknown	3.19	5600.104	81.62	65.8081	620.58	 MB
149	100_GWI_202605_TR_LYSC_10CM_dup	Unknown	3.173	5567.4962	81.62	65.4249	616.69	 MB
150	101_GWI_202605_TR_LYSC_20CM	Unknown	3.17	9676.0962	81.97	113.706	1073.19	 MB
151	101_GWI_202605_TR_LYSC_20CM_spk	Spiked	3.17	6837.1485	83.71	80.3449	755.45	 MB
152	Standard 5	Check Standard	3.167	199.9346	92.94	234.9478	2165.99	BMB
153	Lab Blank	Unknown	3.197	0.0213	88.07	0.0251	0.12	BMB
154	102_GWI_202605_TR_LYSC_45CM	Unknown	3.17	9495.3857	87.61	111.5825	1050.03	BMB
155	103_GWI_202605_WC_LYSA_10CM	Unknown	3.173	12124.2495	82.33	71.2374	669.82	BMB
156	104_GWI_202605_WC_LYSA_20CM	Unknown	3.173	10747.5359	87.92	63.1484	594.56	BMB
157	105_GWI_202605_WC_LYSA_45CM	Unknown	3.173	11855.0034	87.92	69.6554	654.78	BMB
158	106_GWI_202605_WC_LYSB_10CM	Unknown	3.173	12052.6073	84.35	70.8165	665.33	BMB
159	107_GWI_202605_WC_LYSB_20CM	Unknown	3.173	11990.3941	87.68	70.4509	661.8	BMB
160	108_GWI_202605_WC_LYSB_45CM	Unknown	3.173	12939.5872	88.24	76.028	713.3	BMB
161	109_GWI_202605_WC_LYSC_10CM	Unknown	3.173	12599.4042	85.91	74.0293	694.61	BMB
162	110_GWI_202605_WC_LYSC_20CM	Unknown	3.173	11861.9307	87.79	69.6961	655.04	BMB
163	110_GWI_202605_WC_LYSC_20CM_dup	Unknown	3.173	11870.8597	87.77	69.7486	655.96	BMB
164	111_GWI_202605_WC_LYSC_45CM	Unknown	3.173	13005.9601	87.75	76.418	716.63	BMB
165	111_GWI_202605_WC_LYSC_45CM_spk	Spiked	3.173	12433.6596	85.97	73.0554	687.12	BMB
166	Standard 1	Check Standard	3.193	5.102	94.65	5.9954	60.2	BMB
167	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
168	112_GWI_202605_SW_A	Unknown	3.17	13313.3961	87.44	78.2244	733.9	BMB
169	113_GWI_202605_SW_B	Unknown	3.17	13880.9459	87.33	81.5591	764.94	BMB
170	114_GWI_202605_SW_C	Unknown	3.173	13134.9839	87.32	77.1761	724.77	BMB
171	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
172	Standard 1	Check Standard	3.193	5.0904	94.71	5.9818	60.05	BMB
173	Standard 2	Check Standard	3.19	10.1511	93.93	11.9288	117.61	BMB
174	Standard 3	Check Standard	3.183	20.0277	93.44	23.535	227.55	BMB
175	Standard 4	Check Standard	3.167	100.9446	93.06	118.6223	1107.54	BMB
176	Standard 5	Check Standard	3.17	199.8154	92.93	234.8077	2166.47	BMB
177	Lab Blank	Unknown	3.197	0.0104	100	0.0122	0.11	BMB
178	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.217	13880.9459	100	234.9478	2172.25	
Average			3.181	3564.0249	67.66	51.8504	489.36	
Minimum			3.047	0.0104	-0.06	-0.021	0	
Standard Deviation			0.022	3985.9208	32.61	49.8608	464.48	
Relative Standard Deviation			0.70%	111.84%	48.20%	96.16%	94.92%	
