"","Analysis_No","Date","Site","Zone","Replicate","Depth","Tree","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"20","27","MSM","202208","SW","A","27","MSM","27_MSM_202208_SW_A",1023.1997,7614.686,31.9151497192764,214.800733427362,13.759763602
"21","28","MSM","202208","SW","B","28","MSM","28_MSM_202208_SW_B",1036.0978,7696.6153,32.3174610106051,217.111856135402,13.9078098471
"22","29","MSM","202208","SW","C","29","MSM","29_MSM_202208_SW_C",502.3477,3725.7517,15.668986275733,105.098778561354,6.7324593219
"23","3","MSM","202208","UP","LysB","10cm","3","3_MSM_202208_UP_LysB_10cm",106.3955,724.1041,3.31863693075483,20.4260677009873,1.3084821087
"24","30","MSM","202208","RHZ","UP","SF","1","30_MSM_202208_RHZ_UP_SF_1",102.8666,1441.0446,3.20856519026825,40.6500592383639,2.6039935922
"25","31","MSM","202208","RHZ","UP","SF","2","31_MSM_202208_RHZ_UP_SF_2",83.4063,869.3611,2.60156893325016,24.5235853314527,1.5709615077
"26","32","MSM","202208","RHZ","UP","SF","3","32_MSM_202208_RHZ_UP_SF_3",123.0879,1444.7407,3.83929819089208,40.7543215796897,2.6106724449
"27","33","MSM","202208","RHZ","UP","SF","4","33_MSM_202208_RHZ_UP_SF_4",68.4764,1014.594,2.13588271990019,28.6204231311707,1.833397358
"28","34","MSM","202208","RHZ","UP","SF","5","34_MSM_202208_RHZ_UP_SF_5",78.5371,1263.2079,2.44969120399251,35.633509167842,2.2826426753
"29","35","MSM","202208","RHZ","UP","SF","6","35_MSM_202208_RHZ_UP_SF_6",49.9685,993.5301,1.55859326263256,28.0262369534556,1.7953348907
"30","36","MSM","202208","RHZ","UP","SF","7","36_MSM_202208_RHZ_UP_SF_7",68.3382,1673.7536,2.13157205240175,47.2144880112835,3.0244987552
"31","37","MSM","202208","RHZ","UP","SF","8","37_MSM_202208_RHZ_UP_SF_8",60.4674,1640.4626,1.88606986899563,46.2753906911142,2.9643419182
"32","38","MSM","202208","RHZ","TR","SF","1","38_MSM_202208_RHZ_TR_SF_1",622.885,4509.8798,19.428727386151,127.218047954866,8.1493787986
"33","39","MSM","202208","RHZ","TR","SF","2","39_MSM_202208_RHZ_TR_SF_2",440.5948,3759.4802,13.7428197130381,106.050217207334,6.7934067214
"34","4","MSM","202208","UP","LysB","20cm","4","4_MSM_202208_UP_LysB_20cm",100.6902,794.4473,3.14067997504679,22.4103610719323,1.4355922711
"35","40","MSM","202208","RHZ","TR","SF","3","40_MSM_202208_RHZ_TR_SF_3",399.0884,2931.274,12.4481721771678,82.6875599435825,5.296838118
"36","41","MSM","202208","RHZ","TR","SF","4","41_MSM_202208_RHZ_TR_SF_4",571.3338,4514.1649,17.8207673112913,127.338925246827,8.1571219743
"37","42","MSM","202208","RHZ","TR","SF","5","42_MSM_202208_RHZ_TR_SF_5",475.9529,3730.9484,14.8456924516532,105.245370944993,6.7418497588
"38","43","MSM","202208","RHZ","TR","SF","6","43_MSM_202208_RHZ_TR_SF_6",490.9597,3693.8271,15.3137772925764,104.198225669958,6.6747715697
"39","44","MSM","202208","RHZ","TR","SF","7","44_MSM_202208_RHZ_TR_SF_7",502.8438,3667.7335,15.6844603867748,103.46215796897,6.6276204345
"40","45","MSM","202208","RHZ","TR","SF","8","45_MSM_202208_RHZ_TR_SF_8",520.7936,3992.5401,16.2443418590143,112.624544428773,7.2145459607
"41","5","MSM","202208","UP","LysB","45cm","5","5_MSM_202208_UP_LysB_45cm",226.6307,2036.4254,7.06895508421709,57.4450042313117,3.6798466978
"42","6","MSM","202208","UP","LysC","10cm","6","6_MSM_202208_UP_LysC_10cm",86.0538,906.846,2.68414847161572,25.5809873060649,1.638696722
"43","7","MSM","202208","UP","LysC","20cm","7","7_MSM_202208_UP_LysC_20cm",126.311,1431.205,3.9398315658141,40.3724964739069,2.586213435
"44","8","MSM","202208","UP","LysC","45cm","8","8_MSM_202208_UP_LysC_45cm",9.8873,2.0883,0.308399875233936,0.0589083215796897,0.0037995581
"45","9","MSM","202208","TR","LysA","10cm","9","9_MSM_202208_TR_LysA_10cm",472.809,3629.7693,14.747629444791,102.391235543018,6.5590191251
