"","Plate","Wells","Abs","IDs","Dilution","QAQC_flag","Conc","H2S_Conc_Final","H2S_info","ID_full"
"189","Plate3","E12",0.661,"21",5,"",265.3569472724,265.3569472724,"Within Range","Plate3_5_21"
"190","Plate3","F04",0.085,"50",1,"",-2.03187360404233,0,"bdl","Plate3_1_50"
"191","Plate3","F05",0.096,"50",1,"",-0.979554344244161,0,"bdl","Plate3_1_50"
"192","Plate3","F06",0.091,"50",1,"",-1.45788128051606,0,"bdl","Plate3_1_50"
"193","Plate3","F07",0.083,"57 Dup",1,"",-2.22320437855109,0,"bdl","Plate3_1_57 Dup"
"194","Plate3","F08",0.079,"57 Dup",1,"",-2.60586592756861,0,"bdl","Plate3_1_57 Dup"
"195","Plate3","F09",0.077,"57 Dup",1,"",-2.79719670207737,0,"bdl","Plate3_1_57 Dup"
"196","Plate3","F10",0.546,"24",5,"",210.349349601132,210.349349601132,"Within Range","Plate3_5_24"
"197","Plate3","F11",0.509,"24",5,"",192.651252959072,192.651252959072,"Within Range","Plate3_5_24"
"198","Plate3","F12",0.504,"24",5,"",190.259618277713,190.259618277713,"Within Range","Plate3_5_24"
"199","Plate3","G04",0.067,"51",1,"",-3.75385057462116,0,"bdl","Plate3_1_51"
"200","Plate3","G05",0.068,"51",1,"",-3.65818518736678,0,"bdl","Plate3_1_51"
"201","Plate3","G06",0.072,"51",1,"",-3.27552363834926,0,"bdl","Plate3_1_51"
"202","Plate3","G07",0.081,"58",1,"",-2.41453515305985,0,"bdl","Plate3_1_58"
"203","Plate3","G08",0.081,"58",1,"",-2.41453515305985,0,"bdl","Plate3_1_58"
"204","Plate3","G09",0.082,"58",1,"",-2.31886976580547,0,"bdl","Plate3_1_58"
"205","Plate3","G10",0.646,"27",5,"",258.182043228322,258.182043228322,"Within Range","Plate3_5_27"
"206","Plate3","G11",0.63,"27",5,"",250.528812247971,250.528812247971,"Within Range","Plate3_5_27"
"207","Plate3","G12",0.578,"27",5,"",225.655811561833,225.655811561833,"Within Range","Plate3_5_27"
"208","Plate3","H04",0.103,"52",1,"",-0.309896633463508,0,"bdl","Plate3_1_52"
"209","Plate3","H05",0.1,"52",1,"",-0.596892795226645,0,"bdl","Plate3_1_52"
"210","Plate3","H06",0.115,"52",1,"",0.838088013589042,0.838088013589042,"Within Range","Plate3_1_52"
"211","Plate3","H07",0.252,"58 Spike",1,"",13.944246067439,13.944246067439,"Within Range","Plate3_1_58 Spike"
"212","Plate3","H08",0.347,"58 Spike",1,"",23.032457856605,23.032457856605,"Within Range","Plate3_1_58 Spike"
"213","Plate3","H09",0.267,"58 Spike",1,"",15.3792268762547,15.3792268762547,"Within Range","Plate3_1_58 Spike"
"214","Plate4","A04",0.2,"35",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",448.482296510563,448.482296510563,"Within Range","Plate4_50_35"
"215","Plate4","A05",0.231,"35",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",596.763646754851,596.763646754851,"Within Range","Plate4_50_35"
"216","Plate4","A06",0.187,"35",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",386.299794795217,386.299794795217,"Within Range","Plate4_50_35"
"217","Plate4","A07",0.747,"11",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3064.93063791783,3064.93063791783,"Within Range","Plate4_50_11"
"218","Plate4","A08",0.751,"11",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3084.06371536871,3084.06371536871,"Within Range","Plate4_50_11"
"219","Plate4","A09",0.722,"11",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2945.34890384986,2945.34890384986,"Within Range","Plate4_50_11"
"220","Plate4","B04",0.303,"36",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",941.159040870616,941.159040870616,"Within Range","Plate4_50_36"
"221","Plate4","B05",0.41,"36",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1452.96886268154,1452.96886268154,"Within Range","Plate4_50_36"
"222","Plate4","B06",0.317,"36",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1008.12481194868,1008.12481194868,"Within Range","Plate4_50_36"
"223","Plate4","B07",0.633,"12",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2519.63793056787,2519.63793056787,"Within Range","Plate4_50_12"
"224","Plate4","B08",0.809,"12",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3361.49333840641,3361.49333840641,"Within Range","Plate4_50_12"
"225","Plate4","B09",0.692,"12",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2801.85082296829,2801.85082296829,"Within Range","Plate4_50_12"
"226","Plate4","C04",0.277,"37",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",816.794037439923,816.794037439923,"Within Range","Plate4_50_37"
"227","Plate4","C05",0.277,"37",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",816.794037439923,816.794037439923,"Within Range","Plate4_50_37"
"228","Plate4","C06",0.317,"37",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1008.12481194868,1008.12481194868,"Within Range","Plate4_50_37"
"229","Plate4","C07",0.195,"15",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",424.565949696969,424.565949696969,"Within Range","Plate4_50_15"
"230","Plate4","C08",0.224,"15",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",563.280761215818,563.280761215818,"Within Range","Plate4_50_15"
"231","Plate4","C09",0.262,"15",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",745.044996999139,745.044996999139,"Within Range","Plate4_50_15"
"232","Plate4","D04",0.484,"38",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1806.93079552275,1806.93079552275,"Within Range","Plate4_50_38"
"233","Plate4","D05",0.58,"38",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2266.12465434377,2266.12465434377,"Within Range","Plate4_50_38"
"234","Plate4","D06",0.389,"38",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1352.52020606445,1352.52020606445,"Within Range","Plate4_50_38"
"235","Plate4","D07",0.445,"16",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1620.38329037671,1620.38329037671,"Within Range","Plate4_50_16"
"236","Plate4","D08",0.361,"16",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1218.58866390832,1218.58866390832,"Within Range","Plate4_50_16"
"237","Plate4","D09",0.384,"16",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1328.60385925085,1328.60385925085,"Within Range","Plate4_50_16"
"238","Plate4","E04",0.23,"39",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",591.980377392132,591.980377392132,"Within Range","Plate4_50_39"
"239","Plate4","E05",0.209,"39",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",491.531720775034,491.531720775034,"Within Range","Plate4_50_39"
"240","Plate4","E06",0.201,"39",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",453.265565873282,453.265565873282,"Within Range","Plate4_50_39"
"241","Plate4","E07",0.374,"13",250,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6403.85582811831,6403.85582811831,"Within Range","Plate4_250_13"
"242","Plate4","E08",0.392,"13",250,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6834.35007076301,6834.35007076301,"Within Range","Plate4_250_13"
"243","Plate4","E09",0.385,"13",250,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6666.93564306785,6666.93564306785,"Within Range","Plate4_250_13"
"244","Plate4","F04",0.595,"40",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2337.87369478455,2337.87369478455,"Within Range","Plate4_50_40"
"245","Plate4","F05",0.497,"40",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1869.11329723809,1869.11329723809,"Within Range","Plate4_50_40"
"246","Plate4","F06",0.496,"40",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1864.33002787537,1864.33002787537,"Within Range","Plate4_50_40"
"247","Plate4","F07",0.422,"13 Dup",250,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",7551.84047517086,7551.84047517086,"Within Range","Plate4_250_13 Dup"
"248","Plate4","F08",0.359,"13 Dup",250,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6045.11062591439,6045.11062591439,"Within Range","Plate4_250_13 Dup"
"249","Plate4","F09",0.322,"13 Dup",250,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5160.20579381138,5160.20579381138,"Within Range","Plate4_250_13 Dup"
"250","Plate4","G04",0.881,"9",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3705.88873252217,3705.88873252217,"Within Range","Plate4_50_9"
"251","Plate4","G05",1.076,"9",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4638.62625825237,4638.62625825237,"Within Range","Plate4_50_9"
"252","Plate4","G06",0.971,"9",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4136.38297516688,4136.38297516688,"Within Range","Plate4_50_9"
"253","Plate4","G07",0.271,"14",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",788.094421263609,788.094421263609,"Within Range","Plate4_50_14"
"254","Plate4","G08",0.28,"14",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",831.14384552808,831.14384552808,"Within Range","Plate4_50_14"
"255","Plate4","G09",0.268,"14",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",773.744613175452,773.744613175452,"Within Range","Plate4_50_14"
"256","Plate4","G10",0.07,"TMP 1",1,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate4_1_TMP 1"
"257","Plate4","G11",0.07,"TMP 1",1,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate4_1_TMP 1"
"258","Plate4","G12",0.068,"TMP 1",1,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate4_1_TMP 1"
"259","Plate4","H04",1.025,"10",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4394.6795207537,4394.6795207537,"Within Range","Plate4_50_10"
"260","Plate4","H05",1.121,"10",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4853.87337957472,4853.87337957472,"Within Range","Plate4_50_10"
"261","Plate4","H06",1.002,"10",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4284.66432541117,4284.66432541117,"Within Range","Plate4_50_10"
"262","Plate4","H07",0.649,"14 Spike",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2596.17024037138,2596.17024037138,"Within Range","Plate4_50_14 Spike"
"263","Plate4","H08",0.657,"14 Spike",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2634.43639527313,2634.43639527313,"Within Range","Plate4_50_14 Spike"
"264","Plate4","H09",0.591,"14 Spike",50,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2318.74061733367,2318.74061733367,"Within Range","Plate4_50_14 Spike"
"265","Plate4","H10",0.07,"TMP 2",1,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate4_1_TMP 2"
"266","Plate4","H11",0.067,"TMP 2",1,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.75385057462116,0,"bdl","Plate4_1_TMP 2"
"267","Plate4","H12",0.066,"TMP 2",1,"Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate4_1_TMP 2"
"268","Plate5","A04",0.076,"1",1,"Std curve r2 low; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate5_1_1"
"269","Plate5","A05",0.073,"1",1,"Std curve r2 low; Spk recovery out of range",-3.17985825109488,0,"bdl","Plate5_1_1"
"270","Plate5","A06",0.077,"1",1,"Std curve r2 low; Spk recovery out of range",-2.79719670207737,0,"bdl","Plate5_1_1"
"271","Plate5","A07",0.068,"17",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_17"
"272","Plate5","A08",0.066,"17",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate5_1_17"
"273","Plate5","A09",0.075,"17",1,"Std curve r2 low; Spk recovery out of range",-2.98852747658612,0,"bdl","Plate5_1_17"
"274","Plate5","A10",0.069,"23",1,"Std curve r2 low; Spk recovery out of range",-3.5625198001124,0,"bdl","Plate5_1_23"
"275","Plate5","A11",0.068,"23",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_23"
"276","Plate5","A12",0.068,"23",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_23"
"277","Plate5","B04",0.075,"2",1,"Std curve r2 low; Spk recovery out of range",-2.98852747658612,0,"bdl","Plate5_1_2"
"278","Plate5","B05",0.078,"2",1,"Std curve r2 low; Spk recovery out of range",-2.70153131482299,0,"bdl","Plate5_1_2"
"279","Plate5","B06",0.08,"2",1,"Std curve r2 low; Spk recovery out of range",-2.51020054031423,0,"bdl","Plate5_1_2"
"280","Plate5","B07",0.066,"18",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate5_1_18"
"281","Plate5","B08",0.066,"18",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate5_1_18"
"282","Plate5","B09",0.065,"18",1,"Std curve r2 low; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate5_1_18"
"283","Plate5","B10",0.077,"24",1,"Std curve r2 low; Spk recovery out of range",-2.79719670207737,0,"bdl","Plate5_1_24"
"284","Plate5","B11",0.077,"24",1,"Std curve r2 low; Spk recovery out of range",-2.79719670207737,0,"bdl","Plate5_1_24"
"285","Plate5","B12",0.076,"24",1,"Std curve r2 low; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate5_1_24"
"286","Plate5","C04",0.061,"3",1,"Std curve r2 low; Spk recovery out of range",-4.32784289814743,0,"bdl","Plate5_1_3"
"287","Plate5","C05",0.064,"3",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate5_1_3"
"288","Plate5","C06",0.065,"3",1,"Std curve r2 low; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate5_1_3"
"289","Plate5","C07",0.064,"19",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate5_1_19"
"290","Plate5","C08",0.067,"19",1,"Std curve r2 low; Spk recovery out of range",-3.75385057462116,0,"bdl","Plate5_1_19"
"291","Plate5","C09",0.067,"19",1,"Std curve r2 low; Spk recovery out of range",-3.75385057462116,0,"bdl","Plate5_1_19"
"292","Plate5","C10",0.097,"25",1,"Std curve r2 low; Spk recovery out of range",-0.883888956989782,0,"bdl","Plate5_1_25"
"293","Plate5","C11",0.119,"25",1,"Std curve r2 low; Spk recovery out of range",1.22074956260656,1.22074956260656,"Within Range","Plate5_1_25"
"294","Plate5","C12",0.102,"25",1,"Std curve r2 low; Spk recovery out of range",-0.405562020717887,0,"bdl","Plate5_1_25"
"295","Plate5","D04",0.072,"4",1,"Std curve r2 low; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate5_1_4"
"296","Plate5","D05",0.073,"4",1,"Std curve r2 low; Spk recovery out of range",-3.17985825109488,0,"bdl","Plate5_1_4"
"297","Plate5","D06",0.071,"4",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate5_1_4"
"298","Plate5","D07",0.069,"20",1,"Std curve r2 low; Spk recovery out of range",-3.5625198001124,0,"bdl","Plate5_1_20"
"299","Plate5","D08",0.07,"20",1,"Std curve r2 low; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate5_1_20"
"300","Plate5","D09",0.071,"20",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate5_1_20"
"301","Plate5","D10",0.074,"26",1,"Std curve r2 low; Spk recovery out of range",-3.0841928638405,0,"bdl","Plate5_1_26"
"302","Plate5","D11",0.07,"26",1,"Std curve r2 low; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate5_1_26"
"303","Plate5","D12",0.068,"26",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_26"
"304","Plate5","E04",0.062,"5",1,"Std curve r2 low; Spk recovery out of range",-4.23217751089305,0,"bdl","Plate5_1_5"
"305","Plate5","E05",0.059,"5",1,"Std curve r2 low; Spk recovery out of range",-4.51917367265619,0,"bdl","Plate5_1_5"
"306","Plate5","E06",0.06,"5",1,"Std curve r2 low; Spk recovery out of range",-4.42350828540181,0,"bdl","Plate5_1_5"
"307","Plate5","E07",0.071,"21",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate5_1_21"
"308","Plate5","E08",0.072,"21",1,"Std curve r2 low; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate5_1_21"
"309","Plate5","E09",0.071,"21",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate5_1_21"
"310","Plate5","E10",0.111,"27",1,"Std curve r2 low; Spk recovery out of range",0.455426464571526,0.455426464571526,"Within Range","Plate5_1_27"
"311","Plate5","E11",0.108,"27",1,"Std curve r2 low; Spk recovery out of range",0.168430302808388,0.168430302808388,"Within Range","Plate5_1_27"
"312","Plate5","E12",0.102,"27",1,"Std curve r2 low; Spk recovery out of range",-0.405562020717887,0,"bdl","Plate5_1_27"
"313","Plate5","F04",0.064,"6",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate5_1_6"
"314","Plate5","F05",0.066,"6",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate5_1_6"
"315","Plate5","F06",0.066,"6",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate5_1_6"
"316","Plate5","F07",0.072,"21 Dup",1,"Std curve r2 low; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate5_1_21 Dup"
"317","Plate5","F08",0.071,"21 Dup",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate5_1_21 Dup"
"318","Plate5","F09",0.069,"21 Dup",1,"Std curve r2 low; Spk recovery out of range",-3.5625198001124,0,"bdl","Plate5_1_21 Dup"
"319","Plate5","F10",0.066,"28",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate5_1_28"
"320","Plate5","F11",0.074,"28",1,"Std curve r2 low; Spk recovery out of range",-3.0841928638405,0,"bdl","Plate5_1_28"
"321","Plate5","F12",0.064,"28",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate5_1_28"
"322","Plate5","G04",0.062,"7",1,"Std curve r2 low; Spk recovery out of range",-4.23217751089305,0,"bdl","Plate5_1_7"
"323","Plate5","G05",0.068,"7",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_7"
"324","Plate5","G06",0.065,"7",1,"Std curve r2 low; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate5_1_7"
"325","Plate5","G07",0.068,"22",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_22"
"326","Plate5","G08",0.068,"22",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate5_1_22"
"327","Plate5","G09",0.072,"22",1,"Std curve r2 low; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate5_1_22"
"328","Plate5","G10",0.06,"29",1,"Std curve r2 low; Spk recovery out of range",-4.42350828540181,0,"bdl","Plate5_1_29"
"329","Plate5","G11",0.063,"29",1,"Std curve r2 low; Spk recovery out of range",-4.13651212363867,0,"bdl","Plate5_1_29"
"330","Plate5","G12",0.058,"29",1,"Std curve r2 low; Spk recovery out of range",-4.61483905991057,0,"bdl","Plate5_1_29"
"331","Plate5","H04",0.444,"8",50,"Std curve r2 low; Spk recovery out of range",1615.60002101399,1615.60002101399,"Within Range","Plate5_50_8"
"332","Plate5","H05",0.615,"8",50,"Std curve r2 low; Spk recovery out of range",2433.53908203893,2433.53908203893,"Within Range","Plate5_50_8"
"333","Plate5","H06",0.608,"8",50,"Std curve r2 low; Spk recovery out of range",2400.0561964999,2400.0561964999,"Within Range","Plate5_50_8"
"334","Plate5","H07",0.447,"22 Spike",1,"Std curve r2 low; Spk recovery out of range",32.5989965820429,32.5989965820429,"Within Range","Plate5_1_22 Spike"
"335","Plate5","H08",0.337,"22 Spike",1,"Std curve r2 low; Spk recovery out of range",22.0758039840612,22.0758039840612,"Within Range","Plate5_1_22 Spike"
"336","Plate5","H09",0.337,"22 Spike",1,"Std curve r2 low; Spk recovery out of range",22.0758039840612,22.0758039840612,"Within Range","Plate5_1_22 Spike"
"337","Plate5","H10",0.087,"30",1,"Std curve r2 low; Spk recovery out of range",-1.84054282953357,0,"bdl","Plate5_1_30"
"338","Plate5","H11",0.1,"30",1,"Std curve r2 low; Spk recovery out of range",-0.596892795226645,0,"bdl","Plate5_1_30"
"339","Plate5","H12",0.094,"30",1,"Std curve r2 low; Spk recovery out of range",-1.17088511875292,0,"bdl","Plate5_1_30"
"340","Plate6","A04",0.149,"31",1,"Spk recovery out of range",4.09071118023793,4.09071118023793,"Within Range","Plate6_1_31"
"341","Plate6","A05",0.155,"31",1,"Spk recovery out of range",4.66470350376421,4.66470350376421,"Within Range","Plate6_1_31"
"342","Plate6","A06",0.155,"31",1,"Spk recovery out of range",4.66470350376421,4.66470350376421,"Within Range","Plate6_1_31"
"343","Plate6","A07",0.353,"10",250,"Spk recovery out of range",5901.61254503282,5901.61254503282,"Within Range","Plate6_250_10"
"344","Plate6","A08",0.308,"10",250,"Spk recovery out of range",4825.37693842105,4825.37693842105,"Within Range","Plate6_250_10"
"345","Plate6","A09",0.263,"10",250,"Spk recovery out of range",3749.14133180929,3749.14133180929,"Within Range","Plate6_250_10"
"346","Plate6","B04",0.12,"32",1,"Spk recovery out of range",1.31641494986094,1.31641494986094,"Within Range","Plate6_1_32"
"347","Plate6","B05",0.135,"32",1,"Spk recovery out of range",2.75139575867663,2.75139575867663,"Within Range","Plate6_1_32"
"348","Plate6","B06",0.164,"32",1,"Spk recovery out of range",5.52569198905362,5.52569198905362,"Within Range","Plate6_1_32"
"349","Plate6","B07",0.155,"8",250,"Spk recovery out of range",1166.17587594105,1166.17587594105,"Within Range","Plate6_250_8"
"350","Plate6","B08",0.147,"8",250,"Spk recovery out of range",974.845101432293,974.845101432293,"Within Range","Plate6_250_8"
"351","Plate6","B09",0.16,"8",250,"Spk recovery out of range",1285.75761000903,1285.75761000903,"Within Range","Plate6_250_8"
"352","Plate6","C04",0.16,"33",1,"Spk recovery out of range",5.1430304400361,5.1430304400361,"Within Range","Plate6_1_33"
"353","Plate6","C05",0.155,"33",1,"Spk recovery out of range",4.66470350376421,4.66470350376421,"Within Range","Plate6_1_33"
"354","Plate6","C06",0.2,"33",1,"Spk recovery out of range",8.96964593021127,8.96964593021127,"Within Range","Plate6_1_33"
"355","Plate6","D04",0.074,"34",1,"Spk recovery out of range",-3.0841928638405,0,"bdl","Plate6_1_34"
"356","Plate6","D05",0.077,"34",1,"Spk recovery out of range",-2.79719670207737,0,"bdl","Plate6_1_34"
"357","Plate6","D06",0.073,"34",1,"Spk recovery out of range",-3.17985825109488,0,"bdl","Plate6_1_34"
"358","Plate6","E04",0.062,"41",1,"Spk recovery out of range",-4.23217751089305,0,"bdl","Plate6_1_41"
"359","Plate6","E05",0.064,"41",1,"Spk recovery out of range",-4.04084673638429,0,"bdl","Plate6_1_41"
"360","Plate6","E06",0.062,"41",1,"Spk recovery out of range",-4.23217751089305,0,"bdl","Plate6_1_41"
"361","Plate6","F04",0.06,"42",1,"Spk recovery out of range",-4.42350828540181,0,"bdl","Plate6_1_42"
"362","Plate6","F05",0.062,"42",1,"Spk recovery out of range",-4.23217751089305,0,"bdl","Plate6_1_42"
"363","Plate6","F06",0.064,"42",1,"Spk recovery out of range",-4.04084673638429,0,"bdl","Plate6_1_42"
"364","Plate6","F07",0.062,"42 Dup",1,"Spk recovery out of range",-4.23217751089305,0,"bdl","Plate6_1_42 Dup"
"365","Plate6","F08",0.063,"42 Dup",1,"Spk recovery out of range",-4.13651212363867,0,"bdl","Plate6_1_42 Dup"
"366","Plate6","F09",0.061,"42 Dup",1,"Spk recovery out of range",-4.32784289814743,0,"bdl","Plate6_1_42 Dup"
"367","Plate6","G04",0.064,"43",1,"Spk recovery out of range",-4.04084673638429,0,"bdl","Plate6_1_43"
"368","Plate6","G05",0.06,"43",1,"Spk recovery out of range",-4.42350828540181,0,"bdl","Plate6_1_43"
"369","Plate6","G06",0.062,"43",1,"Spk recovery out of range",-4.23217751089305,0,"bdl","Plate6_1_43"
"370","Plate6","H04",0.221,"9",250,"Spk recovery out of range",2744.65476563831,2744.65476563831,"Within Range","Plate6_250_9"
"371","Plate6","H05",0.217,"9",250,"Spk recovery out of range",2648.98937838393,2648.98937838393,"Within Range","Plate6_250_9"
"372","Plate6","H06",0.224,"9",250,"Spk recovery out of range",2816.40380607909,2816.40380607909,"Within Range","Plate6_250_9"
"373","Plate6","H07",0.23,"43 Spike",1,"Spk recovery out of range",11.8396075478426,11.8396075478426,"Within Range","Plate6_1_43 Spike"
"374","Plate6","H08",0.228,"43 Spike",1,"Spk recovery out of range",11.6482767733339,11.6482767733339,"Within Range","Plate6_1_43 Spike"
